"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","rt","responses","stimulus","key_press","view_history","stimulus_type","subject_num","condition_num","block_number","stimulus_displayed","response","question_order"
"true","fullscreen","0","336930","0.0-0.0","SS1689952310470","","","","","","","","","","","",""
"","survey-text","1","358993","0.0-1.0","SS1689952310470","22050.69999998808","{""Age"":""221"",""Gender"":""M""}","","","","","","","","","",""
"","audio-keyboard-response","2","377660","0.0-2.0","SS1689952310470","18661.90000000596","","stimuli/audio/music_intro.wav","39","","","","","","","",""
"","html-keyboard-response","3","379212","0.0-3.0","SS1689952310470","1551","","<p><img src=stimuli/intro/intro2.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","html-keyboard-response","4","528366","0.0-4.0","SS1689952310470","149153.10000002384","","<p><img src=stimuli/intro/intro3.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","html-keyboard-response","5","564052","0.0-5.0","SS1689952310470","35685.19999998808","","<p><img src=stimuli/intro/intro4.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","html-keyboard-response","6","573855","0.0-6.0","SS1689952310470","9802.200000017881","","<p><img src=stimuli/intro/intro5.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","html-keyboard-response","7","583429","0.0-7.0","SS1689952310470","9573.5","","<p><img src=stimuli/intro/intro6.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","html-keyboard-response","8","596817","0.0-8.0","SS1689952310470","13387.300000011921","","<p><img src=stimuli/intro/intro7.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","html-keyboard-response","9","612970","0.0-9.0","SS1689952310470","16152.399999976158","","<p><img src=stimuli/intro/intro8.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","instructions","10","641717","0.0-10.0","SS1689952310470","28746.69999998808","","","","[{""page_index"":0,""viewing_time"":28746.30000001192}]","","","","","","",""
"","video-keyboard-response","11","659969","0.0-11.0","SS1689952310470","null","","[""stimuli/images/calibration.mp4""]","null","","calibration","","","","","",""
"","video-keyboard-response","12","664603","0.0-12.0","SS1689952310470","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","",""
"","video-keyboard-response","13","724823","0.0-13.0","SS1689952310470","null","","[""stimuli/images/unity_stims/animate_04_left_pair_new.mp4""]","null","","trial","25","3","1","stimuli/images/unity_stims/animate_04_left_pair_new.mp4","",""
"","html-keyboard-response","14","725929","0.0-14.0","SS1689952310470","1105.9000000059605","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","",""
"","video-keyboard-response","15","730572","0.0-15.0","SS1689952310470","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","",""
"","video-keyboard-response","16","756856","0.0-16.0","SS1689952310470","26282.29999998212","","[""stimuli/images/unity_stims/animate_03_right_single_new.mp4""]","39","","trial","25","3","2","stimuli/images/unity_stims/animate_03_right_single_new.mp4","",""
"","html-keyboard-response","17","757836","0.0-17.0","SS1689952310470","978.6999999880791","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","",""
"","video-keyboard-response","18","762465","0.0-18.0","SS1689952310470","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","",""
"","video-keyboard-response","19","780900","0.0-19.0","SS1689952310470","18433.899999976158","","[""stimuli/images/unity_stims/veggie_06_nopose_single_new.mp4""]","39","","trial","25","3","3","stimuli/images/unity_stims/veggie_06_nopose_single_new.mp4","",""
"","html-keyboard-response","20","781597","0.0-20.0","SS1689952310470","696.2999999821186","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","",""
"","video-keyboard-response","21","786228","0.0-21.0","SS1689952310470","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","",""
"","video-keyboard-response","22","821495","0.0-22.0","SS1689952310470","35261.59999999404","","[""stimuli/images/unity_stims/animate_05_right_pair_new.mp4""]","39","","trial","25","3","4","stimuli/images/unity_stims/animate_05_right_pair_new.mp4","",""
"","html-keyboard-response","23","822776","0.0-23.0","SS1689952310470","1281.300000011921","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","",""
"","video-keyboard-response","24","827403","0.0-24.0","SS1689952310470","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","",""
"","video-keyboard-response","25","850481","0.0-25.0","SS1689952310470","23075.70000001788","","[""stimuli/images/unity_stims/animate_01_left_single_new.mp4""]","39","","trial","25","3","5","stimuli/images/unity_stims/animate_01_left_single_new.mp4","",""
"","html-keyboard-response","26","851596","0.0-26.0","SS1689952310470","1113.2999999821186","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","",""
"","video-keyboard-response","27","856228","0.0-27.0","SS1689952310470","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","",""
"","video-keyboard-response","28","891086","0.0-28.0","SS1689952310470","34855.5","","[""stimuli/images/unity_stims/veggie_02_nopose_single_new.mp4""]","39","","trial","25","3","6","stimuli/images/unity_stims/veggie_02_nopose_single_new.mp4","",""
"","video-keyboard-response","29","914220","0.0-29.0","SS1689952310470","null","","[""stimuli/images/calibration_end.mp4""]","null","","calibration_end","","","","","",""
"","html-keyboard-response","30","916229","0.0-30.0","SS1689952310470","2007.9000000059605","","<p><span style=""font-family: arial, helvetica, sans-serif; font-size: 48px; color: #993300;""> That's it! Thank you so much for your participation! </span></p>","39","","","","","","","",""
"","survey-multi-choice","31","1007413","0.0-31.0","SS1689952310470","91180.69999998808","","","","","","","","","","{""Consent"":""<b>Option 1 (Private)</b>: Your child’s data will be kept in a secure location and viewed only by authorized research personnel in our lab. </h1><br>""}","0"
