"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","rt","responses","stimulus","key_press","view_history","stimulus_type","subject_num","condition_num","block_number","stimulus_displayed","response","question_order"
"true","fullscreen","0","13281","0.0-0.0","SS1687885881353","","","","","","","","","","","",""
"","survey-text","1","15193","0.0-1.0","SS1687885881353","1904.6000000238419","{""Age"":""289"",""Gender"":""F""}","","","","","","","","","",""
"","audio-keyboard-response","2","28330","0.0-2.0","SS1687885881353","13134.300000011921","","stimuli/audio/music_intro.wav","91","","","","","","","",""
"","html-keyboard-response","3","28558","0.0-3.0","SS1687885881353","226.80000001192093","","<p><img src=stimuli/intro/intro2.jpeg width ='1200' height = '667'></p>","187","","","","","","","",""
"","html-keyboard-response","4","30474","0.0-4.0","SS1687885881353","1914.3999999761581","","<p><img src=stimuli/intro/intro3.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","html-keyboard-response","5","31013","0.0-5.0","SS1687885881353","538.6000000238419","","<p><img src=stimuli/intro/intro4.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","html-keyboard-response","6","31628","0.0-6.0","SS1687885881353","614.5999999642372","","<p><img src=stimuli/intro/intro5.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","html-keyboard-response","7","32217","0.0-7.0","SS1687885881353","587.6999999880791","","<p><img src=stimuli/intro/intro6.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","html-keyboard-response","8","33560","0.0-8.0","SS1687885881353","1341.699999988079","","<p><img src=stimuli/intro/intro7.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","html-keyboard-response","9","40327","0.0-9.0","SS1687885881353","6766","","<p><img src=stimuli/intro/intro8.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","instructions","10","47223","0.0-10.0","SS1687885881353","6895.400000035763","","","","[{""page_index"":0,""viewing_time"":6894.699999988079}]","","","","","","",""
"","video-keyboard-response","11","65468","0.0-11.0","SS1687885881353","null","","[""stimuli/images/calibration.mp4""]","null","","calibration","","","","","",""
"","video-keyboard-response","12","70134","0.0-12.0","SS1687885881353","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","",""
"","video-keyboard-response","13","127555","0.0-13.0","SS1687885881353","57418.69999998808","","[""stimuli/images/unity_stims/animate_01_left_single_new.mp4""]","40","","trial","1","1","1","stimuli/images/unity_stims/animate_01_left_single_new.mp4","",""
"","html-keyboard-response","14","127927","0.0-14.0","SS1687885881353","371.2999999523163","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","40","","between_block","","","","","",""
"","video-keyboard-response","15","132584","0.0-15.0","SS1687885881353","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","",""
"","video-keyboard-response","16","161877","0.0-16.0","SS1687885881353","29290.599999964237","","[""stimuli/images/unity_stims/veggie_02_nopose_single_new.mp4""]","40","","trial","1","1","2","stimuli/images/unity_stims/veggie_02_nopose_single_new.mp4","",""
"","html-keyboard-response","17","162195","0.0-17.0","SS1687885881353","316.10000002384186","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","40","","between_block","","","","","",""
"","video-keyboard-response","18","166868","0.0-18.0","SS1687885881353","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","",""
"","video-keyboard-response","19","203841","0.0-19.0","SS1687885881353","36969.90000003576","","[""stimuli/images/unity_stims/veggie_03_nopose_single_new.mp4""]","40","","trial","1","1","3","stimuli/images/unity_stims/veggie_03_nopose_single_new.mp4","",""
"","html-keyboard-response","20","204224","0.0-20.0","SS1687885881353","381.9000000357628","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","40","","between_block","","","","","",""
"","video-keyboard-response","21","208866","0.0-21.0","SS1687885881353","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","",""
"","video-keyboard-response","22","233995","0.0-22.0","SS1687885881353","25126.299999952316","","[""stimuli/images/unity_stims/animate_04_left_pair_new.mp4""]","40","","trial","1","1","4","stimuli/images/unity_stims/animate_04_left_pair_new.mp4","",""
"","html-keyboard-response","23","234311","0.0-23.0","SS1687885881353","315.0999999642372","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","40","","between_block","","","","","",""
"","video-keyboard-response","24","238968","0.0-24.0","SS1687885881353","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","",""
"","video-keyboard-response","25","257053","0.0-25.0","SS1687885881353","18083.399999976158","","[""stimuli/images/unity_stims/animate_05_right_pair_new.mp4""]","40","","trial","1","1","5","stimuli/images/unity_stims/animate_05_right_pair_new.mp4","",""
"","html-keyboard-response","26","262519","0.0-26.0","SS1687885881353","5465","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","40","","between_block","","","","","",""
"","video-keyboard-response","27","267173","0.0-27.0","SS1687885881353","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","",""
"","video-keyboard-response","28","304895","0.0-28.0","SS1687885881353","37719.69999998808","","[""stimuli/images/unity_stims/animate_06_right_single_new.mp4""]","40","","trial","1","1","6","stimuli/images/unity_stims/animate_06_right_single_new.mp4","",""
"","video-keyboard-response","29","328050","0.0-29.0","SS1687885881353","null","","[""stimuli/images/calibration_end.mp4""]","null","","calibration_end","","","","","",""
"","html-keyboard-response","30","341579","0.0-30.0","SS1687885881353","13527.600000023842","","<p><span style=""font-family: arial, helvetica, sans-serif; font-size: 48px; color: #993300;""> That's it! Thank you so much for your participation! </span></p>","39","","","","","","","",""
"","survey-multi-choice","31","364884","0.0-31.0","SS1687885881353","23308.399999976158","","","","","","","","","","{""Consent"":""<b>Option 3 (General Public)</b>: Like Option 2 but includes more public venues. You would like to share your child’s data to help us communicate our research with the general public. Your child’s data will never be used for commercial purposes. <br></h1>""}","0"
