"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","rt","responses","stimulus","key_press","view_history","stimulus_type","subject_num","condition_num","block_number","stimulus_displayed","response","question_order"
"true","fullscreen","0","1768","0.0-0.0","SS1688494825934","","","","","","","","","","","",""
"","survey-text","1","4278","0.0-1.0","SS1688494825934","2505.899999976158","{""Age"":""298"",""Gender"":""F""}","","","","","","","","","",""
"","audio-keyboard-response","2","4865","0.0-2.0","SS1688494825934","586.3000000715256","","stimuli/audio/music_intro.wav","13","","","","","","","",""
"","html-keyboard-response","3","5199","0.0-3.0","SS1688494825934","332.10000002384186","","<p><img src=stimuli/intro/intro2.jpeg width ='1200' height = '667'></p>","13","","","","","","","",""
"","html-keyboard-response","4","5831","0.0-4.0","SS1688494825934","631.3999999761581","","<p><img src=stimuli/intro/intro3.jpeg width ='1200' height = '667'></p>","13","","","","","","","",""
"","html-keyboard-response","5","15895","0.0-5.0","SS1688494825934","10063.5","","<p><img src=stimuli/intro/intro4.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","html-keyboard-response","6","16370","0.0-6.0","SS1688494825934","474.10000002384186","","<p><img src=stimuli/intro/intro5.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","html-keyboard-response","7","17213","0.0-7.0","SS1688494825934","841.8000000715256","","<p><img src=stimuli/intro/intro6.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","html-keyboard-response","8","27545","0.0-8.0","SS1688494825934","10329.699999928474","","<p><img src=stimuli/intro/intro7.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","html-keyboard-response","9","44154","0.0-9.0","SS1688494825934","16607.900000095367","","<p><img src=stimuli/intro/intro8.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","instructions","10","101441","0.0-10.0","SS1688494825934","57287.10000002384","","","","[{""page_index"":0,""viewing_time"":57285.700000047684}]","","","","","","",""
"","video-keyboard-response","11","119697","0.0-11.0","SS1688494825934","null","","[""stimuli/images/calibration.mp4""]","null","","calibration","","","","","",""
"","video-keyboard-response","12","124353","0.0-12.0","SS1688494825934","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","",""
"","video-keyboard-response","13","153293","0.0-13.0","SS1688494825934","28932.700000047684","","[""stimuli/images/unity_stims/veggie_05_nopose_single_new.mp4""]","39","","trial","16","2","1","stimuli/images/unity_stims/veggie_05_nopose_single_new.mp4","",""
"","html-keyboard-response","14","153833","0.0-14.0","SS1688494825934","538.9000000953674","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","",""
"","video-keyboard-response","15","158492","0.0-15.0","SS1688494825934","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","",""
"","video-keyboard-response","16","201084","0.0-16.0","SS1688494825934","42584.40000009537","","[""stimuli/images/unity_stims/animate_04_left_pair_new.mp4""]","32","","trial","16","2","2","stimuli/images/unity_stims/animate_04_left_pair_new.mp4","",""
"","html-keyboard-response","17","203006","0.0-17.0","SS1688494825934","1921","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","32","","between_block","","","","","",""
"","video-keyboard-response","18","207670","0.0-18.0","SS1688494825934","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","",""
"","video-keyboard-response","19","261028","0.0-19.0","SS1688494825934","53355.5","","[""stimuli/images/unity_stims/animate_02_left_single_new.mp4""]","32","","trial","16","2","3","stimuli/images/unity_stims/animate_02_left_single_new.mp4","",""
"","html-keyboard-response","20","266196","0.0-20.0","SS1688494825934","5165.899999976158","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","32","","between_block","","","","","",""
"","video-keyboard-response","21","270859","0.0-21.0","SS1688494825934","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","",""
"","video-keyboard-response","22","304496","0.0-22.0","SS1688494825934","33633.40000009537","","[""stimuli/images/unity_stims/animate_03_right_single_new.mp4""]","32","","trial","16","2","4","stimuli/images/unity_stims/animate_03_right_single_new.mp4","",""
"","html-keyboard-response","23","307415","0.0-23.0","SS1688494825934","2917.5","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","32","","between_block","","","","","",""
"","video-keyboard-response","24","312079","0.0-24.0","SS1688494825934","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","",""
"","video-keyboard-response","25","343072","0.0-25.0","SS1688494825934","30990.800000071526","","[""stimuli/images/unity_stims/veggie_06_nopose_single_new.mp4""]","32","","trial","16","2","5","stimuli/images/unity_stims/veggie_06_nopose_single_new.mp4","",""
"","html-keyboard-response","26","347654","0.0-26.0","SS1688494825934","4581.699999928474","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","32","","between_block","","","","","",""
"","video-keyboard-response","27","352337","0.0-27.0","SS1688494825934","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","",""
"","video-keyboard-response","28","382519","0.0-28.0","SS1688494825934","30179.299999952316","","[""stimuli/images/unity_stims/animate_01_right_pair_new.mp4""]","32","","trial","16","2","6","stimuli/images/unity_stims/animate_01_right_pair_new.mp4","",""
"","video-keyboard-response","29","405667","0.0-29.0","SS1688494825934","null","","[""stimuli/images/calibration_end.mp4""]","null","","calibration_end","","","","","",""
"","html-keyboard-response","30","418037","0.0-30.0","SS1688494825934","12369.400000095367","","<p><span style=""font-family: arial, helvetica, sans-serif; font-size: 48px; color: #993300;""> That's it! Thank you so much for your participation! </span></p>","39","","","","","","","",""
"","survey-multi-choice","31","440452","0.0-31.0","SS1688494825934","22412.400000095367","","","","","","","","","","{""Consent"":""<b>Option 2 (Scientific and Educational)</b>: You would like to share child’s data with other researchers or students for scientific or educational purposes. </h1>""}","0"
