"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","rt","responses","stimulus","key_press","view_history","stimulus_type","subject_num","condition_num","block_number","stimulus_displayed","response","question_order"
"true","fullscreen","0","115289","0.0-0.0","SS1687903174053","","","","","","","","","","","",""
"","survey-text","1","118900","0.0-1.0","SS1687903174053","3605.100000023842","{""Age"":""279"",""Gender"":""F""}","","","","","","","","","",""
"","audio-keyboard-response","2","129048","0.0-2.0","SS1687903174053","10145.600000023842","","stimuli/audio/music_intro.wav","39","","","","","","","",""
"","html-keyboard-response","3","132045","0.0-3.0","SS1687903174053","2994.100000023842","","<p><img src=stimuli/intro/intro2.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","html-keyboard-response","4","171026","0.0-4.0","SS1687903174053","38980.39999997616","","<p><img src=stimuli/intro/intro3.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","html-keyboard-response","5","200345","0.0-5.0","SS1687903174053","29318.099999964237","","<p><img src=stimuli/intro/intro4.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","html-keyboard-response","6","206749","0.0-6.0","SS1687903174053","6403.800000011921","","<p><img src=stimuli/intro/intro5.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","html-keyboard-response","7","216404","0.0-7.0","SS1687903174053","9653.799999952316","","<p><img src=stimuli/intro/intro6.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","html-keyboard-response","8","273715","0.0-8.0","SS1687903174053","57309.700000047684","","<p><img src=stimuli/intro/intro7.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","html-keyboard-response","9","317655","0.0-9.0","SS1687903174053","43940.299999952316","","<p><img src=stimuli/intro/intro8.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","instructions","10","317972","0.0-10.0","SS1687903174053","316","","","","[{""page_index"":0,""viewing_time"":315.69999998807907}]","","","","","","",""
"","video-keyboard-response","11","336214","0.0-11.0","SS1687903174053","null","","[""stimuli/images/calibration.mp4""]","null","","calibration","","","","","",""
"","video-keyboard-response","12","340881","0.0-12.0","SS1687903174053","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","",""
"","video-keyboard-response","13","379876","0.0-13.0","SS1687903174053","38992.39999997616","","[""stimuli/images/unity_stims/animate_01_left_single_new.mp4""]","40","","trial","2","1","1","stimuli/images/unity_stims/animate_01_left_single_new.mp4","",""
"","html-keyboard-response","14","380171","0.0-14.0","SS1687903174053","293.10000002384186","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","40","","between_block","","","","","",""
"","video-keyboard-response","15","384847","0.0-15.0","SS1687903174053","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","",""
"","video-keyboard-response","16","430923","0.0-16.0","SS1687903174053","46072.90000003576","","[""stimuli/images/unity_stims/veggie_02_nopose_single_new.mp4""]","40","","trial","2","1","2","stimuli/images/unity_stims/veggie_02_nopose_single_new.mp4","",""
"","html-keyboard-response","17","431407","0.0-17.0","SS1687903174053","482.60000002384186","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","40","","between_block","","","","","",""
"","video-keyboard-response","18","436064","0.0-18.0","SS1687903174053","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","",""
"","video-keyboard-response","19","463475","0.0-19.0","SS1687903174053","27408.69999998808","","[""stimuli/images/unity_stims/veggie_03_nopose_single_new.mp4""]","40","","trial","2","1","3","stimuli/images/unity_stims/veggie_03_nopose_single_new.mp4","",""
"","html-keyboard-response","20","463810","0.0-20.0","SS1687903174053","333.5","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","40","","between_block","","","","","",""
"","video-keyboard-response","21","468463","0.0-21.0","SS1687903174053","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","",""
