"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","rt","responses","stimulus","key_press","view_history","stimulus_type","subject_num","condition_num","block_number","stimulus_displayed","response","question_order"
"true","fullscreen","0","1900","0.0-0.0","SS1688147249830","","","","","","","","","","","",""
"","survey-text","1","3155","0.0-1.0","SS1688147249830","1249.7000000476837","{""Age"":""309"",""Gender"":""F""}","","","","","","","","","",""
"","audio-keyboard-response","2","3436","0.0-2.0","SS1688147249830","278","","stimuli/audio/music_intro.wav","13","","","","","","","",""
"","html-keyboard-response","3","5474","0.0-3.0","SS1688147249830","2036.5","","<p><img src=stimuli/intro/intro2.jpeg width ='1200' height = '667'></p>","13","","","","","","","",""
"","html-keyboard-response","4","36662","0.0-4.0","SS1688147249830","31187.900000095367","","<p><img src=stimuli/intro/intro3.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","html-keyboard-response","5","50502","0.0-5.0","SS1688147249830","13839.299999952316","","<p><img src=stimuli/intro/intro4.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","html-keyboard-response","6","55884","0.0-6.0","SS1688147249830","5381.099999904633","","<p><img src=stimuli/intro/intro5.jpeg width ='1200' height = '667'></p>","16","","","","","","","",""
"","html-keyboard-response","7","66269","0.0-7.0","SS1688147249830","10384.799999952316","","<p><img src=stimuli/intro/intro6.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","html-keyboard-response","8","86558","0.0-8.0","SS1688147249830","20287.799999952316","","<p><img src=stimuli/intro/intro7.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","html-keyboard-response","9","111071","0.0-9.0","SS1688147249830","24513.100000023842","","<p><img src=stimuli/intro/intro8.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","instructions","10","124349","0.0-10.0","SS1688147249830","13277.599999904633","","","","[{""page_index"":0,""viewing_time"":13277.199999928474}]","","","","","","",""
"","video-keyboard-response","11","142640","0.0-11.0","SS1688147249830","null","","[""stimuli/images/calibration.mp4""]","null","","calibration","","","","","",""
"","video-keyboard-response","12","147296","0.0-12.0","SS1688147249830","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","",""
"","video-keyboard-response","13","184513","0.0-13.0","SS1688147249830","37214.5","","[""stimuli/images/unity_stims/animate_01_left_pair_new.mp4""]","39","","trial","11","3","1","stimuli/images/unity_stims/animate_01_left_pair_new.mp4","",""
"","html-keyboard-response","14","185047","0.0-14.0","SS1688147249830","532.6999999284744","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","",""
"","video-keyboard-response","15","189708","0.0-15.0","SS1688147249830","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","",""
"","video-keyboard-response","16","225694","0.0-16.0","SS1688147249830","35984","","[""stimuli/images/unity_stims/animate_04_right_single_new.mp4""]","39","","trial","11","3","2","stimuli/images/unity_stims/animate_04_right_single_new.mp4","",""
"","html-keyboard-response","17","226296","0.0-17.0","SS1688147249830","601.3000000715256","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","",""
"","video-keyboard-response","18","230965","0.0-18.0","SS1688147249830","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","",""
"","video-keyboard-response","19","251364","0.0-19.0","SS1688147249830","20396.5","","[""stimuli/images/unity_stims/veggie_02_nopose_single_new.mp4""]","39","","trial","11","3","3","stimuli/images/unity_stims/veggie_02_nopose_single_new.mp4","",""
"","html-keyboard-response","20","253519","0.0-20.0","SS1688147249830","2153.600000023842","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","",""
"","video-keyboard-response","21","258180","0.0-21.0","SS1688147249830","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","",""
"","video-keyboard-response","22","276388","0.0-22.0","SS1688147249830","18205.100000023842","","[""stimuli/images/unity_stims/animate_05_right_pair_new.mp4""]","16","","trial","11","3","4","stimuli/images/unity_stims/animate_05_right_pair_new.mp4","",""
"","html-keyboard-response","23","278194","0.0-23.0","SS1688147249830","1805","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","16","","between_block","","","","","",""
"","video-keyboard-response","24","282849","0.0-24.0","SS1688147249830","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","",""
"","video-keyboard-response","25","311374","0.0-25.0","SS1688147249830","28523.700000047684","","[""stimuli/images/unity_stims/animate_03_left_single_new.mp4""]","39","","trial","11","3","5","stimuli/images/unity_stims/animate_03_left_single_new.mp4","",""
"","html-keyboard-response","26","313212","0.0-26.0","SS1688147249830","1835.6000000238419","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","",""
"","video-keyboard-response","27","317876","0.0-27.0","SS1688147249830","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","",""
"","video-keyboard-response","28","349748","0.0-28.0","SS1688147249830","31870.200000047684","","[""stimuli/images/unity_stims/veggie_06_nopose_single_new.mp4""]","16","","trial","11","3","6","stimuli/images/unity_stims/veggie_06_nopose_single_new.mp4","",""
"","video-keyboard-response","29","372898","0.0-29.0","SS1688147249830","null","","[""stimuli/images/calibration_end.mp4""]","null","","calibration_end","","","","","",""
"","html-keyboard-response","30","391695","0.0-30.0","SS1688147249830","18796.300000071526","","<p><span style=""font-family: arial, helvetica, sans-serif; font-size: 48px; color: #993300;""> That's it! Thank you so much for your participation! </span></p>","39","","","","","","","",""
"","survey-multi-choice","31","421129","0.0-31.0","SS1688147249830","29433.100000023842","","","","","","","","","","{""Consent"":""<b>Option 3 (General Public)</b>: Like Option 2 but includes more public venues. You would like to share your child’s data to help us communicate our research with the general public. Your child’s data will never be used for commercial purposes. <br></h1>""}","0"
