SubjectInfo.subjID,SubjectInfo.testAge,SubjectInfo.gender,SubjectInfo.sessionNumber,Trials.trialType,Trials.ordinal,Looks.confidence,Trials.duration,Trials.excludeTrial,Trials.excludeReason,Looks.duration_onLooks
PKBB_01,289.0,F,1,stimuli/images/unity_stims/animate_01_left_single_new.mp4,0,0.7787971333035588,57.418,False,,19.913
PKBB_01,289.0,F,1,stimuli/images/unity_stims/veggie_02_nopose_single_new.mp4,1,0.6906949303102031,29.29,False,,15.402999999999995
PKBB_01,289.0,F,1,stimuli/images/unity_stims/veggie_03_nopose_single_new.mp4,2,0.7818254416745011,36.969,False,,29.141
PKBB_01,289.0,F,1,stimuli/images/unity_stims/animate_04_left_pair_new.mp4,3,0.7915798721927282,25.126,False,,23.728
PKBB_01,289.0,F,1,stimuli/images/unity_stims/animate_05_right_pair_new.mp4,4,,18.083,False,,18.083
PKBB_01,289.0,F,1,stimuli/images/unity_stims/animate_06_right_single_new.mp4,5,0.1804824024438858,37.719,False,,4.390999999999998
PKBB_02,279.0,F,1,stimuli/images/unity_stims/animate_01_left_single_new.mp4,0,0.8398677289796173,38.992,False,,32.194
PKBB_02,279.0,F,1,stimuli/images/unity_stims/veggie_02_nopose_single_new.mp4,1,0.9420100474782936,46.071999999999996,False,,11.585000000000008
PKBB_02,279.0,F,1,stimuli/images/unity_stims/veggie_03_nopose_single_new.mp4,2,0.8855904044151904,27.408,False,,11.009000000000002
PKBB_02,279.0,F,1,stimuli/images/unity_stims/animate_04_left_pair_new.mp4,3,0.8710244572562114,31.072,False,,16.088
PKBB_02,279.0,F,1,stimuli/images/unity_stims/animate_05_right_pair_new.mp4,4,0.8733111071474957,45.486000000000004,False,,10.811
PKBB_02,279.0,F,1,stimuli/images/unity_stims/animate_06_right_single_new.mp4,5,0.7628775266856173,26.76,False,,17.03
PKBB_03,323.0,M,1,stimuli/images/unity_stims/veggie_01_nopose_single_new.mp4,0,0.8994634002693704,52.364,False,,10.112999999999992
PKBB_03,323.0,M,1,stimuli/images/unity_stims/animate_02_left_pair_new.mp4,1,0.8910424575828658,28.625,False,,25.152
PKBB_03,323.0,M,1,stimuli/images/unity_stims/animate_03_left_single_new.mp4,2,0.8121943413457781,60.0,False,,18.093999999999994
PKBB_03,323.0,M,1,stimuli/images/unity_stims/animate_04_right_single_new.mp4,3,0.6031160082868774,25.956,False,,11.118
PKBB_03,323.0,M,1,stimuli/images/unity_stims/veggie_05_nopose_single_new.mp4,4,0.9273168659889968,20.586,False,,7.900999999999998
PKBB_03,323.0,M,1,stimuli/images/unity_stims/animate_06_right_pair_new.mp4,5,0.7949496573099144,28.531,False,,7.7319999999999975
PKBB_04,315.0,M,1,stimuli/images/unity_stims/animate_01_left_pair_new.mp4,0,0.6433220539795864,60.0,False,,56.04600000000001
PKBB_04,315.0,M,1,stimuli/images/unity_stims/animate_05_right_single_new.mp4,1,0.532396390223044,58.778,False,,18.003999999999994
