success,trial_type,trial_index,time_elapsed,internal_node_id,subject,rt,responses,stimulus,key_press,view_history,stimulus_type,subject_num,condition_num,block_number,block_type,fam_duration,stimulus_displayed,response,question_order
TRUE,fullscreen,0,2330,0.0-0.0,SS1654095835525,,,,,,,,,,,,,,
,survey-text,1,4596,0.0-1.0,SS1654095835525,2263.5,"{""Age"":""275"",""Gender"":""F""}",,,,,,,,,,,,
,audio-keyboard-response,2,10914,0.0-2.0,SS1654095835525,6317.4,,stimuli/audio/music_intro.wav,40,,,,,,,,,,
,html-keyboard-response,3,13097,0.0-3.0,SS1654095835525,2181.3,,<p><img src=stimuli/intro/intro2.jpeg width ='1200' height = '667'></p>,93,,,,,,,,,,
,html-keyboard-response,4,13238,0.0-4.0,SS1654095835525,140.4000001,,<p><img src=stimuli/intro/intro3.jpeg width ='1200' height = '667'></p>,189,,,,,,,,,,
,html-keyboard-response,5,60101,0.0-5.0,SS1654095835525,46858.6,,<p><img src=stimuli/intro/intro4.jpeg width ='1200' height = '667'></p>,40,,,,,,,,,,
,html-keyboard-response,6,69517,0.0-6.0,SS1654095835525,9396.7,,<p><img src=stimuli/intro/intro5.jpeg width ='1200' height = '667'></p>,39,,,,,,,,,,
,html-keyboard-response,7,69569,0.0-7.0,SS1654095835525,51.39999998,,<p><img src=stimuli/intro/intro6.jpeg width ='1200' height = '667'></p>,40,,,,,,,,,,
,html-keyboard-response,8,72325,0.0-8.0,SS1654095835525,2751.6,,<p><img src=stimuli/intro/intro7.jpeg width ='1200' height = '667'></p>,40,,,,,,,,,,
,html-keyboard-response,9,78754,0.0-9.0,SS1654095835525,6422.5,,<p><img src=stimuli/intro/intro8.jpeg width ='1200' height = '667'></p>,40,,,,,,,,,,
,instructions,10,112254,0.0-10.0,SS1654095835525,33488.6,,,,"[{""page_index"":0,""viewing_time"":33488.39999997616}]",,,,,,,,,
,video-keyboard-response,11,130478,0.0-11.0,SS1654095835525,null,,"[""stimuli/images/calibration.mp4""]",null,,calibration,,,,,,,,
,video-keyboard-response,12,135142,0.0-12.0,SS1654095835525,null,,"[""stimuli/images/attngetter_quiet.mp4""]",null,,attention_getter,,,,,,,,
