success,trial_type,trial_index,time_elapsed,internal_node_id,subject,rt,responses,stimulus,key_press,view_history,stimulus_type,subject_num,condition_num,block_number,block_type,fam_duration,stimulus_displayed,response,question_order
TRUE,fullscreen,0,39386,0.0-0.0,SS1651865604978,,,,,,,,,,,,,,
,survey-text,1,69533,0.0-1.0,SS1651865604978,30142.5,"{""Age"":""316"",""Gender"":""F""}",,,,,,,,,,,,
,audio-keyboard-response,2,97235,0.0-2.0,SS1651865604978,27700.9,,stimuli/audio/music_intro.wav,40,,,,,,,,,,
,html-keyboard-response,3,100725,0.0-3.0,SS1651865604978,3489.1,,<p><img src=stimuli/intro/intro2.jpeg width ='1200' height = '667'></p>,40,,,,,,,,,,
,html-keyboard-response,4,169284,0.0-4.0,SS1651865604978,68559.1,,<p><img src=stimuli/intro/intro3.jpeg width ='1200' height = '667'></p>,39,,,,,,,,,,
,html-keyboard-response,5,197988,0.0-5.0,SS1651865604978,28703.9,,<p><img src=stimuli/intro/intro4.jpeg width ='1200' height = '667'></p>,40,,,,,,,,,,
,html-keyboard-response,6,212591,0.0-6.0,SS1651865604978,14602.3,,<p><img src=stimuli/intro/intro5.jpeg width ='1200' height = '667'></p>,40,,,,,,,,,,
,html-keyboard-response,7,219229,0.0-7.0,SS1651865604978,6637.8,,<p><img src=stimuli/intro/intro6.jpeg width ='1200' height = '667'></p>,40,,,,,,,,,,
,html-keyboard-response,8,232704,0.0-8.0,SS1651865604978,13474.7,,<p><img src=stimuli/intro/intro7.jpeg width ='1200' height = '667'></p>,40,,,,,,,,,,
,html-keyboard-response,9,252102,0.0-9.0,SS1651865604978,19397.1,,<p><img src=stimuli/intro/intro8.jpeg width ='1200' height = '667'></p>,40,,,,,,,,,,
,instructions,10,287904,0.0-10.0,SS1651865604978,35801.9,,,,"[{""page_index"":0,""viewing_time"":35801.5}]",,,,,,,,,
,video-keyboard-response,11,306093,0.0-11.0,SS1651865604978,null,,"[""stimuli/images/calibration.mp4""]",null,,calibration,,,,,,,,
,video-keyboard-response,12,310725,0.0-12.0,SS1651865604978,null,,"[""stimuli/images/attngetter_quiet.mp4""]",null,,attention_getter,,,,,,,,
,video-keyboard-response,13,371089,0.0-13.0,SS1651865604978,60341.1,,"[""stimuli/images/unity_stims/unitystims_006_Left_4fam_background_2_withmusic.mp4""]",40,,trial,2,3,1,background,4,stimuli/images/unity_stims/unitystims_006_Left_4fam_background_2_withmusic.mp4,,
,html-keyboard-response,14,371710,0.0-14.0,SS1651865604978,619.3,,"<p><img src=""stimuli/images/attngetter_blank.png""></p>",40,,between_block,,,,,,,,
,video-keyboard-response,15,376341,0.0-15.0,SS1651865604978,null,,"[""stimuli/images/attngetter_quiet.mp4""]",null,,attention_getter,,,,,,,,
,video-keyboard-response,16,436585,0.0-16.0,SS1651865604978,60238.1,,"[""stimuli/images/unity_stims/unitystims_005_Left_4fam_deviant_1_withmusic.mp4""]",40,,trial,2,3,2,deviant,4,stimuli/images/unity_stims/unitystims_005_Left_4fam_deviant_1_withmusic.mp4,,
,html-keyboard-response,17,437212,0.0-17.0,SS1651865604978,627,,"<p><img src=""stimuli/images/attngetter_blank.png""></p>",40,,between_block,,,,,,,,
,video-keyboard-response,18,441805,0.0-18.0,SS1651865604978,null,,"[""stimuli/images/attngetter_quiet.mp4""]",null,,attention_getter,,,,,,,,
,video-keyboard-response,19,490042,0.0-19.0,SS1651865604978,48236.5,,"[""stimuli/images/unity_stims/unitystims_003_Right_0fam_deviant_1_withmusic.mp4""]",40,,trial,2,3,3,deviant,0,stimuli/images/unity_stims/unitystims_003_Right_0fam_deviant_1_withmusic.mp4,,
,html-keyboard-response,20,494970,0.0-20.0,SS1651865604978,4927.7,,"<p><img src=""stimuli/images/attngetter_blank.png""></p>",40,,between_block,,,,,,,,
,video-keyboard-response,21,499597,0.0-21.0,SS1651865604978,null,,"[""stimuli/images/attngetter_quiet.mp4""]",null,,attention_getter,,,,,,,,
,video-keyboard-response,22,551624,0.0-22.0,SS1651865604978,52027.1,,"[""stimuli/images/unity_stims/unitystims_002_Left_8fam_background_2_withmusic.mp4""]",40,,trial,2,3,4,background,8,stimuli/images/unity_stims/unitystims_002_Left_8fam_background_2_withmusic.mp4,,
,html-keyboard-response,23,553221,0.0-23.0,SS1651865604978,1596.8,,"<p><img src=""stimuli/images/attngetter_blank.png""></p>",40,,between_block,,,,,,,,
,video-keyboard-response,24,557857,0.0-24.0,SS1651865604978,null,,"[""stimuli/images/attngetter_quiet.mp4""]",null,,attention_getter,,,,,,,,
,video-keyboard-response,25,588814,0.0-25.0,SS1651865604978,30955.9,,"[""stimuli/images/unity_stims/unitystims_001_Right_0fam_background_1_withmusic.mp4""]",40,,trial,2,3,5,background,0,stimuli/images/unity_stims/unitystims_001_Right_0fam_background_1_withmusic.mp4,,
,html-keyboard-response,26,594215,0.0-26.0,SS1651865604978,5400.7,,"<p><img src=""stimuli/images/attngetter_blank.png""></p>",40,,between_block,,,,,,,,
,video-keyboard-response,27,598816,0.0-27.0,SS1651865604978,null,,"[""stimuli/images/attngetter_quiet.mp4""]",null,,attention_getter,,,,,,,,
,video-keyboard-response,28,654672,0.0-28.0,SS1651865604978,55855.5,,"[""stimuli/images/unity_stims/unitystims_004_Right_8fam_deviant_2_withmusic.mp4""]",40,,trial,2,3,6,deviant,8,stimuli/images/unity_stims/unitystims_004_Right_8fam_deviant_2_withmusic.mp4,,
,video-keyboard-response,29,677791,0.0-29.0,SS1651865604978,null,,"[""stimuli/images/calibration_end.mp4""]",null,,calibration_end,,,,,,,,
,html-keyboard-response,30,821957,0.0-30.0,SS1651865604978,144168,,"<p><span style=""font-family: arial, helvetica, sans-serif; font-size: 48px; color: #993300;""> That's it! Thank you so much for your participation! </span></p>",91,,,,,,,,,,
,survey-multi-choice,31,840995,0.0-31.0,SS1651865604978,19037.1,,,,,,,,,,,,[object Object],0
