"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","rt","responses","stimulus","key_press","view_history","stimulus_type","subject_num","condition_num","block_number","block_type","fam_duration","stimulus_displayed","response","question_order"
"true","fullscreen","0","339019","0.0-0.0","SS1656003348178","","","","","","","","","","","","","",""
"","survey-text","1","363976","0.0-1.0","SS1656003348178","24949.599999964237","{""Age"":""310"",""Gender"":""M""}","","","","","","","","","","","",""
"","audio-keyboard-response","2","390479","0.0-2.0","SS1656003348178","26497.399999976158","","stimuli/audio/music_intro.wav","40","","","","","","","","","",""
"","html-keyboard-response","3","398050","0.0-3.0","SS1656003348178","7565.800000011921","","<p><img src=stimuli/intro/intro2.jpeg width ='1200' height = '667'></p>","40","","","","","","","","","",""
"","html-keyboard-response","4","451776","0.0-4.0","SS1656003348178","53723.89999997616","","<p><img src=stimuli/intro/intro3.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","5","467713","0.0-5.0","SS1656003348178","15936.600000023842","","<p><img src=stimuli/intro/intro4.jpeg width ='1200' height = '667'></p>","40","","","","","","","","","",""
"","html-keyboard-response","6","476891","0.0-6.0","SS1656003348178","9176.899999976158","","<p><img src=stimuli/intro/intro5.jpeg width ='1200' height = '667'></p>","40","","","","","","","","","",""
"","html-keyboard-response","7","486818","0.0-7.0","SS1656003348178","9926.599999964237","","<p><img src=stimuli/intro/intro6.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","8","487441","0.0-8.0","SS1656003348178","621.0999999642372","","<p><img src=stimuli/intro/intro7.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","9","492730","0.0-9.0","SS1656003348178","5287.5","","<p><img src=stimuli/intro/intro8.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","instructions","10","525922","0.0-10.0","SS1656003348178","33189.19999998808","","","","[{""page_index"":0,""viewing_time"":33188.89999997616}]","","","","","","","","",""
"","video-keyboard-response","11","544395","0.0-11.0","SS1656003348178","null","","[""stimuli/images/calibration.mp4""]","null","","calibration","","","","","","","",""
"","video-keyboard-response","12","549027","0.0-12.0","SS1656003348178","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","13","604591","0.0-13.0","SS1656003348178","55560.69999998808","","[""stimuli/images/unity_stims/unitystims_004_Right_4fam_background_1_withmusic_new.mp4""]","40","","trial","20","3","1","background","4","stimuli/images/unity_stims/unitystims_004_Right_4fam_background_1_withmusic_new.mp4","",""
"","html-keyboard-response","14","605121","0.0-14.0","SS1656003348178","528.8999999761581","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","40","","between_block","","","","","","","",""
"","video-keyboard-response","15","609728","0.0-15.0","SS1656003348178","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","16","662115","0.0-16.0","SS1656003348178","52383.89999997616","","[""stimuli/images/unity_stims/unitystims_003_Right_4fam_deviant_2_withmusic_new.mp4""]","39","","trial","20","3","2","deviant","4","stimuli/images/unity_stims/unitystims_003_Right_4fam_deviant_2_withmusic_new.mp4","",""
"","html-keyboard-response","17","662803","0.0-17.0","SS1656003348178","687.6000000238419","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","","","",""
"","video-keyboard-response","18","667428","0.0-18.0","SS1656003348178","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","19","695865","0.0-19.0","SS1656003348178","28436.100000023842","","[""stimuli/images/unity_stims/unitystims_002_Right_0fam_deviant_1_withmusic_new.mp4""]","39","","trial","20","3","3","deviant","0","stimuli/images/unity_stims/unitystims_002_Right_0fam_deviant_1_withmusic_new.mp4","",""
"","html-keyboard-response","20","697106","0.0-20.0","SS1656003348178","1239.699999988079","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","","","",""
"","video-keyboard-response","21","701728","0.0-21.0","SS1656003348178","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","22","756463","0.0-22.0","SS1656003348178","54733","","[""stimuli/images/unity_stims/unitystims_006_Left_8fam_background_1_withmusic_new.mp4""]","39","","trial","20","3","4","background","8","stimuli/images/unity_stims/unitystims_006_Left_8fam_background_1_withmusic_new.mp4","",""
"","html-keyboard-response","23","761525","0.0-23.0","SS1656003348178","5061.5","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","","","",""
"","video-keyboard-response","24","766130","0.0-24.0","SS1656003348178","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","25","790134","0.0-25.0","SS1656003348178","24002.69999998808","","[""stimuli/images/unity_stims/unitystims_005_Left_0fam_background_2_withmusic_new.mp4""]","39","","trial","20","3","5","background","0","stimuli/images/unity_stims/unitystims_005_Left_0fam_background_2_withmusic_new.mp4","",""
"","html-keyboard-response","26","792205","0.0-26.0","SS1656003348178","2070.300000011921","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","","","",""
"","video-keyboard-response","27","796864","0.0-27.0","SS1656003348178","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","28","850589","0.0-28.0","SS1656003348178","53723.39999997616","","[""stimuli/images/unity_stims/unitystims_001_Left_8fam_deviant_2_withmusic_new.mp4""]","39","","trial","20","3","6","deviant","8","stimuli/images/unity_stims/unitystims_001_Left_8fam_deviant_2_withmusic_new.mp4","",""
"","video-keyboard-response","29","873713","0.0-29.0","SS1656003348178","null","","[""stimuli/images/calibration_end.mp4""]","null","","calibration_end","","","","","","","",""
"","html-keyboard-response","30","881054","0.0-30.0","SS1656003348178","7340.900000035763","","<p><span style=""font-family: arial, helvetica, sans-serif; font-size: 48px; color: #993300;""> That's it! Thank you so much for your participation! </span></p>","39","","","","","","","","","",""
"","survey-multi-choice","31","909483","0.0-31.0","SS1656003348178","28425.100000023842","","","","","","","","","","","","[object Object]","0"
