"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","rt","responses","stimulus","key_press","view_history","stimulus_type","subject_num","condition_num","block_number","block_type","fam_duration","stimulus_displayed","response","question_order"
"true","fullscreen","0","2030","0.0-0.0","SS1654552778307","","","","","","","","","","","","","",""
"","survey-text","1","227719","0.0-1.0","SS1654552778307","225678.10000014305","{""Age"":""322"",""Gender"":""F""}","","","","","","","","","","","",""
"","audio-keyboard-response","2","251962","0.0-2.0","SS1654552778307","24240.900000095367","","stimuli/audio/music_intro.wav","39","","","","","","","","","",""
"","html-keyboard-response","3","256814","0.0-3.0","SS1654552778307","4851","","<p><img src=stimuli/intro/intro2.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","4","318598","0.0-4.0","SS1654552778307","61781","","<p><img src=stimuli/intro/intro3.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","5","336653","0.0-5.0","SS1654552778307","18054","","<p><img src=stimuli/intro/intro4.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","6","356659","0.0-6.0","SS1654552778307","20004.900000095367","","<p><img src=stimuli/intro/intro5.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","7","386898","0.0-7.0","SS1654552778307","30237.099999904633","","<p><img src=stimuli/intro/intro6.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","8","435062","0.0-8.0","SS1654552778307","48162.300000190735","","<p><img src=stimuli/intro/intro7.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","9","501361","0.0-9.0","SS1654552778307","66296","","<p><img src=stimuli/intro/intro8.jpeg width ='1200' height = '667'></p>","40","","","","","","","","","",""
"","instructions","10","503553","0.0-10.0","SS1654552778307","2191.5999999046326","","","","[{""page_index"":0,""viewing_time"":2191.2000000476837}]","","","","","","","","",""
"","video-keyboard-response","11","521869","0.0-11.0","SS1654552778307","null","","[""stimuli/images/calibration.mp4""]","null","","calibration","","","","","","","",""
"","video-keyboard-response","12","526572","0.0-12.0","SS1654552778307","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","13","550544","0.0-13.0","SS1654552778307","23968.400000095367","","[""stimuli/images/unity_stims/unitystims_001_Right_0fam_background_1_withmusic_new.mp4""]","40","","trial","12","1","1","background","0","stimuli/images/unity_stims/unitystims_001_Right_0fam_background_1_withmusic_new.mp4","",""
"","html-keyboard-response","14","551109","0.0-14.0","SS1654552778307","564.1000001430511","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","40","","between_block","","","","","","","",""
