success,trial_type,trial_index,time_elapsed,internal_node_id,subject,rt,responses,stimulus,key_press,view_history,stimulus_type,subject_num,condition_num,block_number,block_type,fam_duration,stimulus_displayed,response,question_order
TRUE,fullscreen,0,147452,0.0-0.0,SS1654178469973,,,,,,,,,,,,,,
,survey-text,1,174777,0.0-1.0,SS1654178469973,27317.1,"{""Age"":""320"",""Gender"":""M""}",,,,,,,,,,,,
,audio-keyboard-response,2,190265,0.0-2.0,SS1654178469973,15486.6,,stimuli/audio/music_intro.wav,40,,,,,,,,,,
,html-keyboard-response,3,191684,0.0-3.0,SS1654178469973,1417,,<p><img src=stimuli/intro/intro2.jpeg width ='1200' height = '667'></p>,91,,,,,,,,,,
,html-keyboard-response,4,401107,0.0-4.0,SS1654178469973,209424,,<p><img src=stimuli/intro/intro3.jpeg width ='1200' height = '667'></p>,40,,,,,,,,,,
,html-keyboard-response,5,423088,0.0-5.0,SS1654178469973,21979,,<p><img src=stimuli/intro/intro4.jpeg width ='1200' height = '667'></p>,40,,,,,,,,,,
,html-keyboard-response,6,430829,0.0-6.0,SS1654178469973,7740.4,,<p><img src=stimuli/intro/intro5.jpeg width ='1200' height = '667'></p>,40,,,,,,,,,,
,html-keyboard-response,7,431685,0.0-7.0,SS1654178469973,854.1999999,,<p><img src=stimuli/intro/intro6.jpeg width ='1200' height = '667'></p>,39,,,,,,,,,,
,html-keyboard-response,8,434295,0.0-8.0,SS1654178469973,2609.9,,<p><img src=stimuli/intro/intro7.jpeg width ='1200' height = '667'></p>,39,,,,,,,,,,
,html-keyboard-response,9,456409,0.0-9.0,SS1654178469973,22113.8,,<p><img src=stimuli/intro/intro8.jpeg width ='1200' height = '667'></p>,39,,,,,,,,,,
,instructions,10,489702,0.0-10.0,SS1654178469973,33292.6,,,,"[{""page_index"":0,""viewing_time"":33292.300000071526}]",,,,,,,,,
,video-keyboard-response,11,507956,0.0-11.0,SS1654178469973,null,,"[""stimuli/images/calibration.mp4""]",null,,calibration,,,,,,,,
,video-keyboard-response,12,512626,0.0-12.0,SS1654178469973,null,,"[""stimuli/images/attngetter_quiet.mp4""]",null,,attention_getter,,,,,,,,
,video-keyboard-response,13,570692,0.0-13.0,SS1654178469973,58064.5,,"[""stimuli/images/unity_stims/unitystims_003_Right_8fam_deviant_2_withmusic_new.mp4""]",40,,trial,7,6,1,deviant,8,stimuli/images/unity_stims/unitystims_003_Right_8fam_deviant_2_withmusic_new.mp4,,
,html-keyboard-response,14,572216,0.0-14.0,SS1654178469973,1523.6,,"<p><img src=""stimuli/images/attngetter_blank.png""></p>",40,,between_block,,,,,,,,
,video-keyboard-response,15,576886,0.0-15.0,SS1654178469973,null,,"[""stimuli/images/attngetter_quiet.mp4""]",null,,attention_getter,,,,,,,,
,video-keyboard-response,16,604525,0.0-16.0,SS1654178469973,27636.2,,"[""stimuli/images/unity_stims/unitystims_001_Right_0fam_background_1_withmusic_new.mp4""]",40,,trial,7,6,2,background,0,stimuli/images/unity_stims/unitystims_001_Right_0fam_background_1_withmusic_new.mp4,,
,html-keyboard-response,17,609204,0.0-17.0,SS1654178469973,4678.5,,"<p><img src=""stimuli/images/attngetter_blank.png""></p>",40,,between_block,,,,,,,,
,video-keyboard-response,18,613866,0.0-18.0,SS1654178469973,null,,"[""stimuli/images/attngetter_quiet.mp4""]",null,,attention_getter,,,,,,,,
,video-keyboard-response,19,659743,0.0-19.0,SS1654178469973,45875.6,,"[""stimuli/images/unity_stims/unitystims_002_Left_8fam_background_2_withmusic_new.mp4""]",40,,trial,7,6,3,background,8,stimuli/images/unity_stims/unitystims_002_Left_8fam_background_2_withmusic_new.mp4,,
,html-keyboard-response,20,664082,0.0-20.0,SS1654178469973,4339.5,,"<p><img src=""stimuli/images/attngetter_blank.png""></p>",40,,between_block,,,,,,,,
,video-keyboard-response,21,668737,0.0-21.0,SS1654178469973,null,,"[""stimuli/images/attngetter_quiet.mp4""]",null,,attention_getter,,,,,,,,
,video-keyboard-response,22,694997,0.0-22.0,SS1654178469973,26258.8,,"[""stimuli/images/unity_stims/unitystims_005_Left_0fam_deviant_2_withmusic_new.mp4""]",40,,trial,7,6,4,deviant,0,stimuli/images/unity_stims/unitystims_005_Left_0fam_deviant_2_withmusic_new.mp4,,
,html-keyboard-response,23,707506,0.0-23.0,SS1654178469973,12508.6,,"<p><img src=""stimuli/images/attngetter_blank.png""></p>",40,,between_block,,,,,,,,
,video-keyboard-response,24,712134,0.0-24.0,SS1654178469973,null,,"[""stimuli/images/attngetter_quiet.mp4""]",null,,attention_getter,,,,,,,,
,video-keyboard-response,25,742020,0.0-25.0,SS1654178469973,29884.6,,"[""stimuli/images/unity_stims/unitystims_006_Right_4fam_deviant_1_withmusic_new.mp4""]",40,,trial,7,6,5,deviant,4,stimuli/images/unity_stims/unitystims_006_Right_4fam_deviant_1_withmusic_new.mp4,,
,html-keyboard-response,26,745663,0.0-26.0,SS1654178469973,3643.1,,"<p><img src=""stimuli/images/attngetter_blank.png""></p>",40,,between_block,,,,,,,,
,video-keyboard-response,27,750327,0.0-27.0,SS1654178469973,null,,"[""stimuli/images/attngetter_quiet.mp4""]",null,,attention_getter,,,,,,,,
,video-keyboard-response,28,782838,0.0-28.0,SS1654178469973,32510.7,,"[""stimuli/images/unity_stims/unitystims_004_Left_4fam_background_1_withmusic_new.mp4""]",40,,trial,7,6,6,background,4,stimuli/images/unity_stims/unitystims_004_Left_4fam_background_1_withmusic_new.mp4,,
,video-keyboard-response,29,805983,0.0-29.0,SS1654178469973,null,,"[""stimuli/images/calibration_end.mp4""]",null,,calibration_end,,,,,,,,
,html-keyboard-response,30,823828,0.0-30.0,SS1654178469973,17843.6,,"<p><span style=""font-family: arial, helvetica, sans-serif; font-size: 48px; color: #993300;""> That's it! Thank you so much for your participation! </span></p>",40,,,,,,,,,,
,survey-multi-choice,31,838455,0.0-31.0,SS1654178469973,14624,,,,,,,,,,,,[object Object],0
