"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","rt","responses","stimulus","key_press","view_history","stimulus_type","subject_num","condition_num","block_number","block_type","fam_duration","stimulus_displayed","response","question_order"
"true","fullscreen","0","108304","0.0-0.0","SS1657122036193","","","","","","","","","","","","","",""
"","survey-text","1","123968","0.0-1.0","SS1657122036193","15633.100000000006","{""Age"":""308"",""Gender"":""F""}","","","","","","","","","","","",""
"","audio-keyboard-response","2","133599","0.0-2.0","SS1657122036193","9628.799999999974","","stimuli/audio/music_intro.wav","39","","","","","","","","","",""
"","html-keyboard-response","3","137504","0.0-3.0","SS1657122036193","3903.5","","<p><img src=stimuli/intro/intro2.jpeg width ='1200' height = '667'></p>","40","","","","","","","","","",""
"","html-keyboard-response","4","137574","0.0-4.0","SS1657122036193","70","","<p><img src=stimuli/intro/intro3.jpeg width ='1200' height = '667'></p>","38","","","","","","","","","",""
"","html-keyboard-response","5","227602","0.0-5.0","SS1657122036193","90027.10000000003","","<p><img src=stimuli/intro/intro4.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","6","244645","0.0-6.0","SS1657122036193","17042.5","","<p><img src=stimuli/intro/intro5.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","7","258004","0.0-7.0","SS1657122036193","13358.299999999988","","<p><img src=stimuli/intro/intro6.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","8","259019","0.0-8.0","SS1657122036193","1014.2000000000116","","<p><img src=stimuli/intro/intro7.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","9","330331","0.0-9.0","SS1657122036193","71311.79999999999","","<p><img src=stimuli/intro/intro8.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","instructions","10","349516","0.0-10.0","SS1657122036193","19183.399999999965","","","","[{""page_index"":0,""viewing_time"":19183.099999999977}]","","","","","","","","",""
"","video-keyboard-response","11","367731","0.0-11.0","SS1657122036193","null","","[""stimuli/images/calibration.mp4""]","null","","calibration","","","","","","","",""
"","video-keyboard-response","12","372362","0.0-12.0","SS1657122036193","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","13","410932","0.0-13.0","SS1657122036193","38567.29999999999","","[""stimuli/images/unity_stims/unitystims_001_Right_0fam_background_2_withmusic_new.mp4""]","40","","trial","21","1","1","background","0","stimuli/images/unity_stims/unitystims_001_Right_0fam_background_2_withmusic_new.mp4","",""
"","html-keyboard-response","14","411751","0.0-14.0","SS1657122036193","818.2000000000116","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","40","","between_block","","","","","","","",""
"","video-keyboard-response","15","416359","0.0-15.0","SS1657122036193","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","16","450948","0.0-16.0","SS1657122036193","34587.49999999994","","[""stimuli/images/unity_stims/unitystims_003_Right_0fam_deviant_2_withmusic_new.mp4""]","40","","trial","21","1","2","deviant","0","stimuli/images/unity_stims/unitystims_003_Right_0fam_deviant_2_withmusic_new.mp4","",""
"","html-keyboard-response","17","452684","0.0-17.0","SS1657122036193","1735.5","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","40","","between_block","","","","","","","",""
"","video-keyboard-response","18","457287","0.0-18.0","SS1657122036193","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","19","520283","0.0-19.0","SS1657122036193","62995.59999999998","","[""stimuli/images/unity_stims/unitystims_004_Right_8fam_deviant_1_withmusic_new.mp4""]","40","","trial","21","1","3","deviant","8","stimuli/images/unity_stims/unitystims_004_Right_8fam_deviant_1_withmusic_new.mp4","",""
"","html-keyboard-response","20","520983","0.0-20.0","SS1657122036193","699.4000000000233","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","40","","between_block","","","","","","","",""
"","video-keyboard-response","21","525614","0.0-21.0","SS1657122036193","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","22","575512","0.0-22.0","SS1657122036193","49896.69999999995","","[""stimuli/images/unity_stims/unitystims_006_Left_4fam_background_1_withmusic_new.mp4""]","40","","trial","21","1","4","background","4","stimuli/images/unity_stims/unitystims_006_Left_4fam_background_1_withmusic_new.mp4","",""
"","html-keyboard-response","23","581480","0.0-23.0","SS1657122036193","5967.199999999953","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","40","","between_block","","","","","","","",""
"","video-keyboard-response","24","586109","0.0-24.0","SS1657122036193","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","25","633952","0.0-25.0","SS1657122036193","47841.70000000007","","[""stimuli/images/unity_stims/unitystims_005_Left_8fam_background_2_withmusic_new.mp4""]","40","","trial","21","1","5","background","8","stimuli/images/unity_stims/unitystims_005_Left_8fam_background_2_withmusic_new.mp4","",""
"","html-keyboard-response","26","635394","0.0-26.0","SS1657122036193","1441.0999999999767","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","40","","between_block","","","","","","","",""
"","video-keyboard-response","27","640003","0.0-27.0","SS1657122036193","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","28","688334","0.0-28.0","SS1657122036193","48329.59999999998","","[""stimuli/images/unity_stims/unitystims_002_Left_4fam_deviant_1_withmusic_new.mp4""]","40","","trial","21","1","6","deviant","4","stimuli/images/unity_stims/unitystims_002_Left_4fam_deviant_1_withmusic_new.mp4","",""
"","video-keyboard-response","29","711465","0.0-29.0","SS1657122036193","null","","[""stimuli/images/calibration_end.mp4""]","null","","calibration_end","","","","","","","",""
"","html-keyboard-response","30","722912","0.0-30.0","SS1657122036193","11447","","<p><span style=""font-family: arial, helvetica, sans-serif; font-size: 48px; color: #993300;""> That's it! Thank you so much for your participation! </span></p>","40","","","","","","","","","",""
"","survey-multi-choice","31","738966","0.0-31.0","SS1657122036193","16052.5","","","","","","","","","","","","[object Object]","0"
