session_id,participant_id,status,started_datetime,completed_date_time,time_taken,age,num_approvals,num_rejections,prolific_score,reviewed_at_datetime,entered_code,Country of Birth,Current Country of Residence,Employment Status,First Language,Nationality,Sex,Student Status
6275458d8e735cdef240ca1f,6111239405a2c9f6bc9812a4,TIMED-OUT,58:09.3,,878154.0084,31,650,1,100,,,United States,United States,DATA EXPIRED,English,United States,Female,No
62755e70163f9c7bcdbcd4d2,611cf8c8a3b45b07bbacb120,APPROVED,44:22.2,50:06.4,344.184,36,66,3,95,24:35.8,3D699F4F,South Africa,South Africa,Full-Time,DATA EXPIRED,South Africa,Female,No
62759de43fcc66779510d591,61361d90a8de6cea2e087c59,APPROVED,15:04.7,18:18.4,193.626,29,34,1,99,17:31.2,3D699F4F,United Kingdom,United Kingdom,DATA EXPIRED,English,United Kingdom,Male,DATA EXPIRED
62763c1433fbedff82a2bd6c,612a736e7035ad7ceeef755e,TIMED-OUT,29:56.3,,815047.1022,27,12,1,92,,,Portugal,Portugal,Full-Time,Portuguese,Portugal,Female,No
6276a8f06164ba03094350b6,6131532c91b1750f51a9cb0a,APPROVED,14:30.7,19:33.4,302.684,19,59,0,100,17:53.8,3D699F4F,Poland,Poland,DATA EXPIRED,Polish,Poland,Male,DATA EXPIRED
6276b0ccadaa770fa1fc105f,61126b3c7a8cb8d2a08228e0,APPROVED,48:08.9,54:54.0,405.183,21,29,1,97,17:53.0,3D699F4F,Curacao,Netherlands,DATA EXPIRED,DATA EXPIRED,Netherlands,Female,DATA EXPIRED
6277ed477d7538fc0b55ff92,6136503d70302c9d1aa894f4,APPROVED,18:19.8,22:41.5,261.731,21,184,0,100,17:52.2,3D699F4F,Malaysia,United Kingdom,Part-Time,English,Malaysia,Female,Yes
62780a8262fcc9643f7ea3b8,6116eeb46c35447918e2e1f9,APPROVED,22:59.0,29:37.7,398.721,31,73,1,100,50:19.5,3D699F4F,Czech Republic,Czech Republic,Full-Time,Czech,Czech Republic,Male,No
6278a8cd163421fdec0918cb,6128e8bdf0c6e11c933bacdf,RETURNED,49:00.1,,655503.3655,21,14,1,99,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
6279380004d1bf4fd06f7699,60ff645c3331094ceffd3044,APPROVED,49:23.0,52:39.8,196.782,21,143,0,100,50:16.2,3D699F4F,United States,United States,Part-Time,English,United States,Female,Yes
627987a7452ee7e33968c1c9,611cea1f2ddfa44a43b61a0c,APPROVED,29:11.7,34:21.0,309.265,22,65,1,100,40:33.5,3D699F4F,South Africa,South Africa,DATA EXPIRED,DATA EXPIRED,South Africa,Female,Yes
627987f2c9c38b6859f861df,610712983bc34f461900ddc6,APPROVED,30:26.1,34:31.4,245.331,27,116,0,100,40:33.5,3D699F4F,Mexico,Mexico,Full-Time,Spanish,Mexico,Male,No
6279889f128cf8f279c93784,612537b2bd6b4a38f4e7f63a,APPROVED,33:19.1,41:50.4,511.355,32,120,3,99,40:33.6,3D699F4F,South Africa,South Africa,Unemployed (and job seeking),DATA EXPIRED,South Africa,Male,Yes
62798e3a3658c0d66a59862a,6109eb08329f8084a5d35d03,APPROVED,57:14.4,08:51.2,696.802,21,140,3,98,40:33.7,3D699F4F,Canada,Canada,Full-Time,English,Canada,Female,No
62798e75cb8e2136042d94c0,612f3bc5917400184d983bcf,APPROVED,58:13.9,07:18.7,544.784,27,40,1,100,40:33.7,3D699F4F,South Africa,South Africa,Full-Time,DATA EXPIRED,South Africa,Female,No
62798ea49898c9b75face08b,5c5f2a7a5b87820001c4fa2d,APPROVED,59:03.6,02:48.9,225.334,40,339,2,100,40:33.8,3D699F4F,United States,Denmark,Unemployed (and job seeking),DATA EXPIRED,United States,Female,No
62798f135a9ab75676c4787a,612bdd0a311cb8617431f770,APPROVED,00:59.8,07:19.1,379.253,31,57,1,99,40:33.8,3D699F4F,South Africa,South Africa,Full-Time,DATA EXPIRED,South Africa,Female,No
62798f57ca43c455a6062d98,612d54b792c80674acfa9f27,APPROVED,02:04.3,06:12.6,248.358,47,676,4,100,40:33.9,3D699F4F,United States,United States,DATA EXPIRED,English,United States,Male,DATA EXPIRED
62798ff752af7df110d96ea5,612660bd41354d9b450150ad,APPROVED,04:39.7,16:08.6,688.815,27,56,1,100,40:34.0,3D699F4F,Zimbabwe,South Africa,Full-Time,DATA EXPIRED,Zimbabwe,Male,No
6279907649714c26ea70334f,5ec6fb5376e1ca14198c2dd4,APPROVED,06:46.4,17:17.6,631.203,28,182,2,100,40:34.1,3D699F4F,Portugal,Portugal,Full-Time,Portuguese,Portugal,Male,No
62799519638cf94c1d5e4580,612383021976c4e2cac79581,APPROVED,26:33.3,37:30.7,657.432,25,67,0,100,40:34.2,3D699F4F,South Africa,South Africa,DATA EXPIRED,DATA EXPIRED,South Africa,Female,DATA EXPIRED
627998dc8218fe2b351f507b,59875893b24ef30001419ddb,RETURNED,42:36.2,,594687.4587,31,633,25,93,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62799beedf2accc3385f02bd,610c2c5431e82ab8ed0254df,APPROVED,55:48.5,03:24.7,456.138,32,88,1,99,40:34.2,3D699F4F,South Africa,South Africa,Full-Time,DATA EXPIRED,South Africa,Female,No
6279a151c0314022d8387789,610c2943177281258684f01e,TIMED-OUT,18:41.3,,592522.3933,29,34,2,98,,,South Africa,South Africa,DATA EXPIRED,DATA EXPIRED,South Africa,Female,Yes
6279a878b4e7ced3f805302e,61315b1ab3c739cc59d4840b,APPROVED,49:13.0,03:05.6,832.58,21,42,1,98,40:34.3,3D699F4F,South Africa,South Africa,Unemployed (and job seeking),DATA EXPIRED,South Africa,Male,Yes
6279a9df2636936411e73193,611f945235cd46054901eb7a,APPROVED,55:21.8,04:08.1,526.297,23,67,2,99,40:34.4,3D699F4F,South Africa,South Africa,DATA EXPIRED,DATA EXPIRED,South Africa,Female,Yes
6279c9662d0ffb0a88ae7e39,611e605f8acf7f120f3715e7,APPROVED,09:43.9,20:54.2,670.295,25,112,0,100,40:34.4,3D699F4F,Poland,Poland,Full-Time,Polish,Poland,Female,Yes
6279e8c37c697026fe8025b4,5f511bc85eceb72f75a11797,APPROVED,23:35.4,27:33.4,237.972,26,100,1,99,40:34.5,3D699F4F,France,Japan,Full-Time,French,France,Male,No
6279ec6dd754dcbf73b90a4b,60fd59a85fe37ebeca00bd18,APPROVED,39:09.3,48:40.9,571.61,26,55,0,100,40:34.6,3D699F4F,Argentina,Finland,"Not in paid work (e.g. homemaker', 'retired or disabled)",Spanish,Argentina,Female,No
6279ee42c6916837ce023bd6,611d4865288cf8dc5e2533d2,APPROVED,47:29.1,54:49.5,440.386,32,65,0,100,40:34.6,3D699F4F,South Africa,South Africa,DATA EXPIRED,Afrikaans,South Africa,Female,DATA EXPIRED
6279fcb74d6830e841c94db2,60fa8de06b4d98fa4621e303,APPROVED,48:41.9,52:45.7,243.748,25,51,1,100,40:34.7,3D699F4F,Poland,Poland,Full-Time,Polish,Poland,Male,Yes
6279ff1f6d624789c207f53c,61127832932c167c5ec1e0be,APPROVED,58:55.3,06:25.3,450.059,23,44,2,98,40:34.8,3D699F4F,Zimbabwe,South Africa,Unemployed (and job seeking),DATA EXPIRED,South Africa,Female,No
6279ff69aac800a37e5cb7f8,611fcf3b77c67107f7204ef3,APPROVED,00:14.6,09:12.5,537.881,23,62,0,100,40:34.9,3D699F4F,South Africa,South Africa,DATA EXPIRED,DATA EXPIRED,South Africa,Female,DATA EXPIRED
627a05ecf1acc6a667d4111e,61123a4cb41ebcdbdbde3aa6,APPROVED,28:03.0,35:30.9,447.943,22,27,0,100,40:35.0,3D699F4F,South Africa,South Africa,Other,DATA EXPIRED,South Africa,Female,Yes
627a09725b858203df4c08d2,60f32f4226cf00e90d5f7f2a,APPROVED,42:58.6,55:06.5,727.914,25,119,2,99,40:35.1,3D699F4F,Czech Republic,Czech Republic,Full-Time,Czech,Czech Republic,Male,No
627a0c35cf3f4c1a62ec4d5e,612e4052693c39ad35debf4f,APPROVED,54:51.1,00:42.7,351.562,32,85,1,100,40:35.1,3D699F4F,South Africa,South Africa,Full-Time,DATA EXPIRED,South Africa,Female,No
627a0f295570841db182dee7,5fbce1ea475c291c4527c995,TIMED-OUT,07:21.6,,564402.2704,22,115,2,98,,,Poland,Poland,Full-Time,Polish,Poland,Female,Yes
627a15419d807104e8489e80,6120adeebf46378aa7b24ed7,APPROVED,33:21.8,07:52.9,2071.112,24,51,0,100,40:35.2,3D699F4F,South Africa,South Africa,Unemployed (and job seeking),DATA EXPIRED,South Africa,Female,Yes
627a167beb2872792b3563ec,612ea926374f6bb3a45dd488,APPROVED,39:19.7,44:41.1,321.366,29,111,2,100,40:35.2,3D699F4F,South Africa,South Africa,Full-Time,DATA EXPIRED,South Africa,Female,No
627a31830c6ea798e047ce88,612688a93f07c0a8f01d22f5,APPROVED,34:01.9,42:13.7,491.72,22,63,2,98,40:35.3,3D699F4F,South Africa,South Africa,Full-Time,Afrikaans,South Africa,Male,Yes
627a36a6f03a6d0a69c3459a,61251c2fc253fd0b4be31eef,APPROVED,55:50.2,05:48.5,598.227,26,91,1,100,40:35.4,3D699F4F,South Africa,South Africa,Part-Time,DATA EXPIRED,South Africa,Male,Yes
627a47d7e17676d765ad06c5,611da333e7f3030dc1f78fcb,APPROVED,09:27.1,18:19.5,532.481,22,69,1,100,40:35.4,3D699F4F,South Africa,South Africa,Part-Time,Swahili,South Africa,Male,Yes
627a59d9c2d15bb9c8904f5f,6125373ae74110fa103c1201,APPROVED,26:05.2,31:48.2,343.03,28,103,1,100,40:35.5,3D699F4F,South Africa,South Africa,Full-Time,DATA EXPIRED,South Africa,Female,No
627a799fc59cc2cc4d5a7774,6112aa865f237cf99d0b0094,APPROVED,41:35.5,49:20.6,465.149,21,68,2,99,51:23.5,3D699F4F,South Africa,South Africa,Part-Time,DATA EXPIRED,South Africa,Male,Yes
627a7ccaa217bcabdc662bf0,60fd5ac8744452c6f69ee227,APPROVED,55:26.6,00:43.7,317.118,21,154,0,100,34:13.6,3D699F4F,France,Finland,Other,French,France,Female,Yes
627ab4691daff25b1b947567,6120d90a0d83120b87086355,APPROVED,52:35.1,58:32.9,357.806,45,63,1,100,20:50.0,3D699F4F,Portugal,Portugal,Full-Time,Portuguese,Portugal,Male,No
627b25c3ad7fae5044cfe24b,6132cc931d18eb3ce734accf,APPROVED,56:10.8,04:37.4,506.616,55,655,4,99,29:59.4,3D699F4F,United States,United States,Full-Time,English,United States,Male,No
627b4ad6a66d8ebc7fc31b35,6126a801ffe22c6279c923b2,APPROVED,34:22.2,42:37.0,494.837,22,31,0,100,29:57.7,3D699F4F,South Africa,South Africa,DATA EXPIRED,DATA EXPIRED,South Africa,Female,DATA EXPIRED
627bcb4768c27ea6c7b10a78,613248f1b5584edff3c5dfae,APPROVED,42:20.0,46:26.6,246.579,25,53,0,100,29:56.5,3D699F4F,France,France,Full-Time,French,France,Female,No
627bf13832c786c93a7b1eed,61307f2dc1954f2e8cf665ad,APPROVED,24:19.3,35:44.0,684.737,24,92,2,99,04:54.8,3D699F4F,South Africa,South Africa,DATA EXPIRED,DATA EXPIRED,South Africa,Male,No
627bf5665e6f91b8d1ba94b1,60fcb4c37208c8767dc9f29f,APPROVED,42:01.7,47:34.3,332.586,25,156,1,100,04:54.2,3D699F4F,United States,United States,DATA EXPIRED,English,United States,Female,DATA EXPIRED
627c0e57a9badbe6a74a8182,5e9f383061281c0c4c598dc9,APPROVED,28:27.4,33:16.0,288.539,23,390,2,100,42:42.7,3D699F4F,United Kingdom,United Kingdom,Full-Time,English,United Kingdom,Male,No
627c277349d26591e0cd0561,61312157816d5cf3ec8ca39f,APPROVED,15:35.4,12:16.6,61001.2,29,219,2,98,12:16.8,Manual Completion,United Kingdom,United Kingdom,Full-Time,English,United Kingdom,Female,No
627cac2cf80092078b962a2b,61262a5bc13139179a45c068,APPROVED,41:52.9,46:52.5,299.521,25,172,2,100,12:08.6,3D699F4F,Netherlands,Netherlands,Full-Time,Dutch,Netherlands,Female,No
627cc0d2e12d1bced74633f7,611d5724033dc55f912868b7,APPROVED,09:54.1,12:07.6,21733.526,22,24,0,100,12:07.8,Manual Completion,South Africa,South Africa,DATA EXPIRED,DATA EXPIRED,South Africa,Female,Yes
627cd29f4617a87268ad293e,6123f3cb7b956a84897292f4,APPROVED,26:10.0,33:46.9,456.862,26,24,0,100,12:04.3,3D699F4F,South Africa,South Africa,Unemployed (and job seeking),DATA EXPIRED,South Africa,Female,No
627cda7f8fa380ccc1b360f6,61365a1d7779870efe6bba6a,APPROVED,59:29.4,03:43.7,254.331,45,120,1,100,12:03.7,3D699F4F,United Kingdom,United Kingdom,Part-Time,English,United Kingdom,Female,No
627ce08f43fd00d44aceffce,613657ed35fb7a42e10522e8,APPROVED,25:27.5,35:17.2,589.722,34,72,1,100,12:02.9,3D699F4F,Germany,Germany,DATA EXPIRED,German,Germany,Female,No
627ce790e0972ba726c75592,6136590bcf60824380197771,APPROVED,55:16.4,59:27.6,251.147,30,177,0,100,12:01.4,3D699F4F,United Kingdom,United Kingdom,DATA EXPIRED,English,Ireland,Female,DATA EXPIRED
627d06d5ab608e12779426cb,611e3f753d4125b3d7086a59,APPROVED,08:37.6,13:43.9,306.308,21,20,0,100,12:00.0,3D699F4F,DATA EXPIRED,South Africa,DATA EXPIRED,DATA EXPIRED,South Africa,Female,DATA EXPIRED
627d17259ff96ebf8b295081,60410999fb894b08f5b08061,APPROVED,21:09.8,26:58.4,348.564,29,163,0,100,02:06.5,3D699F4F,Poland,Poland,Full-Time,Polish,Poland,Male,No
627d176f5b6c85344bc59219,611cb807922d0db4d7d5a3ac,APPROVED,22:15.7,33:39.9,684.274,23,86,0,100,02:05.3,3D699F4F,South Africa,South Africa,Unemployed (and job seeking),DATA EXPIRED,South Africa,Female,No
627d17865b6c85344bc5921a,5ebc24dce640930009f84985,APPROVED,19:52.0,24:29.5,277.49,31,365,2,99,02:07.5,3D699F4F,United Kingdom,United Kingdom,Full-Time,English,United Kingdom,Female,No
627d19a0f933c13c6d69c881,612bdb5290b04c59c0dc0e62,APPROVED,29:03.8,53:36.6,1472.753,21,86,1,99,02:08.8,3D699F4F,South Africa,South Africa,Full-Time,DATA EXPIRED,South Africa,Female,No
