"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","stimulus_type","trial_stimulus","key_press","minimum_viewing_duration","trial_looking_time","block_deviant","block_background","exposure_type","stimulus","block_number","block_type","stimulus_displayed","responses","question_order","math_correct_answer"
"[{""page_index"":0,""viewing_time"":21329}]","21330","instructions","0","21333","0.0-0.0","SS1619740197558","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":22668},{""page_index"":1,""viewing_time"":5824}]","28492","instructions","1","51827","0.0-1.0","SS1619740197558","instructions","","","","","","","","","","","","","",""
"","8209","sequential-stimulus-presentation-old","2","60542","0.0-2.0","SS1619740197558","","","40","500","8709","null","null","self_paced","","","","","","",""
"","11654","sequential-stimulus-presentation-old","3","72700","0.0-3.0","SS1619740197558","","","40","500","12154","null","null","self_paced","","","","","","",""
"[{""page_index"":0,""viewing_time"":17685}]","17685","instructions","4","90387","0.0-4.0","SS1619740197558","instructions","","","","","","","","","","","","","",""
"","492","sequential-stimulus-presentation-old","5","105883","0.0-5.0","SS1619740197558","","","40","500","992","null","null","forced_long","","","","","","",""
"","4571","sequential-stimulus-presentation-old","6","110955","0.0-6.0","SS1619740197558","","","40","500","5071","null","null","forced_long","","","","","","",""
"[{""page_index"":0,""viewing_time"":4429}]","4430","instructions","7","115386","0.0-7.0","SS1619740197558","instructions","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":14510},{""page_index"":1,""viewing_time"":59094},{""page_index"":2,""viewing_time"":7720},{""page_index"":3,""viewing_time"":1080},{""page_index"":4,""viewing_time"":1632}]","84036","instructions","8","199424","0.0-8.0","SS1619740197558","instructions","","","","","","","","","","","","","",""
"","null","html-keyboard-response","9","200668","0.0-9.0-0.0","SS1619740197558","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","",""
"","550","sequential-stimulus-presentation-old","10","201721","0.0-9.0-1.0","SS1619740197558","trial","","40","500","1050","images/stimuli/spore_stims/simple_15_A_b.gif","images/stimuli/spore_stims/simple_11_A_a.gif","forced_short","","0","simple_dissimilar","images/stimuli/spore_stims/simple_11_A_a.gif","","",""
"","null","html-keyboard-response","11","202654","0.0-9.0-0.1","SS1619740197558","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","",""
"","30099","sequential-stimulus-presentation-old","12","233257","0.0-9.0-1.1","SS1619740197558","trial","","40","500","30599","images/stimuli/spore_stims/simple_15_A_b.gif","images/stimuli/spore_stims/simple_11_A_a.gif","forced_short","","0","simple_dissimilar","images/stimuli/spore_stims/simple_11_A_a.gif","","",""
"","null","html-keyboard-response","13","234425","0.0-9.0-0.2","SS1619740197558","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","",""
"","9081","sequential-stimulus-presentation-old","14","244009","0.0-9.0-1.2","SS1619740197558","trial","","40","500","9581","images/stimuli/spore_stims/simple_15_A_b.gif","images/stimuli/spore_stims/simple_11_A_a.gif","forced_short","","0","simple_dissimilar","images/stimuli/spore_stims/simple_11_A_a.gif","","",""
"","null","html-keyboard-response","15","244898","0.0-9.0-0.3","SS1619740197558","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","",""
"","1584","sequential-stimulus-presentation-old","16","246984","0.0-9.0-1.3","SS1619740197558","trial","","40","500","2084","images/stimuli/spore_stims/simple_15_A_b.gif","images/stimuli/spore_stims/simple_11_A_a.gif","forced_short","","0","simple_dissimilar","images/stimuli/spore_stims/simple_11_A_a.gif","","",""
"","null","html-keyboard-response","17","247834","0.0-9.0-0.4","SS1619740197558","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","",""
"","3680","sequential-stimulus-presentation-old","18","252016","0.0-9.0-1.4","SS1619740197558","trial","","40","500","4180","images/stimuli/spore_stims/simple_15_A_b.gif","images/stimuli/spore_stims/simple_11_A_a.gif","forced_short","","0","simple_dissimilar","images/stimuli/spore_stims/simple_11_A_a.gif","","",""
"","6581","survey-multi-choice","19","258600","0.0-10.0","SS1619740197558","math_question","","","","","","","","","","","","{""Q0"":""14""}","[0]","14"
"","null","html-keyboard-response","20","259723","0.0-11.0-0.0","SS1619740197558","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","",""
"","3039","sequential-stimulus-presentation-old","21","263264","0.0-11.0-1.0","SS1619740197558","trial","","40","500","3539","images/stimuli/spore_stims/simple_10_A_a.gif","images/stimuli/spore_stims/simple_17_A_b.gif","self_paced","","1","simple_dissimilar","images/stimuli/spore_stims/simple_17_A_b.gif","","",""
"","null","html-keyboard-response","22","264507","0.0-11.0-0.1","SS1619740197558","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","",""
"","5192","sequential-stimulus-presentation-old","23","270200","0.0-11.0-1.1","SS1619740197558","trial","","40","500","5692","images/stimuli/spore_stims/simple_10_A_a.gif","images/stimuli/spore_stims/simple_17_A_b.gif","self_paced","","1","simple_dissimilar","images/stimuli/spore_stims/simple_17_A_b.gif","","",""
"","null","html-keyboard-response","24","271210","0.0-11.0-0.2","SS1619740197558","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","",""
"","4976","sequential-stimulus-presentation-old","25","276688","0.0-11.0-1.2","SS1619740197558","trial","","40","500","5476","images/stimuli/spore_stims/simple_10_A_a.gif","images/stimuli/spore_stims/simple_17_A_b.gif","self_paced","","1","simple_dissimilar","images/stimuli/spore_stims/simple_17_A_b.gif","","",""
"","null","html-keyboard-response","26","277716","0.0-11.0-0.3","SS1619740197558","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","",""
"","1150","sequential-stimulus-presentation-old","27","279368","0.0-11.0-1.3","SS1619740197558","trial","","40","500","1650","images/stimuli/spore_stims/simple_10_A_a.gif","images/stimuli/spore_stims/simple_17_A_b.gif","self_paced","","1","simple_dissimilar","images/stimuli/spore_stims/simple_17_A_b.gif","","",""
"","null","html-keyboard-response","28","280511","0.0-11.0-0.4","SS1619740197558","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","",""
"","753","sequential-stimulus-presentation-old","29","281768","0.0-11.0-1.4","SS1619740197558","trial","","40","500","1253","images/stimuli/spore_stims/simple_10_A_a.gif","images/stimuli/spore_stims/simple_17_A_b.gif","self_paced","","1","simple_dissimilar","images/stimuli/spore_stims/simple_17_A_b.gif","","",""
"","null","html-keyboard-response","30","282992","0.0-11.0-0.5","SS1619740197558","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","",""
"","186","sequential-stimulus-presentation-old","31","283679","0.0-11.0-1.5","SS1619740197558","trial","","40","500","686","images/stimuli/spore_stims/simple_10_A_a.gif","images/stimuli/spore_stims/simple_17_A_b.gif","self_paced","","1","simple_dissimilar","images/stimuli/spore_stims/simple_17_A_b.gif","","",""
"","5349","survey-multi-choice","32","289031","0.0-12.0","SS1619740197558","math_question","","","","","","","","","","","","{""Q0"":""13""}","[0]","13"
"","null","html-keyboard-response","33","290117","0.0-13.0-0.0","SS1619740197558","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","",""
"","2576","sequential-stimulus-presentation-old","34","307695","0.0-13.0-1.0","SS1619740197558","trial","","40","500","3076","images/stimuli/spore_stims/simple_05_A_b.gif","images/stimuli/spore_stims/simple_12_A_a.gif","forced_long","","2","simple_dissimilar","images/stimuli/spore_stims/simple_12_A_a.gif","","",""
