"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","stimulus_type","trial_stimulus","key_press","minimum_viewing_duration","trial_looking_time","block_deviant","block_background","exposure_type","stimulus","block_number","block_type","stimulus_displayed","responses","question_order","math_correct_answer","stimulus_left","stimulus_right"
"[{""page_index"":0,""viewing_time"":12345.46500000215}]","12346.03000000061","instructions","0","12351","0.0-0.0","SS1619740116547","","","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":70564.28000000233},{""page_index"":1,""viewing_time"":5203.204999997979}]","75767.68500000253","instructions","1","90136","0.0-1.0","SS1619740116547","instructions","","","","","","","","","","","","","","","",""
"","6054.86000000019","sequential-stimulus-presentation-old","2","96694","0.0-2.0","SS1619740116547","","","40","500","6554.86000000019","null","null","self_paced","","","","","","","","",""
"","4531.640000001062","sequential-stimulus-presentation-old","3","101731","0.0-3.0","SS1619740116547","","","40","500","5031.640000001062","null","null","self_paced","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":13363.209999999526}]","13363.41000000175","instructions","4","115095","0.0-4.0","SS1619740116547","instructions","","","","","","","","","","","","","","","",""
"","2361.525000000256","sequential-stimulus-presentation-old","5","132458","0.0-5.0","SS1619740116547","","","40","500","2861.525000000256","null","null","forced_long","","","","","","","","",""
"","3109.0150000018184","sequential-stimulus-presentation-old","6","136071","0.0-6.0","SS1619740116547","","","40","500","3609.0150000018184","null","null","forced_long","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":3269.3450000006123}]","3269.544999999198","instructions","7","139341","0.0-7.0","SS1619740116547","instructions","","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":6963.540000000648},{""page_index"":1,""viewing_time"":6446.410000000469},{""page_index"":2,""viewing_time"":4549.66499999864},{""page_index"":3,""viewing_time"":1156.1500000025262},{""page_index"":4,""viewing_time"":1850.3899999996065}]","20966.36000000217","instructions","8","160309","0.0-8.0","SS1619740116547","instructions","","","","","","","","","","","","","","","",""
"","null","html-keyboard-response","9","161370","0.0-9.0-0.0","SS1619740116547","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
