"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject"
"[{""page_index"":0,""viewing_time"":2251.5550000825897}]","2251.8150000832975","instructions","0","2252","0.0-0.0","SS1619742440992"
