"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","stimulus_type"
"[{""page_index"":0,""viewing_time"":23067.000000000004}]","23068","instructions","0","23072","0.0-0.0","SS1619739494284",""
"[{""page_index"":0,""viewing_time"":16158},{""page_index"":1,""viewing_time"":9570}]","25728","instructions","1","50809","0.0-1.0","SS1619739494284","instructions"
