"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","stimulus_type","trial_stimulus","key_press","minimum_viewing_duration","trial_looking_time","block_deviant","block_background","exposure_type","stimulus","block_number","block_type","stimulus_displayed","responses","question_order","math_correct_answer"
"[{""page_index"":0,""viewing_time"":4373.570000054315}]","4374.004999990575","instructions","0","4374","0.0-0.0","SS1619739931076","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":4869.115000008605},{""page_index"":1,""viewing_time"":4863.699999987148}]","9733.194999978878","instructions","1","16112","0.0-1.0","SS1619739931076","instructions","","","","","","","","","","","","","",""
"","4720.9550000261515","sequential-stimulus-presentation-old","2","21344","0.0-2.0","SS1619739931076","","","40","500","5220.9550000261515","null","null","self_paced","","","","","","",""
"","2785.065000061877","sequential-stimulus-presentation-old","3","24632","0.0-3.0","SS1619739931076","","","40","500","3285.065000061877","null","null","self_paced","","","","","","",""
"[{""page_index"":0,""viewing_time"":13207.754999981262}]","13208.259999984875","instructions","4","37841","0.0-4.0","SS1619739931076","instructions","","","","","","","","","","","","","",""
"","732.2550000390038","sequential-stimulus-presentation-old","5","53577","0.0-5.0","SS1619739931076","","","40","500","1232.2550000390038","null","null","forced_long","","","","","","",""
"","1048.1099999742582","sequential-stimulus-presentation-old","6","55135","0.0-6.0","SS1619739931076","","","40","500","1548.1099999742582","null","null","forced_long","","","","","","",""
"[{""page_index"":0,""viewing_time"":2789.4849999574944}]","2790.320000029169","instructions","7","57926","0.0-7.0","SS1619739931076","instructions","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":5422.294999938458},{""page_index"":1,""viewing_time"":10927.740000071935},{""page_index"":2,""viewing_time"":3048.6699999310076},{""page_index"":3,""viewing_time"":1609.984999988228},{""page_index"":4,""viewing_time"":1353.6600000225008}]","22362.835000036284","instructions","8","80291","0.0-8.0","SS1619739931076","instructions","","","","","","","","","","","","","",""
"","null","html-keyboard-response","9","81251","0.0-9.0-0.0","SS1619739931076","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","",""
"","888.9000000199303","sequential-stimulus-presentation-old","10","82652","0.0-9.0-1.0","SS1619739931076","trial","","40","500","1388.9000000199303","images/stimuli/spore_stims/complex_18_A_b.gif","images/stimuli/spore_stims/complex_05_A_a.gif","forced_short","","0","complex_dissimilar","images/stimuli/spore_stims/complex_05_A_a.gif","","",""
"","null","html-keyboard-response","11","83608","0.0-9.0-0.1","SS1619739931076","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","",""
"","29891.055000014603","sequential-stimulus-presentation-old","12","114010","0.0-9.0-1.1","SS1619739931076","trial","","40","500","30391.055000014603","images/stimuli/spore_stims/complex_18_A_b.gif","images/stimuli/spore_stims/complex_05_A_a.gif","forced_short","","0","complex_dissimilar","images/stimuli/spore_stims/complex_05_A_a.gif","","",""
"","null","html-keyboard-response","13","115217","0.0-9.0-0.2","SS1619739931076","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","",""
"","1475.0500000081956","sequential-stimulus-presentation-old","14","117197","0.0-9.0-1.2","SS1619739931076","trial","","40","500","1975.0500000081956","images/stimuli/spore_stims/complex_18_A_b.gif","images/stimuli/spore_stims/complex_05_A_a.gif","forced_short","","0","complex_dissimilar","images/stimuli/spore_stims/complex_05_A_a.gif","","",""
"","null","html-keyboard-response","15","118313","0.0-9.0-0.3","SS1619739931076","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","",""
"","4517.3199999844655","sequential-stimulus-presentation-old","16","123336","0.0-9.0-1.3","SS1619739931076","trial","","40","500","5017.3199999844655","images/stimuli/spore_stims/complex_18_A_b.gif","images/stimuli/spore_stims/complex_05_A_a.gif","forced_short","","0","complex_dissimilar","images/stimuli/spore_stims/complex_18_A_b.gif","","",""
"","null","html-keyboard-response","17","124619","0.0-9.0-0.4","SS1619739931076","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","",""
"","762.2749999864027","sequential-stimulus-presentation-old","18","125886","0.0-9.0-1.4","SS1619739931076","trial","","40","500","1262.2749999864027","images/stimuli/spore_stims/complex_18_A_b.gif","images/stimuli/spore_stims/complex_05_A_a.gif","forced_short","","0","complex_dissimilar","images/stimuli/spore_stims/complex_18_A_b.gif","","",""
"","null","html-keyboard-response","19","126728","0.0-9.0-0.5","SS1619739931076","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","",""
