"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","stimulus_type"
"[{""page_index"":0,""viewing_time"":15348.20000000036}]","15350.30000000188","instructions","0","15365","0.0-0.0","SS1619740130003",""
"[{""page_index"":0,""viewing_time"":5020.000000000437},{""page_index"":1,""viewing_time"":21287.399999997433}]","26309.6000000005","instructions","1","43687","0.0-1.0","SS1619740130003","instructions"
