subject,block_number,block_type,trial_number,item_type,trial_type,trial_complexity,item_id,rt,exposure_type,half,block_deviant_number,trial_type_index,first_dev_position,second_dev_position
SS1617819306516,11,complex_dissimilar,2,background,background,complex,complex_14_A,314.8349999974016,NA,second half,2,background,4,5
SS1617819306516,11,complex_dissimilar,3,background,background,complex,complex_14_A,357.63500000024214,NA,second half,2,background,4,5
SS1617819306516,11,complex_dissimilar,4,dissimilar deviant,deviant,complex,complex_15_A,669.674999997369,NA,second half,2,first_deviant,4,5
SS1617819306516,11,complex_dissimilar,5,dissimilar deviant,deviant,complex,complex_15_A,577.950000002631,NA,second half,2,second_deviant,4,5
SS1617819327581,0,complex_dissimilar,1,background,background,complex,complex_19_A,4309.42499999993,NA,first half,0,background,NA,NA
SS1617819327581,0,complex_dissimilar,2,background,background,complex,complex_19_A,4404.78000000029,NA,first half,0,background,NA,NA
SS1617819327581,0,complex_dissimilar,3,background,background,complex,complex_19_A,3741.704999999929,NA,first half,0,background,NA,NA
SS1617819327581,0,complex_dissimilar,4,background,background,complex,complex_19_A,3010.0049999996554,NA,first half,0,background,NA,NA
SS1617819327581,0,complex_dissimilar,5,background,background,complex,complex_19_A,3672.6849999999977,NA,first half,0,background,NA,NA
SS1617819327581,1,simple_dissimilar,1,background,background,simple,simple_20_A,2532.249999999738,NA,first half,1,background,5,NA
SS1617819327581,1,simple_dissimilar,2,background,background,simple,simple_20_A,1396.445000000298,NA,first half,1,background,5,NA
SS1617819327581,1,simple_dissimilar,3,background,background,simple,simple_20_A,1139.124999999709,NA,first half,1,background,5,NA
SS1617819327581,1,simple_dissimilar,4,background,background,simple,simple_20_A,957.5550000004296,NA,first half,1,background,5,NA
SS1617819327581,1,simple_dissimilar,5,dissimilar deviant,deviant,simple,simple_11_A,1913.2100000001665,NA,first half,1,first_deviant,5,NA
SS1617819327581,2,simple_dissimilar,1,background,background,simple,simple_17_A,1544.9100000000617,NA,first half,2,background,2,3
SS1617819327581,2,simple_dissimilar,2,dissimilar deviant,deviant,simple,simple_02_A,5628.254999999626,NA,first half,2,first_deviant,2,3
SS1617819327581,2,simple_dissimilar,3,dissimilar deviant,deviant,simple,simple_02_A,2254.364999999787,NA,first half,2,second_deviant,2,3
SS1617819327581,2,simple_dissimilar,4,background,background,simple,simple_17_A,3202.225000000006,NA,first half,2,background,2,3
SS1617819327581,2,simple_dissimilar,5,background,background,simple,simple_17_A,1054.765000000334,NA,first half,2,background,2,3
SS1617819327581,2,simple_dissimilar,6,background,background,simple,simple_17_A,1225.040000000241,NA,first half,2,background,2,3
SS1617819327581,3,complex_dissimilar,1,background,background,complex,complex_04_A,4168.685000000114,NA,first half,2,background,3,4
SS1617819327581,3,complex_dissimilar,2,background,background,complex,complex_04_A,1943.2250000000058,NA,first half,2,background,3,4
SS1617819327581,3,complex_dissimilar,3,dissimilar deviant,deviant,complex,complex_11_A,3269.8649999997288,NA,first half,2,first_deviant,3,4
