"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","stimulus_type"
"[{""page_index"":0,""viewing_time"":6231}]","6232","instructions","0","6237","0.0-0.0","SS1626381772315",""
"[{""page_index"":0,""viewing_time"":11931.999999999996},{""page_index"":1,""viewing_time"":4420}]","16352.999999999996","instructions","1","24597","0.0-1.0","SS1626381772315","instructions"
