"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","stimulus_type","trial_stimulus","key_press","minimum_viewing_duration","trial_looking_time","block_deviant","block_background","exposure_type","forced_exposure_time","stimulus","block_number","block_type","stimulus_displayed","responses","question_order","math_correct_answer","stimulus_left","stimulus_right"
"[{""page_index"":0,""viewing_time"":24401}]","24402","instructions","0","24407","0.0-0.0","SS1626382404830","","","","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":17552.000000000007},{""page_index"":1,""viewing_time"":4481.999999999993}]","22034","instructions","1","48445","0.0-1.0","SS1626382404830","instructions","","","","","","","","","","","","","","","","",""
"","9858","sequential-stimulus-presentation-old","2","58808","0.0-2.0","SS1626382404830","","","40","500","10358","null","null","self_paced","0","","","","","","","","",""
"","5957","sequential-stimulus-presentation-old","3","65269","0.0-3.0","SS1626382404830","","","40","500","6457","null","null","self_paced","0","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":29668}]","29668","instructions","4","94940","0.0-4.0","SS1626382404830","instructions","","","","","","","","","","","","","","","","",""
"","4150.000000000015","sequential-stimulus-presentation-old","5","99594","0.0-5.0","SS1626382404830","","","40","500","4650.000000000015","null","null","forced_short","500","","","","","","","","",""
"","2466.0000000000146","sequential-stimulus-presentation-old","6","102564","0.0-6.0","SS1626382404830","","","40","500","2966.0000000000146","null","null","forced_short","500","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":5911}]","5911","instructions","7","108477","0.0-7.0","SS1626382404830","instructions","","","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":14692},{""page_index"":1,""viewing_time"":19016},{""page_index"":2,""viewing_time"":7370},{""page_index"":3,""viewing_time"":2302},{""page_index"":4,""viewing_time"":1596}]","44976","instructions","8","153456","0.0-8.0","SS1626382404830","instructions","","","","","","","","","","","","","","","","",""
"","null","html-keyboard-response","9","154324","0.0-9.0-0.0","SS1626382404830","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","2687.999999999971","sequential-stimulus-presentation-old","10","157255","0.0-9.0-1.0","SS1626382404830","trial","","40","500","3187.999999999971","images/stimuli/spore_stims/complex_13_A_b.gif","images/stimuli/spore_stims/complex_14_A_b.gif","forced_short","240","","0","complex_dissimilar","images/stimuli/spore_stims/complex_14_A_b.gif","","","","",""
"","null","html-keyboard-response","11","158120","0.0-9.0-0.1","SS1626382404830","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","11225","sequential-stimulus-presentation-old","12","169849","0.0-9.0-1.1","SS1626382404830","trial","","40","500","11725","images/stimuli/spore_stims/complex_13_A_b.gif","images/stimuli/spore_stims/complex_14_A_b.gif","forced_short","240","","0","complex_dissimilar","images/stimuli/spore_stims/complex_14_A_b.gif","","","","",""
"","null","html-keyboard-response","13","170802","0.0-9.0-0.2","SS1626382404830","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","12461","sequential-stimulus-presentation-old","14","183768","0.0-9.0-1.2","SS1626382404830","trial","","40","500","12961","images/stimuli/spore_stims/complex_13_A_b.gif","images/stimuli/spore_stims/complex_14_A_b.gif","forced_short","240","","0","complex_dissimilar","images/stimuli/spore_stims/complex_14_A_b.gif","","","","",""
"","null","html-keyboard-response","15","185063","0.0-9.0-0.3","SS1626382404830","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","10510.99999999997","sequential-stimulus-presentation-old","16","196080","0.0-9.0-1.3","SS1626382404830","trial","","40","500","11010.99999999997","images/stimuli/spore_stims/complex_13_A_b.gif","images/stimuli/spore_stims/complex_14_A_b.gif","forced_short","240","","0","complex_dissimilar","images/stimuli/spore_stims/complex_14_A_b.gif","","","","",""
"","null","html-keyboard-response","17","196954","0.0-9.0-0.4","SS1626382404830","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","11889","sequential-stimulus-presentation-old","18","209348","0.0-9.0-1.4","SS1626382404830","trial","","40","500","12389","images/stimuli/spore_stims/complex_13_A_b.gif","images/stimuli/spore_stims/complex_14_A_b.gif","forced_short","240","","0","complex_dissimilar","images/stimuli/spore_stims/complex_14_A_b.gif","","","","",""
"","null","html-keyboard-response","19","210624","0.0-9.0-0.5","SS1626382404830","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","4144","sequential-stimulus-presentation-old","20","215273","0.0-9.0-1.5","SS1626382404830","trial","","40","500","4644","images/stimuli/spore_stims/complex_13_A_b.gif","images/stimuli/spore_stims/complex_14_A_b.gif","forced_short","240","","0","complex_dissimilar","images/stimuli/spore_stims/complex_14_A_b.gif","","","","",""
"","7132.999999999971","survey-multi-choice","21","222410","0.0-10.0","SS1626382404830","math_question","","","","","","","","","","","","","{""Q0"":""2""}","[0]","2","",""
"","null","html-keyboard-response","22","223360","0.0-11.0-0.0","SS1626382404830","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","2011.000000000029","sequential-stimulus-presentation-old","23","226324","0.0-11.0-1.0","SS1626382404830","trial","","40","500","2511.000000000029","images/stimuli/spore_stims/complex_05_A_b.gif","images/stimuli/spore_stims/complex_11_A_b.gif","forced_short","950","","1","complex_dissimilar","images/stimuli/spore_stims/complex_11_A_b.gif","","","","",""
"","null","html-keyboard-response","24","227219","0.0-11.0-0.1","SS1626382404830","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","12009.99999999997","sequential-stimulus-presentation-old","25","239734","0.0-11.0-1.1","SS1626382404830","trial","","40","500","12509.99999999997","images/stimuli/spore_stims/complex_05_A_b.gif","images/stimuli/spore_stims/complex_11_A_b.gif","forced_short","950","","1","complex_dissimilar","images/stimuli/spore_stims/complex_05_A_b.gif","","","","",""
"","null","html-keyboard-response","26","240659","0.0-11.0-0.2","SS1626382404830","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","7408","sequential-stimulus-presentation-old","27","248571","0.0-11.0-1.2","SS1626382404830","trial","","40","500","7908","images/stimuli/spore_stims/complex_05_A_b.gif","images/stimuli/spore_stims/complex_11_A_b.gif","forced_short","950","","1","complex_dissimilar","images/stimuli/spore_stims/complex_11_A_b.gif","","","","",""
"","null","html-keyboard-response","28","249622","0.0-11.0-0.3","SS1626382404830","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","6281.000000000029","sequential-stimulus-presentation-old","29","256408","0.0-11.0-1.3","SS1626382404830","trial","","40","500","6781.000000000029","images/stimuli/spore_stims/complex_05_A_b.gif","images/stimuli/spore_stims/complex_11_A_b.gif","forced_short","950","","1","complex_dissimilar","images/stimuli/spore_stims/complex_05_A_b.gif","","","","",""
"","6593","survey-multi-choice","30","263005","0.0-12.0","SS1626382404830","math_question","","","","","","","","","","","","","{""Q0"":""13""}","[0]","13","",""
"","null","html-keyboard-response","31","264089","0.0-13.0-0.0","SS1626382404830","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","2324","sequential-stimulus-presentation-old","32","267208","0.0-13.0-1.0","SS1626382404830","trial","","40","500","2824","images/stimuli/spore_stims/complex_06_A_a.gif","images/stimuli/spore_stims/complex_10_A_b.gif","forced_short","790","","2","complex_dissimilar","images/stimuli/spore_stims/complex_10_A_b.gif","","","","",""
"","null","html-keyboard-response","33","268153","0.0-13.0-0.1","SS1626382404830","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","20534","sequential-stimulus-presentation-old","34","289191","0.0-13.0-1.1","SS1626382404830","trial","","40","500","21034","images/stimuli/spore_stims/complex_06_A_a.gif","images/stimuli/spore_stims/complex_10_A_b.gif","forced_short","790","","2","complex_dissimilar","images/stimuli/spore_stims/complex_10_A_b.gif","","","","",""
"","null","html-keyboard-response","35","290017","0.0-13.0-0.2","SS1626382404830","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","4469.000000000058","sequential-stimulus-presentation-old","36","294990","0.0-13.0-1.2","SS1626382404830","trial","","40","500","4969.000000000058","images/stimuli/spore_stims/complex_06_A_a.gif","images/stimuli/spore_stims/complex_10_A_b.gif","forced_short","790","","2","complex_dissimilar","images/stimuli/spore_stims/complex_10_A_b.gif","","","","",""
