"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","stimulus_type"
"[{""page_index"":0,""viewing_time"":5218.800000000745}]","5221.5","instructions","0","5229","0.0-0.0","SS1626382089421",""
"[{""page_index"":0,""viewing_time"":7592.89999999851},{""page_index"":1,""viewing_time"":4967.699999999255}]","12563.199999999255","instructions","1","19803","0.0-1.0","SS1626382089421","instructions"
