"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","stimulus_type"
"[{""page_index"":0,""viewing_time"":4055.9000000059605}]","4066.7000000178814","instructions","0","4077","0.0-0.0","SS1626382325863",""
"[{""page_index"":0,""viewing_time"":2238.5999999940395},{""page_index"":1,""viewing_time"":1471.9000000059605}]","3712.2999999821186","instructions","1","9807","0.0-1.0","SS1626382325863","instructions"
