"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","stimulus_type","trial_stimulus","key_press","minimum_viewing_duration","trial_looking_time","block_deviant","block_background","exposure_type","forced_exposure_time","stimulus","block_number","block_type","stimulus_displayed","responses","question_order","math_correct_answer","stimulus_left","stimulus_right"
"[{""page_index"":0,""viewing_time"":80715.40000000596}]","80716.59999999404","instructions","0","80725","0.0-0.0","SS1626381466576","","","","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":2108.4000000059605},{""page_index"":1,""viewing_time"":8908.199999988079}]","11017","instructions","1","93747","0.0-1.0","SS1626381466576","instructions","","","","","","","","","","","","","","","","",""
"","234902.59999999404","sequential-stimulus-presentation-old","2","329161","0.0-2.0","SS1626381466576","","","40","500","235402.59999999404","null","null","self_paced","0","","","","","","","","",""
"","6225","sequential-stimulus-presentation-old","3","335899","0.0-3.0","SS1626381466576","","","40","500","6725","null","null","self_paced","0","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":378353.5}]","378355","instructions","4","714256","0.0-4.0","SS1626381466576","instructions","","","","","","","","","","","","","","","","",""
"","5165.0999999940395","sequential-stimulus-presentation-old","5","719935","0.0-5.0","SS1626381466576","","","40","500","5665.0999999940395","null","null","forced_short","500","","","","","","","","",""
"","2754.2999999821186","sequential-stimulus-presentation-old","6","723194","0.0-6.0","SS1626381466576","","","40","500","3254.2999999821186","null","null","forced_short","500","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":4506.899999976158}]","4507.199999988079","instructions","7","727702","0.0-7.0","SS1626381466576","instructions","","","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":16693.5},{""page_index"":1,""viewing_time"":10541.40000000596},{""page_index"":2,""viewing_time"":4722.5},{""page_index"":3,""viewing_time"":1343.9000000059605},{""page_index"":4,""viewing_time"":992.1999999880791}]","34293.90000000596","instructions","8","761998","0.0-8.0","SS1626381466576","instructions","","","","","","","","","","","","","","","","",""
"","null","html-keyboard-response","9","763261","0.0-9.0-0.0","SS1626381466576","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","3993.300000011921","sequential-stimulus-presentation-old","10","767922","0.0-9.0-1.0","SS1626381466576","trial","","40","500","4493.300000011921","images/stimuli/spore_stims/complex_07_A_b.gif","images/stimuli/spore_stims/complex_23_A_a.gif","forced_short","660","","0","complex_dissimilar","images/stimuli/spore_stims/complex_23_A_a.gif","","","","",""
"","null","html-keyboard-response","11","768788","0.0-9.0-0.1","SS1626381466576","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","94052.19999998808","sequential-stimulus-presentation-old","12","863346","0.0-9.0-1.1","SS1626381466576","trial","","40","500","94552.19999998808","images/stimuli/spore_stims/complex_07_A_b.gif","images/stimuli/spore_stims/complex_23_A_a.gif","forced_short","660","","0","complex_dissimilar","images/stimuli/spore_stims/complex_23_A_a.gif","","","","",""
"","null","html-keyboard-response","13","864227","0.0-9.0-0.2","SS1626381466576","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","4599.899999976158","sequential-stimulus-presentation-old","14","869336","0.0-9.0-1.2","SS1626381466576","trial","","40","500","5099.899999976158","images/stimuli/spore_stims/complex_07_A_b.gif","images/stimuli/spore_stims/complex_23_A_a.gif","forced_short","660","","0","complex_dissimilar","images/stimuli/spore_stims/complex_23_A_a.gif","","","","",""
"","null","html-keyboard-response","15","870150","0.0-9.0-0.3","SS1626381466576","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","2212.0999999940395","sequential-stimulus-presentation-old","16","872868","0.0-9.0-1.3","SS1626381466576","trial","","40","500","2712.0999999940395","images/stimuli/spore_stims/complex_07_A_b.gif","images/stimuli/spore_stims/complex_23_A_a.gif","forced_short","660","","0","complex_dissimilar","images/stimuli/spore_stims/complex_23_A_a.gif","","","","",""
"","null","html-keyboard-response","17","874116","0.0-9.0-0.4","SS1626381466576","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","3007.4000000059605","sequential-stimulus-presentation-old","18","877636","0.0-9.0-1.4","SS1626381466576","trial","","40","500","3507.4000000059605","images/stimuli/spore_stims/complex_07_A_b.gif","images/stimuli/spore_stims/complex_23_A_a.gif","forced_short","660","","0","complex_dissimilar","images/stimuli/spore_stims/complex_07_A_b.gif","","","","",""
"","4958.699999988079","survey-multi-choice","19","882604","0.0-10.0","SS1626381466576","math_question","","","","","","","","","","","","","{""Q0"":""11""}","[0]","11","",""
"","null","html-keyboard-response","20","883467","0.0-11.0-0.0","SS1626381466576","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","1604.7999999821186","sequential-stimulus-presentation-old","21","885239","0.0-11.0-1.0","SS1626381466576","trial","","40","500","2104.7999999821186","images/stimuli/spore_stims/complex_17_A_b.gif","images/stimuli/spore_stims/complex_23_A_b.gif","forced_short","150","","1","complex_dissimilar","images/stimuli/spore_stims/complex_23_A_b.gif","","","","",""
"","null","html-keyboard-response","22","886209","0.0-11.0-0.1","SS1626381466576","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","2275.699999988079","sequential-stimulus-presentation-old","23","888992","0.0-11.0-1.1","SS1626381466576","trial","","40","500","2775.699999988079","images/stimuli/spore_stims/complex_17_A_b.gif","images/stimuli/spore_stims/complex_23_A_b.gif","forced_short","150","","1","complex_dissimilar","images/stimuli/spore_stims/complex_17_A_b.gif","","","","",""
"","null","html-keyboard-response","24","889921","0.0-11.0-0.2","SS1626381466576","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","3971.5","sequential-stimulus-presentation-old","25","894399","0.0-11.0-1.2","SS1626381466576","trial","","40","500","4471.5","images/stimuli/spore_stims/complex_17_A_b.gif","images/stimuli/spore_stims/complex_23_A_b.gif","forced_short","150","","1","complex_dissimilar","images/stimuli/spore_stims/complex_17_A_b.gif","","","","",""
"","null","html-keyboard-response","26","895403","0.0-11.0-0.3","SS1626381466576","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","3108.5","sequential-stimulus-presentation-old","27","899601","0.0-11.0-1.3","SS1626381466576","trial","","40","500","3608.5","images/stimuli/spore_stims/complex_17_A_b.gif","images/stimuli/spore_stims/complex_23_A_b.gif","forced_short","150","","1","complex_dissimilar","images/stimuli/spore_stims/complex_23_A_b.gif","","","","",""
"","3136.9000000059605","survey-multi-choice","28","902742","0.0-12.0","SS1626381466576","math_question","","","","","","","","","","","","","{""Q0"":""15""}","[0]","15","",""
"","null","html-keyboard-response","29","903868","0.0-13.0-0.0","SS1626381466576","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","88520.70000001788","sequential-stimulus-presentation-old","30","992506","0.0-13.0-1.0","SS1626381466576","trial","","40","500","89020.70000001788","images/stimuli/spore_stims/complex_08_A_a.gif","images/stimuli/spore_stims/complex_04_A_b.gif","forced_short","110","","2","complex_dissimilar","images/stimuli/spore_stims/complex_04_A_b.gif","","","","",""
"","null","html-keyboard-response","31","993616","0.0-13.0-0.1","SS1626381466576","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","1557.2000000178814","sequential-stimulus-presentation-old","32","995680","0.0-13.0-1.1","SS1626381466576","trial","","40","500","2057.2000000178814","images/stimuli/spore_stims/complex_08_A_a.gif","images/stimuli/spore_stims/complex_04_A_b.gif","forced_short","110","","2","complex_dissimilar","images/stimuli/spore_stims/complex_04_A_b.gif","","","","",""
