"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","stimulus_type","trial_stimulus","key_press","minimum_viewing_duration","trial_looking_time","block_deviant","block_background","exposure_type","forced_exposure_time","stimulus","block_number","block_type","stimulus_displayed","responses","question_order","math_correct_answer","stimulus_left","stimulus_right"
"[{""page_index"":0,""viewing_time"":40537}]","40538","instructions","0","40542","0.0-0.0","SS1626382244031","","","","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":13354},{""page_index"":1,""viewing_time"":3961}]","17315","instructions","1","59865","0.0-1.0","SS1626382244031","instructions","","","","","","","","","","","","","","","","",""
"","4799","sequential-stimulus-presentation-old","2","65180","0.0-2.0","SS1626382244031","","","40","500","5299","null","null","self_paced","0","","","","","","","","",""
"","2120","sequential-stimulus-presentation-old","3","67811","0.0-3.0","SS1626382244031","","","40","500","2620","null","null","self_paced","0","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":12477}]","12477","instructions","4","80290","0.0-4.0","SS1626382244031","instructions","","","","","","","","","","","","","","","","",""
"","3218","sequential-stimulus-presentation-old","5","84021","0.0-5.0","SS1626382244031","","","40","500","3718","null","null","forced_short","500","","","","","","","","",""
"","1370","sequential-stimulus-presentation-old","6","85899","0.0-6.0","SS1626382244031","","","40","500","1870","null","null","forced_short","500","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":1887}]","1887","instructions","7","87789","0.0-7.0","SS1626382244031","instructions","","","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":5626},{""page_index"":1,""viewing_time"":9633},{""page_index"":2,""viewing_time"":2573},{""page_index"":3,""viewing_time"":1167},{""page_index"":4,""viewing_time"":1233}]","20233","instructions","8","108024","0.0-8.0","SS1626382244031","instructions","","","","","","","","","","","","","","","","",""
"","null","html-keyboard-response","9","109184","0.0-9.0-0.0","SS1626382244031","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","1691","sequential-stimulus-presentation-old","10","111032","0.0-9.0-1.0","SS1626382244031","trial","","40","500","2191","images/stimuli/spore_stims/complex_07_A_a.gif","images/stimuli/spore_stims/complex_15_A_a.gif","forced_short","150","","0","complex_dissimilar","images/stimuli/spore_stims/complex_15_A_a.gif","","","","",""
"","null","html-keyboard-response","11","111995","0.0-9.0-0.1","SS1626382244031","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","3128","sequential-stimulus-presentation-old","12","115640","0.0-9.0-1.1","SS1626382244031","trial","","40","500","3628","images/stimuli/spore_stims/complex_07_A_a.gif","images/stimuli/spore_stims/complex_15_A_a.gif","forced_short","150","","0","complex_dissimilar","images/stimuli/spore_stims/complex_15_A_a.gif","","","","",""
"","null","html-keyboard-response","13","116840","0.0-9.0-0.2","SS1626382244031","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
