"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","stimulus_type","trial_stimulus","key_press","minimum_viewing_duration","trial_looking_time","block_deviant","block_background","exposure_type","forced_exposure_time","stimulus","block_number","block_type","stimulus_displayed","responses","question_order","math_correct_answer","stimulus_left","stimulus_right"
"[{""page_index"":0,""viewing_time"":25960.700000047684}]","25962.700000047684","instructions","0","25967","0.0-0.0","SS1626381910918","","","","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":15540},{""page_index"":1,""viewing_time"":10171.400000035763}]","25711.80000001192","instructions","1","53686","0.0-1.0","SS1626381910918","instructions","","","","","","","","","","","","","","","","",""
"","9995.699999988079","sequential-stimulus-presentation-old","2","64187","0.0-2.0","SS1626381910918","","","40","500","10495.699999988079","null","null","self_paced","0","","","","","","","","",""
"","7203.900000035763","sequential-stimulus-presentation-old","3","71894","0.0-3.0","SS1626381910918","","","40","500","7703.900000035763","null","null","self_paced","0","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":12480.5}]","12480.899999976158","instructions","4","84376","0.0-4.0","SS1626381910918","instructions","","","","","","","","","","","","","","","","",""
"","5487","sequential-stimulus-presentation-old","5","90366","0.0-5.0","SS1626381910918","","","40","500","5987","null","null","forced_short","500","","","","","","","","",""
"","3752.399999976158","sequential-stimulus-presentation-old","6","94623","0.0-6.0","SS1626381910918","","","40","500","4252.399999976158","null","null","forced_short","500","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":4880.800000011921}]","4881.100000023842","instructions","7","99506","0.0-7.0","SS1626381910918","instructions","","","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":12303.699999988079},{""page_index"":1,""viewing_time"":12179.800000011921},{""page_index"":2,""viewing_time"":9866.099999964237},{""page_index"":3,""viewing_time"":2259.900000035763},{""page_index"":4,""viewing_time"":2267.899999976158}]","38877.89999997616","instructions","8","138389","0.0-8.0","SS1626381910918","instructions","","","","","","","","","","","","","","","","",""
"","null","html-keyboard-response","9","139609","0.0-9.0-0.0","SS1626381910918","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","4414.699999988079","sequential-stimulus-presentation-old","10","144551","0.0-9.0-1.0","SS1626381910918","trial","","40","500","4914.699999988079","images/stimuli/spore_stims/complex_23_A_b.gif","images/stimuli/spore_stims/complex_24_A_b.gif","forced_short","520","","0","complex_dissimilar","images/stimuli/spore_stims/complex_24_A_b.gif","","","","",""
"","null","html-keyboard-response","11","145812","0.0-9.0-0.1","SS1626381910918","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","23417.299999952316","sequential-stimulus-presentation-old","12","169734","0.0-9.0-1.1","SS1626381910918","trial","","40","500","23917.299999952316","images/stimuli/spore_stims/complex_23_A_b.gif","images/stimuli/spore_stims/complex_24_A_b.gif","forced_short","520","","0","complex_dissimilar","images/stimuli/spore_stims/complex_24_A_b.gif","","","","",""
"","null","html-keyboard-response","13","170640","0.0-9.0-0.2","SS1626381910918","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","16983.600000023842","sequential-stimulus-presentation-old","14","188128","0.0-9.0-1.2","SS1626381910918","trial","","40","500","17483.600000023842","images/stimuli/spore_stims/complex_23_A_b.gif","images/stimuli/spore_stims/complex_24_A_b.gif","forced_short","520","","0","complex_dissimilar","images/stimuli/spore_stims/complex_24_A_b.gif","","","","",""
"","null","html-keyboard-response","15","189431","0.0-9.0-0.3","SS1626381910918","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","11287.800000011921","sequential-stimulus-presentation-old","16","201224","0.0-9.0-1.3","SS1626381910918","trial","","40","500","11787.800000011921","images/stimuli/spore_stims/complex_23_A_b.gif","images/stimuli/spore_stims/complex_24_A_b.gif","forced_short","520","","0","complex_dissimilar","images/stimuli/spore_stims/complex_24_A_b.gif","","","","",""
"","null","html-keyboard-response","17","202254","0.0-9.0-0.4","SS1626381910918","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","14094.800000011921","sequential-stimulus-presentation-old","18","216855","0.0-9.0-1.4","SS1626381910918","trial","","40","500","14594.800000011921","images/stimuli/spore_stims/complex_23_A_b.gif","images/stimuli/spore_stims/complex_24_A_b.gif","forced_short","520","","0","complex_dissimilar","images/stimuli/spore_stims/complex_23_A_b.gif","","","","",""
"","3901.7000000476837","survey-multi-choice","19","220764","0.0-10.0","SS1626381910918","math_question","","","","","","","","","","","","","{""Q0"":""11""}","[0]","11","",""
"","null","html-keyboard-response","20","222044","0.0-11.0-0.0","SS1626381910918","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","2896.599999964237","sequential-stimulus-presentation-old","21","225269","0.0-11.0-1.0","SS1626381910918","trial","","40","500","3396.599999964237","images/stimuli/spore_stims/complex_22_A_b.gif","images/stimuli/spore_stims/complex_08_A_a.gif","forced_short","320","","1","complex_dissimilar","images/stimuli/spore_stims/complex_08_A_a.gif","","","","",""
"","null","html-keyboard-response","22","226177","0.0-11.0-0.1","SS1626381910918","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","13994.600000023842","sequential-stimulus-presentation-old","23","240681","0.0-11.0-1.1","SS1626381910918","trial","","40","500","14494.600000023842","images/stimuli/spore_stims/complex_22_A_b.gif","images/stimuli/spore_stims/complex_08_A_a.gif","forced_short","320","","1","complex_dissimilar","images/stimuli/spore_stims/complex_08_A_a.gif","","","","",""
"","null","html-keyboard-response","24","241736","0.0-11.0-0.2","SS1626381910918","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","13710.600000023842","sequential-stimulus-presentation-old","25","255952","0.0-11.0-1.2","SS1626381910918","trial","","40","500","14210.600000023842","images/stimuli/spore_stims/complex_22_A_b.gif","images/stimuli/spore_stims/complex_08_A_a.gif","forced_short","320","","1","complex_dissimilar","images/stimuli/spore_stims/complex_08_A_a.gif","","","","",""
