"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","stimulus_type","trial_stimulus","key_press","minimum_viewing_duration","trial_looking_time","block_deviant","block_background","exposure_type","forced_exposure_time","stimulus","block_number","block_type","stimulus_displayed","responses","question_order","math_correct_answer","stimulus_left","stimulus_right"
"[{""page_index"":0,""viewing_time"":21422.399999976158}]","21423.69999998808","instructions","0","21426","0.0-0.0","SS1626382223423","","","","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":17804.19999998808},{""page_index"":1,""viewing_time"":5608.900000035763}]","23413.899999976158","instructions","1","46854","0.0-1.0","SS1626382223423","instructions","","","","","","","","","","","","","","","","",""
"","9549.300000011921","sequential-stimulus-presentation-old","2","56918","0.0-2.0","SS1626382223423","","","40","500","10049.300000011921","null","null","self_paced","0","","","","","","","","",""
"","5618.599999964237","sequential-stimulus-presentation-old","3","63044","0.0-3.0","SS1626382223423","","","40","500","6118.599999964237","null","null","self_paced","0","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":13336}]","13336.900000035763","instructions","4","76382","0.0-4.0","SS1626382223423","instructions","","","","","","","","","","","","","","","","",""
"","25229","sequential-stimulus-presentation-old","5","102120","0.0-5.0","SS1626382223423","","","40","500","25729","null","null","forced_short","500","","","","","","","","",""
"","1325.9000000357628","sequential-stimulus-presentation-old","6","103959","0.0-6.0","SS1626382223423","","","40","500","1825.9000000357628","null","null","forced_short","500","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":3554.800000011921}]","3555.199999988079","instructions","7","107515","0.0-7.0","SS1626382223423","instructions","","","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":8422.5},{""page_index"":1,""viewing_time"":7933},{""page_index"":2,""viewing_time"":8064},{""page_index"":3,""viewing_time"":1804.800000011921},{""page_index"":4,""viewing_time"":1549.2999999523163}]","27774.19999998808","instructions","8","135291","0.0-8.0","SS1626382223423","instructions","","","","","","","","","","","","","","","","",""
"","null","html-keyboard-response","9","136545","0.0-9.0-0.0","SS1626382223423","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","2724.800000011921","sequential-stimulus-presentation-old","10","139407","0.0-9.0-1.0","SS1626382223423","trial","","40","500","3224.800000011921","images/stimuli/spore_stims/complex_13_A_a.gif","images/stimuli/spore_stims/complex_04_A_a.gif","forced_short","120","","0","complex_dissimilar","images/stimuli/spore_stims/complex_04_A_a.gif","","","","",""
"","null","html-keyboard-response","11","140661","0.0-9.0-0.1","SS1626382223423","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","6448.300000011921","sequential-stimulus-presentation-old","12","147614","0.0-9.0-1.1","SS1626382223423","trial","","40","500","6948.300000011921","images/stimuli/spore_stims/complex_13_A_a.gif","images/stimuli/spore_stims/complex_04_A_a.gif","forced_short","120","","0","complex_dissimilar","images/stimuli/spore_stims/complex_04_A_a.gif","","","","",""
"","null","html-keyboard-response","13","148487","0.0-9.0-0.2","SS1626382223423","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","5210.900000035763","sequential-stimulus-presentation-old","14","154214","0.0-9.0-1.2","SS1626382223423","trial","","40","500","5710.900000035763","images/stimuli/spore_stims/complex_13_A_a.gif","images/stimuli/spore_stims/complex_04_A_a.gif","forced_short","120","","0","complex_dissimilar","images/stimuli/spore_stims/complex_04_A_a.gif","","","","",""
"","null","html-keyboard-response","15","155213","0.0-9.0-0.3","SS1626382223423","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","934.6999999880791","sequential-stimulus-presentation-old","16","156659","0.0-9.0-1.3","SS1626382223423","trial","","40","500","1434.699999988079","images/stimuli/spore_stims/complex_13_A_a.gif","images/stimuli/spore_stims/complex_04_A_a.gif","forced_short","120","","0","complex_dissimilar","images/stimuli/spore_stims/complex_04_A_a.gif","","","","",""
"","6373.299999952316","survey-multi-choice","17","163037","0.0-10.0","SS1626382223423","math_question","","","","","","","","","","","","","{""Q0"":""12""}","[0]","12","",""
"","null","html-keyboard-response","18","164022","0.0-11.0-0.0","SS1626382223423","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
