"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","stimulus_type","trial_stimulus","key_press","minimum_viewing_duration","trial_looking_time","block_deviant","block_background","exposure_type","forced_exposure_time","stimulus","block_number","block_type","stimulus_displayed","responses","question_order","math_correct_answer","stimulus_left","stimulus_right"
"[{""page_index"":0,""viewing_time"":9292.5}]","9293","instructions","0","9294","0.0-0.0","SS1626382353111","","","","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":1877.6999999997206},{""page_index"":1,""viewing_time"":3335.8000000002794}]","5213.699999999721","instructions","1","16509","0.0-1.0","SS1626382353111","instructions","","","","","","","","","","","","","","","","",""
"","4363.600000000093","sequential-stimulus-presentation-old","2","21381","0.0-2.0","SS1626382353111","","","40","500","4863.600000000093","null","null","self_paced","0","","","","","","","","",""
"","5962.600000000093","sequential-stimulus-presentation-old","3","27846","0.0-3.0","SS1626382353111","","","40","500","6462.600000000093","null","null","self_paced","0","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":840.2999999998137}]","840.3999999999069","instructions","4","28687","0.0-4.0","SS1626382353111","instructions","","","","","","","","","","","","","","","","",""
"","2362.399999999907","sequential-stimulus-presentation-old","5","31551","0.0-5.0","SS1626382353111","","","40","500","2862.399999999907","null","null","forced_short","500","","","","","","","","",""
"","2127.100000000093","sequential-stimulus-presentation-old","6","34191","0.0-6.0","SS1626382353111","","","40","500","2627.100000000093","null","null","forced_short","500","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":831.7999999998137}]","831.7999999998137","instructions","7","35023","0.0-7.0","SS1626382353111","instructions","","","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":463.5},{""page_index"":1,""viewing_time"":2951.5},{""page_index"":2,""viewing_time"":976.7999999998137},{""page_index"":3,""viewing_time"":943.3000000002794},{""page_index"":4,""viewing_time"":1152.6000000000931}]","6487.700000000186","instructions","8","41511","0.0-8.0","SS1626382353111","instructions","","","","","","","","","","","","","","","","",""
"","null","html-keyboard-response","9","42383","0.0-9.0-0.0","SS1626382353111","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","229.60000000009313","sequential-stimulus-presentation-old","10","43495","0.0-9.0-1.0","SS1626382353111","trial","","40","500","729.6000000000931","images/stimuli/spore_stims/complex_03_A_a.gif","images/stimuli/spore_stims/complex_01_A_a.gif","forced_short","880","","0","complex_dissimilar","images/stimuli/spore_stims/complex_01_A_a.gif","","","","",""
"","null","html-keyboard-response","11","44324","0.0-9.0-0.1","SS1626382353111","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","1446.2999999998137","sequential-stimulus-presentation-old","12","46271","0.0-9.0-1.1","SS1626382353111","trial","","40","500","1946.2999999998137","images/stimuli/spore_stims/complex_03_A_a.gif","images/stimuli/spore_stims/complex_01_A_a.gif","forced_short","880","","0","complex_dissimilar","images/stimuli/spore_stims/complex_01_A_a.gif","","","","",""
"","null","html-keyboard-response","13","47213","0.0-9.0-0.2","SS1626382353111","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","612.7000000001863","sequential-stimulus-presentation-old","14","48327","0.0-9.0-1.2","SS1626382353111","trial","","40","500","1112.7000000001863","images/stimuli/spore_stims/complex_03_A_a.gif","images/stimuli/spore_stims/complex_01_A_a.gif","forced_short","880","","0","complex_dissimilar","images/stimuli/spore_stims/complex_01_A_a.gif","","","","",""
"","null","html-keyboard-response","15","49187","0.0-9.0-0.3","SS1626382353111","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","692.5","sequential-stimulus-presentation-old","16","50384","0.0-9.0-1.3","SS1626382353111","trial","","40","500","1192.5","images/stimuli/spore_stims/complex_03_A_a.gif","images/stimuli/spore_stims/complex_01_A_a.gif","forced_short","880","","0","complex_dissimilar","images/stimuli/spore_stims/complex_01_A_a.gif","","","","",""
"","6143.5","survey-multi-choice","17","56529","0.0-10.0","SS1626382353111","math_question","","","","","","","","","","","","","{""Q0"":""17""}","[0]","17","",""
"","null","html-keyboard-response","18","57713","0.0-11.0-0.0","SS1626382353111","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","415.70000000018626","sequential-stimulus-presentation-old","19","58488","0.0-11.0-1.0","SS1626382353111","trial","","40","500","915.7000000001863","images/stimuli/spore_stims/complex_20_A_b.gif","images/stimuli/spore_stims/complex_20_A_a.gif","forced_short","350","","1","complex_dissimilar","images/stimuli/spore_stims/complex_20_A_a.gif","","","","",""
"","null","html-keyboard-response","20","59551","0.0-11.0-0.1","SS1626382353111","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","1474.2000000001863","sequential-stimulus-presentation-old","21","61528","0.0-11.0-1.1","SS1626382353111","trial","","40","500","1974.2000000001863","images/stimuli/spore_stims/complex_20_A_b.gif","images/stimuli/spore_stims/complex_20_A_a.gif","forced_short","350","","1","complex_dissimilar","images/stimuli/spore_stims/complex_20_A_b.gif","","","","",""
"","null","html-keyboard-response","22","62411","0.0-11.0-0.2","SS1626382353111","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","343.5","sequential-stimulus-presentation-old","23","63264","0.0-11.0-1.2","SS1626382353111","trial","","40","500","843.5","images/stimuli/spore_stims/complex_20_A_b.gif","images/stimuli/spore_stims/complex_20_A_a.gif","forced_short","350","","1","complex_dissimilar","images/stimuli/spore_stims/complex_20_A_b.gif","","","","",""
