"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","stimulus_type","trial_stimulus","key_press","minimum_viewing_duration","trial_looking_time","block_deviant","block_background","exposure_type","forced_exposure_time","stimulus","block_number","block_type","stimulus_displayed","responses","question_order","math_correct_answer","stimulus_left","stimulus_right"
"[{""page_index"":0,""viewing_time"":1888.4000000059605}]","1888.699999988079","instructions","0","1890","0.0-0.0","SS1626382482241","","","","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":2597.7000000178814},{""page_index"":1,""viewing_time"":3039.2999999821186}]","5637.200000017881","instructions","1","9529","0.0-1.0","SS1626382482241","instructions","","","","","","","","","","","","","","","","",""
"","3641.899999976158","sequential-stimulus-presentation-old","2","13675","0.0-2.0","SS1626382482241","","","40","500","4141.899999976158","null","null","self_paced","0","","","","","","","","",""
"","2088.199999988079","sequential-stimulus-presentation-old","3","16266","0.0-3.0","SS1626382482241","","","40","500","2588.199999988079","null","null","self_paced","0","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":17235}]","17235.19999998808","instructions","4","33502","0.0-4.0","SS1626382482241","instructions","","","","","","","","","","","","","","","","",""
"","1678.0999999940395","sequential-stimulus-presentation-old","5","35682","0.0-5.0","SS1626382482241","","","40","500","2178.0999999940395","null","null","forced_short","500","","","","","","","","",""
"","879.0999999940395","sequential-stimulus-presentation-old","6","37063","0.0-6.0","SS1626382482241","","","40","500","1379.0999999940395","null","null","forced_short","500","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":2300.800000011921}]","2301","instructions","7","39365","0.0-7.0","SS1626382482241","instructions","","","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":5079.0999999940395},{""page_index"":1,""viewing_time"":5645.0999999940395},{""page_index"":2,""viewing_time"":5341},{""page_index"":3,""viewing_time"":787.8000000119209},{""page_index"":4,""viewing_time"":614.0999999940395}]","17467.399999976158","instructions","8","56833","0.0-8.0","SS1626382482241","instructions","","","","","","","","","","","","","","","","",""
"","null","html-keyboard-response","9","57921","0.0-9.0-0.0","SS1626382482241","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","1778.8999999761581","sequential-stimulus-presentation-old","10","60453","0.0-9.0-1.0","SS1626382482241","trial","","40","500","2278.899999976158","images/stimuli/spore_stims/complex_09_A_a.gif","images/stimuli/spore_stims/complex_05_A_b.gif","forced_short","750","","0","complex_dissimilar","images/stimuli/spore_stims/complex_05_A_b.gif","","","","",""
"","null","html-keyboard-response","11","61452","0.0-9.0-0.1","SS1626382482241","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","7683.0999999940395","sequential-stimulus-presentation-old","12","69638","0.0-9.0-1.1","SS1626382482241","trial","","40","500","8183.0999999940395","images/stimuli/spore_stims/complex_09_A_a.gif","images/stimuli/spore_stims/complex_05_A_b.gif","forced_short","750","","0","complex_dissimilar","images/stimuli/spore_stims/complex_05_A_b.gif","","","","",""
"","null","html-keyboard-response","13","70669","0.0-9.0-0.2","SS1626382482241","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","11354.59999999404","sequential-stimulus-presentation-old","14","82525","0.0-9.0-1.2","SS1626382482241","trial","","40","500","11854.59999999404","images/stimuli/spore_stims/complex_09_A_a.gif","images/stimuli/spore_stims/complex_05_A_b.gif","forced_short","750","","0","complex_dissimilar","images/stimuli/spore_stims/complex_05_A_b.gif","","","","",""
"","null","html-keyboard-response","15","83508","0.0-9.0-0.3","SS1626382482241","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","3242.5","sequential-stimulus-presentation-old","16","87253","0.0-9.0-1.3","SS1626382482241","trial","","40","500","3742.5","images/stimuli/spore_stims/complex_09_A_a.gif","images/stimuli/spore_stims/complex_05_A_b.gif","forced_short","750","","0","complex_dissimilar","images/stimuli/spore_stims/complex_05_A_b.gif","","","","",""
"","2258.2000000178814","survey-multi-choice","17","89513","0.0-10.0","SS1626382482241","math_question","","","","","","","","","","","","","{""Q0"":""16""}","[0]","16","",""
"","null","html-keyboard-response","18","90613","0.0-11.0-0.0","SS1626382482241","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","1193.8999999761581","sequential-stimulus-presentation-old","19","92119","0.0-11.0-1.0","SS1626382482241","trial","","40","500","1693.8999999761581","images/stimuli/spore_stims/complex_23_A_b.gif","images/stimuli/spore_stims/complex_08_A_b.gif","forced_short","310","","1","complex_dissimilar","images/stimuli/spore_stims/complex_08_A_b.gif","","","","",""
"","null","html-keyboard-response","20","93416","0.0-11.0-0.1","SS1626382482241","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
