"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","stimulus_type","trial_stimulus","key_press","minimum_viewing_duration","trial_looking_time","block_deviant","block_background","exposure_type","forced_exposure_time","stimulus","block_number","block_type","stimulus_displayed","responses","question_order","math_correct_answer","stimulus_left","stimulus_right"
"[{""page_index"":0,""viewing_time"":4693.29999999993}]","4694.400000000023","instructions","0","4696","0.0-0.0","SS1626383256220","","","","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":1720.5999999999767},{""page_index"":1,""viewing_time"":1477.8000000000466}]","3198.79999999993","instructions","1","9913","0.0-1.0","SS1626383256220","instructions","","","","","","","","","","","","","","","","",""
"","1947","sequential-stimulus-presentation-old","2","12369","0.0-2.0","SS1626383256220","","","40","500","2447","null","null","self_paced","0","","","","","","","","",""
"","22975.699999999953","sequential-stimulus-presentation-old","3","35849","0.0-3.0","SS1626383256220","","","40","500","23475.699999999953","null","null","self_paced","0","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":7784.5}]","7785","instructions","4","43635","0.0-4.0","SS1626383256220","instructions","","","","","","","","","","","","","","","","",""
"","23124.099999999977","sequential-stimulus-presentation-old","5","67284","0.0-5.0","SS1626383256220","","","40","500","23624.099999999977","null","null","forced_short","500","","","","","","","","",""
"","18786.900000000023","sequential-stimulus-presentation-old","6","86578","0.0-6.0","SS1626383256220","","","40","500","19286.900000000023","null","null","forced_short","500","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":7296.900000000023}]","7297.300000000047","instructions","7","93877","0.0-7.0","SS1626383256220","instructions","","","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":12101.699999999953},{""page_index"":1,""viewing_time"":10953.20000000007},{""page_index"":2,""viewing_time"":10720.79999999993},{""page_index"":3,""viewing_time"":2535.3000000000466},{""page_index"":4,""viewing_time"":2264.79999999993}]","38576.19999999995","instructions","8","132454","0.0-8.0","SS1626383256220","instructions","","","","","","","","","","","","","","","","",""
"","null","html-keyboard-response","9","133361","0.0-9.0-0.0","SS1626383256220","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","17301.70000000007","sequential-stimulus-presentation-old","10","151370","0.0-9.0-1.0","SS1626383256220","trial","","40","500","17801.70000000007","images/stimuli/spore_stims/complex_04_A_b.gif","images/stimuli/spore_stims/complex_18_A_a.gif","forced_short","700","","0","complex_dissimilar","images/stimuli/spore_stims/complex_18_A_a.gif","","","","",""
