"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","stimulus_type","trial_stimulus","key_press","minimum_viewing_duration","trial_looking_time","block_deviant","block_background","exposure_type","forced_exposure_time","stimulus","block_number","block_type","stimulus_displayed","responses","question_order","math_correct_answer","stimulus_left","stimulus_right"
"[{""page_index"":0,""viewing_time"":2547.265000000152}]","2547.8750000002037","instructions","0","2550","0.0-0.0","SS1626382106439","","","","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":1254.609999999957},{""page_index"":1,""viewing_time"":1365.4150000002119}]","2620.3650000006746","instructions","1","7173","0.0-1.0","SS1626382106439","instructions","","","","","","","","","","","","","","","","",""
"","1576.9399999999223","sequential-stimulus-presentation-old","2","9254","0.0-2.0","SS1626382106439","","","40","500","2076.9399999999223","null","null","self_paced","0","","","","","","","","",""
"","5941.139999999905","sequential-stimulus-presentation-old","3","15700","0.0-3.0","SS1626382106439","","","40","500","6441.139999999905","null","null","self_paced","0","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":8570.579999999609}]","8571.084999999584","instructions","4","24276","0.0-4.0","SS1626382106439","instructions","","","","","","","","","","","","","","","","",""
"","2778.2250000000204","sequential-stimulus-presentation-old","5","27558","0.0-5.0","SS1626382106439","","","40","500","3278.2250000000204","null","null","forced_short","500","","","","","","","","",""
"","349.025000000438","sequential-stimulus-presentation-old","6","28411","0.0-6.0","SS1626382106439","","","40","500","849.025000000438","null","null","forced_short","500","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":4010.8600000003207}]","4011.2000000008265","instructions","7","32424","0.0-7.0","SS1626382106439","instructions","","","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":4060.2549999994153},{""page_index"":1,""viewing_time"":4172.595000000001},{""page_index"":2,""viewing_time"":2307.1450000006735},{""page_index"":3,""viewing_time"":1025.3050000001167},{""page_index"":4,""viewing_time"":1017.8949999999531}]","12583.644999999706","instructions","8","45010","0.0-8.0","SS1626382106439","instructions","","","","","","","","","","","","","","","","",""
"","null","html-keyboard-response","9","46315","0.0-9.0-0.0","SS1626382106439","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","180.05499999980384","sequential-stimulus-presentation-old","10","46865","0.0-9.0-1.0","SS1626382106439","trial","","40","500","680.0549999998038","images/stimuli/spore_stims/complex_08_A_a.gif","images/stimuli/spore_stims/complex_23_A_b.gif","forced_short","360","","0","complex_dissimilar","images/stimuli/spore_stims/complex_23_A_b.gif","","","","",""
"","null","html-keyboard-response","11","47855","0.0-9.0-0.1","SS1626382106439","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","6278.850000000617","sequential-stimulus-presentation-old","12","54641","0.0-9.0-1.1","SS1626382106439","trial","","40","500","6778.850000000617","images/stimuli/spore_stims/complex_08_A_a.gif","images/stimuli/spore_stims/complex_23_A_b.gif","forced_short","360","","0","complex_dissimilar","images/stimuli/spore_stims/complex_23_A_b.gif","","","","",""
"","null","html-keyboard-response","13","55759","0.0-9.0-0.2","SS1626382106439","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","2846.6650000000373","sequential-stimulus-presentation-old","14","59112","0.0-9.0-1.2","SS1626382106439","trial","","40","500","3346.6650000000373","images/stimuli/spore_stims/complex_08_A_a.gif","images/stimuli/spore_stims/complex_23_A_b.gif","forced_short","360","","0","complex_dissimilar","images/stimuli/spore_stims/complex_23_A_b.gif","","","","",""
"","null","html-keyboard-response","15","60312","0.0-9.0-0.3","SS1626382106439","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","2814.9350000003324","sequential-stimulus-presentation-old","16","63633","0.0-9.0-1.3","SS1626382106439","trial","","40","500","3314.9350000003324","images/stimuli/spore_stims/complex_08_A_a.gif","images/stimuli/spore_stims/complex_23_A_b.gif","forced_short","360","","0","complex_dissimilar","images/stimuli/spore_stims/complex_23_A_b.gif","","","","",""
"","3951.489999999467","survey-multi-choice","17","67591","0.0-10.0","SS1626382106439","math_question","","","","","","","","","","","","","{""Q0"":""11""}","[0]","11","",""
"","null","html-keyboard-response","18","68469","0.0-11.0-0.0","SS1626382106439","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","532.940000000046","sequential-stimulus-presentation-old","19","69472","0.0-11.0-1.0","SS1626382106439","trial","","40","500","1032.940000000046","images/stimuli/spore_stims/complex_01_A_b.gif","images/stimuli/spore_stims/complex_07_A_b.gif","forced_short","460","","1","complex_dissimilar","images/stimuli/spore_stims/complex_07_A_b.gif","","","","",""
"","null","html-keyboard-response","20","70611","0.0-11.0-0.1","SS1626382106439","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","3999.079999999609","sequential-stimulus-presentation-old","21","75116","0.0-11.0-1.1","SS1626382106439","trial","","40","500","4499.079999999609","images/stimuli/spore_stims/complex_01_A_b.gif","images/stimuli/spore_stims/complex_07_A_b.gif","forced_short","460","","1","complex_dissimilar","images/stimuli/spore_stims/complex_07_A_b.gif","","","","",""
"","null","html-keyboard-response","22","76285","0.0-11.0-0.2","SS1626382106439","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","4236.464999999953","sequential-stimulus-presentation-old","23","81031","0.0-11.0-1.2","SS1626382106439","trial","","40","500","4736.464999999953","images/stimuli/spore_stims/complex_01_A_b.gif","images/stimuli/spore_stims/complex_07_A_b.gif","forced_short","460","","1","complex_dissimilar","images/stimuli/spore_stims/complex_07_A_b.gif","","","","",""
"","null","html-keyboard-response","24","82254","0.0-11.0-0.3","SS1626382106439","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","7979.640000000465","sequential-stimulus-presentation-old","25","90741","0.0-11.0-1.3","SS1626382106439","trial","","40","500","8479.640000000465","images/stimuli/spore_stims/complex_01_A_b.gif","images/stimuli/spore_stims/complex_07_A_b.gif","forced_short","460","","1","complex_dissimilar","images/stimuli/spore_stims/complex_01_A_b.gif","","","","",""
"","null","html-keyboard-response","26","91554","0.0-11.0-0.4","SS1626382106439","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","3749.5250000001834","sequential-stimulus-presentation-old","27","95807","0.0-11.0-1.4","SS1626382106439","trial","","40","500","4249.525000000183","images/stimuli/spore_stims/complex_01_A_b.gif","images/stimuli/spore_stims/complex_07_A_b.gif","forced_short","460","","1","complex_dissimilar","images/stimuli/spore_stims/complex_01_A_b.gif","","","","",""
"","null","html-keyboard-response","28","96753","0.0-11.0-0.5","SS1626382106439","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","933.7150000001129","sequential-stimulus-presentation-old","29","98196","0.0-11.0-1.5","SS1626382106439","trial","","40","500","1433.715000000113","images/stimuli/spore_stims/complex_01_A_b.gif","images/stimuli/spore_stims/complex_07_A_b.gif","forced_short","460","","1","complex_dissimilar","images/stimuli/spore_stims/complex_07_A_b.gif","","","","",""
"","4338.459999999934","survey-multi-choice","30","102537","0.0-12.0","SS1626382106439","math_question","","","","","","","","","","","","","{""Q0"":""11""}","[0]","11","",""
"","null","html-keyboard-response","31","103553","0.0-13.0-0.0","SS1626382106439","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","786.1750000001775","sequential-stimulus-presentation-old","32","104685","0.0-13.0-1.0","SS1626382106439","trial","","40","500","1286.1750000001775","images/stimuli/spore_stims/complex_02_A_a.gif","images/stimuli/spore_stims/complex_19_A_b.gif","forced_short","340","","2","complex_dissimilar","images/stimuli/spore_stims/complex_19_A_b.gif","","","","",""
"","null","html-keyboard-response","33","105745","0.0-13.0-0.1","SS1626382106439","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","3254.965000000084","sequential-stimulus-presentation-old","34","109509","0.0-13.0-1.1","SS1626382106439","trial","","40","500","3754.965000000084","images/stimuli/spore_stims/complex_02_A_a.gif","images/stimuli/spore_stims/complex_19_A_b.gif","forced_short","340","","2","complex_dissimilar","images/stimuli/spore_stims/complex_19_A_b.gif","","","","",""
"","null","html-keyboard-response","35","110595","0.0-13.0-0.2","SS1626382106439","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","3348.2350000003935","sequential-stimulus-presentation-old","36","114452","0.0-13.0-1.2","SS1626382106439","trial","","40","500","3848.2350000003935","images/stimuli/spore_stims/complex_02_A_a.gif","images/stimuli/spore_stims/complex_19_A_b.gif","forced_short","340","","2","complex_dissimilar","images/stimuli/spore_stims/complex_19_A_b.gif","","","","",""
"","null","html-keyboard-response","37","115416","0.0-13.0-0.3","SS1626382106439","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","1400.9599999999336","sequential-stimulus-presentation-old","38","117327","0.0-13.0-1.3","SS1626382106439","trial","","40","500","1900.9599999999336","images/stimuli/spore_stims/complex_02_A_a.gif","images/stimuli/spore_stims/complex_19_A_b.gif","forced_short","340","","2","complex_dissimilar","images/stimuli/spore_stims/complex_19_A_b.gif","","","","",""
"","null","html-keyboard-response","39","118266","0.0-13.0-0.4","SS1626382106439","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","619.4299999997311","sequential-stimulus-presentation-old","40","119394","0.0-13.0-1.4","SS1626382106439","trial","","40","500","1119.429999999731","images/stimuli/spore_stims/complex_02_A_a.gif","images/stimuli/spore_stims/complex_19_A_b.gif","forced_short","340","","2","complex_dissimilar","images/stimuli/spore_stims/complex_19_A_b.gif","","","","",""
"","null","html-keyboard-response","41","120342","0.0-13.0-0.5","SS1626382106439","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","963.5450000005367","sequential-stimulus-presentation-old","42","121812","0.0-13.0-1.5","SS1626382106439","trial","","40","500","1463.5450000005367","images/stimuli/spore_stims/complex_02_A_a.gif","images/stimuli/spore_stims/complex_19_A_b.gif","forced_short","340","","2","complex_dissimilar","images/stimuli/spore_stims/complex_19_A_b.gif","","","","",""
"","2727.194999999483","survey-multi-choice","43","124542","0.0-14.0","SS1626382106439","math_question","","","","","","","","","","","","","{""Q0"":""10""}","[0]","10","",""
"","null","html-keyboard-response","44","125781","0.0-15.0-0.0","SS1626382106439","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","1051.5900000000256","sequential-stimulus-presentation-old","45","126950","0.0-15.0-1.0","SS1626382106439","trial","","40","500","1551.5900000000256","images/stimuli/spore_stims/complex_21_A_a.gif","images/stimuli/spore_stims/complex_04_A_b.gif","forced_short","110","","3","complex_dissimilar","images/stimuli/spore_stims/complex_04_A_b.gif","","","","",""
"","null","html-keyboard-response","46","127834","0.0-15.0-0.1","SS1626382106439","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","6537.73499999987","sequential-stimulus-presentation-old","47","134877","0.0-15.0-1.1","SS1626382106439","trial","","40","500","7037.73499999987","images/stimuli/spore_stims/complex_21_A_a.gif","images/stimuli/spore_stims/complex_04_A_b.gif","forced_short","110","","3","complex_dissimilar","images/stimuli/spore_stims/complex_21_A_a.gif","","","","",""
"","null","html-keyboard-response","48","135991","0.0-15.0-0.2","SS1626382106439","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","3043.8449999992154","sequential-stimulus-presentation-old","49","139543","0.0-15.0-1.2","SS1626382106439","trial","","40","500","3543.8449999992154","images/stimuli/spore_stims/complex_21_A_a.gif","images/stimuli/spore_stims/complex_04_A_b.gif","forced_short","110","","3","complex_dissimilar","images/stimuli/spore_stims/complex_04_A_b.gif","","","","",""
