"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","stimulus_type","trial_stimulus","key_press","minimum_viewing_duration","trial_looking_time","block_deviant","block_background","exposure_type","forced_exposure_time","stimulus","block_number","block_type","stimulus_displayed","responses","question_order","math_correct_answer","stimulus_left","stimulus_right"
"[{""page_index"":0,""viewing_time"":7842}]","7843.79999999702","instructions","0","7847","0.0-0.0","SS1626381804513","","","","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":9474.89999999851},{""page_index"":1,""viewing_time"":5056.39999999851}]","14532","instructions","1","24382","0.0-1.0","SS1626381804513","instructions","","","","","","","","","","","","","","","","",""
"","5784.69999999553","sequential-stimulus-presentation-old","2","30683","0.0-2.0","SS1626381804513","","","40","500","6284.69999999553","null","null","self_paced","0","","","","","","","","",""
"","3482.10000000149","sequential-stimulus-presentation-old","3","34673","0.0-3.0","SS1626381804513","","","40","500","3982.10000000149","null","null","self_paced","0","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":11153}]","11153.39999999851","instructions","4","45828","0.0-4.0","SS1626381804513","instructions","","","","","","","","","","","","","","","","",""
"","2964.10000000149","sequential-stimulus-presentation-old","5","49299","0.0-5.0","SS1626381804513","","","40","500","3464.10000000149","null","null","forced_short","500","","","","","","","","",""
"","2315.39999999851","sequential-stimulus-presentation-old","6","52118","0.0-6.0","SS1626381804513","","","40","500","2815.39999999851","null","null","forced_short","500","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":2653.5}]","2654","instructions","7","54774","0.0-7.0","SS1626381804513","instructions","","","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":10250.10000000149},{""page_index"":1,""viewing_time"":2157.10000000149},{""page_index"":2,""viewing_time"":1703.3999999985099},{""page_index"":3,""viewing_time"":1395.7000000029802},{""page_index"":4,""viewing_time"":1301.5}]","16808.20000000298","instructions","8","71584","0.0-8.0","SS1626381804513","instructions","","","","","","","","","","","","","","","","",""
"","null","html-keyboard-response","9","72780","0.0-9.0-0.0","SS1626381804513","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","2810.1999999955297","sequential-stimulus-presentation-old","10","76047","0.0-9.0-1.0","SS1626381804513","trial","","40","500","3310.1999999955297","images/stimuli/spore_stims/complex_19_A_b.gif","images/stimuli/spore_stims/complex_22_A_b.gif","forced_short","450","","0","complex_dissimilar","images/stimuli/spore_stims/complex_22_A_b.gif","","","","",""
"","null","html-keyboard-response","11","76895","0.0-9.0-0.1","SS1626381804513","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","721.7999999970198","sequential-stimulus-presentation-old","12","78122","0.0-9.0-1.1","SS1626381804513","trial","","40","500","1221.7999999970198","images/stimuli/spore_stims/complex_19_A_b.gif","images/stimuli/spore_stims/complex_22_A_b.gif","forced_short","450","","0","complex_dissimilar","images/stimuli/spore_stims/complex_22_A_b.gif","","","","",""
"","null","html-keyboard-response","13","79050","0.0-9.0-0.2","SS1626381804513","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","550","sequential-stimulus-presentation-old","14","80104","0.0-9.0-1.2","SS1626381804513","trial","","40","500","1050","images/stimuli/spore_stims/complex_19_A_b.gif","images/stimuli/spore_stims/complex_22_A_b.gif","forced_short","450","","0","complex_dissimilar","images/stimuli/spore_stims/complex_22_A_b.gif","","","","",""
