"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","stimulus_type","trial_stimulus","key_press","minimum_viewing_duration","trial_looking_time","block_deviant","block_background","exposure_type","forced_exposure_time","stimulus","block_number","block_type","stimulus_displayed","responses","question_order","math_correct_answer","stimulus_left","stimulus_right"
"[{""page_index"":0,""viewing_time"":2617.825000001176}]","2618.1050000013784","instructions","0","2619","0.0-0.0","SS1626381284997","","","","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":1294.5200000031036},{""page_index"":1,""viewing_time"":2539.0299999999115},{""page_index"":0,""viewing_time"":15056.00499999855},{""page_index"":1,""viewing_time"":8782.915000003413}]","27672.68999999942","instructions","1","32295","0.0-1.0","SS1626381284997","instructions","","","","","","","","","","","","","","","","",""
"","6766.920000001846","sequential-stimulus-presentation-old","2","39564","0.0-2.0","SS1626381284997","","","40","500","7266.920000001846","null","null","self_paced","0","","","","","","","","",""
"","5530.380000003788","sequential-stimulus-presentation-old","3","45596","0.0-3.0","SS1626381284997","","","40","500","6030.380000003788","null","null","self_paced","0","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":12638.025000000198}]","12638.24499999464","instructions","4","58235","0.0-4.0","SS1626381284997","instructions","","","","","","","","","","","","","","","","",""
"","6491.435000003548","sequential-stimulus-presentation-old","5","65228","0.0-5.0","SS1626381284997","","","40","500","6991.435000003548","null","null","forced_short","500","","","","","","","","",""
"","498.79999999393476","sequential-stimulus-presentation-old","6","66228","0.0-6.0","SS1626381284997","","","40","500","998.7999999939348","null","null","forced_short","500","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":3871.369999993476}]","3871.4799999943352","instructions","7","70100","0.0-7.0","SS1626381284997","instructions","","","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":11759.279999998398},{""page_index"":1,""viewing_time"":6375.905000000785},{""page_index"":2,""viewing_time"":6856.099999997241},{""page_index"":3,""viewing_time"":911.8650000018533},{""page_index"":4,""viewing_time"":792.0050000029732}]","26695.269999996526","instructions","8","96796","0.0-8.0","SS1626381284997","instructions","","","","","","","","","","","","","","","","",""
"","null","html-keyboard-response","9","97733","0.0-9.0-0.0","SS1626381284997","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","332.4150000044028","sequential-stimulus-presentation-old","10","98708","0.0-9.0-1.0","SS1626381284997","trial","","40","500","832.4150000044028","images/stimuli/spore_stims/complex_22_A_b.gif","images/stimuli/spore_stims/complex_23_A_b.gif","forced_short","640","","0","complex_dissimilar","images/stimuli/spore_stims/complex_23_A_b.gif","","","","",""
"","null","html-keyboard-response","11","99750","0.0-9.0-0.1","SS1626381284997","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","16975.319999997737","sequential-stimulus-presentation-old","12","117228","0.0-9.0-1.1","SS1626381284997","trial","","40","500","17475.319999997737","images/stimuli/spore_stims/complex_22_A_b.gif","images/stimuli/spore_stims/complex_23_A_b.gif","forced_short","640","","0","complex_dissimilar","images/stimuli/spore_stims/complex_23_A_b.gif","","","","",""
