"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","stimulus_type","trial_stimulus","key_press","minimum_viewing_duration","trial_looking_time","block_deviant","block_background","exposure_type","forced_exposure_time","stimulus","block_number","block_type","stimulus_displayed","responses","question_order","math_correct_answer","stimulus_left","stimulus_right"
"[{""page_index"":0,""viewing_time"":9798}]","9799","instructions","0","9801","0.0-0.0","SS1626382058454","","","","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":11042},{""page_index"":1,""viewing_time"":4789}]","15832","instructions","1","27638","0.0-1.0","SS1626382058454","instructions","","","","","","","","","","","","","","","","",""
"","6596","sequential-stimulus-presentation-old","2","34745","0.0-2.0","SS1626382058454","","","40","500","7096","null","null","self_paced","0","","","","","","","","",""
"","3391","sequential-stimulus-presentation-old","3","38651","0.0-3.0","SS1626382058454","","","40","500","3891","null","null","self_paced","0","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":11319}]","11319","instructions","4","49972","0.0-4.0","SS1626382058454","instructions","","","","","","","","","","","","","","","","",""
"","3003","sequential-stimulus-presentation-old","5","53480","0.0-5.0","SS1626382058454","","","40","500","3503","null","null","forced_short","500","","","","","","","","",""
"","3241","sequential-stimulus-presentation-old","6","57237","0.0-6.0","SS1626382058454","","","40","500","3741","null","null","forced_short","500","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":2144}]","2144","instructions","7","59382","0.0-7.0","SS1626382058454","instructions","","","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":5459},{""page_index"":1,""viewing_time"":10338},{""page_index"":2,""viewing_time"":3392},{""page_index"":3,""viewing_time"":856},{""page_index"":4,""viewing_time"":798}]","20843","instructions","8","80226","0.0-8.0","SS1626382058454","instructions","","","","","","","","","","","","","","","","",""
"","null","html-keyboard-response","9","81088","0.0-9.0-0.0","SS1626382058454","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","2119","sequential-stimulus-presentation-old","10","83676","0.0-9.0-1.0","SS1626382058454","trial","","40","500","2619","images/stimuli/spore_stims/complex_10_A_a.gif","images/stimuli/spore_stims/complex_14_A_a.gif","forced_short","460","","0","complex_dissimilar","images/stimuli/spore_stims/complex_14_A_a.gif","","","","",""
