"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","stimulus_type","trial_stimulus","key_press","minimum_viewing_duration","trial_looking_time","block_deviant","block_background","exposure_type","forced_exposure_time","stimulus","block_number","block_type","stimulus_displayed","responses","question_order","math_correct_answer","stimulus_left","stimulus_right"
"[{""page_index"":0,""viewing_time"":1494.0999999940395}]","1494.4000000059605","instructions","0","1496","0.0-0.0","SS1626382038746","","","","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":1973.800000011921},{""page_index"":1,""viewing_time"":6141.9000000059605}]","8115.9000000059605","instructions","1","11613","0.0-1.0","SS1626382038746","instructions","","","","","","","","","","","","","","","","",""
"","5023.299999982119","sequential-stimulus-presentation-old","2","17141","0.0-2.0","SS1626382038746","","","40","500","5523.299999982119","null","null","self_paced","0","","","","","","","","",""
"","3890.199999988079","sequential-stimulus-presentation-old","3","21538","0.0-3.0","SS1626382038746","","","40","500","4390.199999988079","null","null","self_paced","0","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":9445.799999982119}]","9446","instructions","4","30985","0.0-4.0","SS1626382038746","instructions","","","","","","","","","","","","","","","","",""
"","1938.0999999940395","sequential-stimulus-presentation-old","5","33430","0.0-5.0","SS1626382038746","","","40","500","2438.0999999940395","null","null","forced_short","500","","","","","","","","",""
"","2913","sequential-stimulus-presentation-old","6","36847","0.0-6.0","SS1626382038746","","","40","500","3413","null","null","forced_short","500","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":2867}]","2867.300000011921","instructions","7","39715","0.0-7.0","SS1626382038746","instructions","","","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":2677.199999988079},{""page_index"":1,""viewing_time"":2974},{""page_index"":2,""viewing_time"":3512},{""page_index"":3,""viewing_time"":1125.9000000059605},{""page_index"":4,""viewing_time"":760.0999999940395}]","11049.40000000596","instructions","8","50765","0.0-8.0","SS1626382038746","instructions","","","","","","","","","","","","","","","","",""
"","null","html-keyboard-response","9","51734","0.0-9.0-0.0","SS1626382038746","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","229","sequential-stimulus-presentation-old","10","52872","0.0-9.0-1.0","SS1626382038746","trial","","40","500","729","images/stimuli/spore_stims/complex_07_A_b.gif","images/stimuli/spore_stims/complex_16_A_b.gif","forced_short","900","","0","complex_dissimilar","images/stimuli/spore_stims/complex_16_A_b.gif","","","","",""
"","null","html-keyboard-response","11","53969","0.0-9.0-0.1","SS1626382038746","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","2929.4000000059605","sequential-stimulus-presentation-old","12","57406","0.0-9.0-1.1","SS1626382038746","trial","","40","500","3429.4000000059605","images/stimuli/spore_stims/complex_07_A_b.gif","images/stimuli/spore_stims/complex_16_A_b.gif","forced_short","900","","0","complex_dissimilar","images/stimuli/spore_stims/complex_07_A_b.gif","","","","",""
"","null","html-keyboard-response","13","58648","0.0-9.0-0.2","SS1626382038746","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","835.0999999940395","sequential-stimulus-presentation-old","14","59988","0.0-9.0-1.2","SS1626382038746","trial","","40","500","1335.0999999940395","images/stimuli/spore_stims/complex_07_A_b.gif","images/stimuli/spore_stims/complex_16_A_b.gif","forced_short","900","","0","complex_dissimilar","images/stimuli/spore_stims/complex_16_A_b.gif","","","","",""
"","null","html-keyboard-response","15","61243","0.0-9.0-0.3","SS1626382038746","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","213.40000000596046","sequential-stimulus-presentation-old","16","61963","0.0-9.0-1.3","SS1626382038746","trial","","40","500","713.4000000059605","images/stimuli/spore_stims/complex_07_A_b.gif","images/stimuli/spore_stims/complex_16_A_b.gif","forced_short","900","","0","complex_dissimilar","images/stimuli/spore_stims/complex_16_A_b.gif","","","","",""
"","null","html-keyboard-response","17","62965","0.0-9.0-0.4","SS1626382038746","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","1248.4000000059605","sequential-stimulus-presentation-old","18","64719","0.0-9.0-1.4","SS1626382038746","trial","","40","500","1748.4000000059605","images/stimuli/spore_stims/complex_07_A_b.gif","images/stimuli/spore_stims/complex_16_A_b.gif","forced_short","900","","0","complex_dissimilar","images/stimuli/spore_stims/complex_16_A_b.gif","","","","",""
"","null","html-keyboard-response","19","65658","0.0-9.0-0.5","SS1626382038746","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","995.4000000059605","sequential-stimulus-presentation-old","20","67156","0.0-9.0-1.5","SS1626382038746","trial","","40","500","1495.4000000059605","images/stimuli/spore_stims/complex_07_A_b.gif","images/stimuli/spore_stims/complex_16_A_b.gif","forced_short","900","","0","complex_dissimilar","images/stimuli/spore_stims/complex_07_A_b.gif","","","","",""
"","4143.4000000059605","survey-multi-choice","21","71311","0.0-10.0","SS1626382038746","math_question","","","","","","","","","","","","","{""Q0"":""7""}","[0]","7","",""
"","null","html-keyboard-response","22","72437","0.0-11.0-0.0","SS1626382038746","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","357.09999999403954","sequential-stimulus-presentation-old","23","73101","0.0-11.0-1.0","SS1626382038746","trial","","40","500","857.0999999940395","images/stimuli/spore_stims/complex_20_A_b.gif","images/stimuli/spore_stims/complex_15_A_a.gif","forced_short","300","","1","complex_dissimilar","images/stimuli/spore_stims/complex_15_A_a.gif","","","","",""
"","null","html-keyboard-response","24","74385","0.0-11.0-0.1","SS1626382038746","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","888","sequential-stimulus-presentation-old","25","75779","0.0-11.0-1.1","SS1626382038746","trial","","40","500","1388","images/stimuli/spore_stims/complex_20_A_b.gif","images/stimuli/spore_stims/complex_15_A_a.gif","forced_short","300","","1","complex_dissimilar","images/stimuli/spore_stims/complex_15_A_a.gif","","","","",""
"","null","html-keyboard-response","26","77000","0.0-11.0-0.2","SS1626382038746","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","256.69999998807907","sequential-stimulus-presentation-old","27","77763","0.0-11.0-1.2","SS1626382038746","trial","","40","500","756.6999999880791","images/stimuli/spore_stims/complex_20_A_b.gif","images/stimuli/spore_stims/complex_15_A_a.gif","forced_short","300","","1","complex_dissimilar","images/stimuli/spore_stims/complex_15_A_a.gif","","","","",""
"","null","html-keyboard-response","28","78612","0.0-11.0-0.3","SS1626382038746","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","448.09999999403954","sequential-stimulus-presentation-old","29","79568","0.0-11.0-1.3","SS1626382038746","trial","","40","500","948.0999999940395","images/stimuli/spore_stims/complex_20_A_b.gif","images/stimuli/spore_stims/complex_15_A_a.gif","forced_short","300","","1","complex_dissimilar","images/stimuli/spore_stims/complex_15_A_a.gif","","","","",""
"","null","html-keyboard-response","30","80875","0.0-11.0-0.4","SS1626382038746","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","124.09999999403954","sequential-stimulus-presentation-old","31","81506","0.0-11.0-1.4","SS1626382038746","trial","","40","500","624.0999999940395","images/stimuli/spore_stims/complex_20_A_b.gif","images/stimuli/spore_stims/complex_15_A_a.gif","forced_short","300","","1","complex_dissimilar","images/stimuli/spore_stims/complex_20_A_b.gif","","","","",""
"","null","html-keyboard-response","32","82689","0.0-11.0-0.5","SS1626382038746","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","1171","sequential-stimulus-presentation-old","33","84366","0.0-11.0-1.5","SS1626382038746","trial","","40","500","1671","images/stimuli/spore_stims/complex_20_A_b.gif","images/stimuli/spore_stims/complex_15_A_a.gif","forced_short","300","","1","complex_dissimilar","images/stimuli/spore_stims/complex_20_A_b.gif","","","","",""
"","3580","survey-multi-choice","34","87951","0.0-12.0","SS1626382038746","math_question","","","","","","","","","","","","","{""Q0"":""15""}","[0]","15","",""
"","null","html-keyboard-response","35","89007","0.0-13.0-0.0","SS1626382038746","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","1424.300000011921","sequential-stimulus-presentation-old","36","90798","0.0-13.0-1.0","SS1626382038746","trial","","40","500","1924.300000011921","images/stimuli/spore_stims/complex_09_A_a.gif","images/stimuli/spore_stims/complex_11_A_b.gif","forced_short","360","","2","complex_dissimilar","images/stimuli/spore_stims/complex_11_A_b.gif","","","","",""
"","null","html-keyboard-response","37","91987","0.0-13.0-0.1","SS1626382038746","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","548.9000000059605","sequential-stimulus-presentation-old","38","93042","0.0-13.0-1.1","SS1626382038746","trial","","40","500","1048.9000000059605","images/stimuli/spore_stims/complex_09_A_a.gif","images/stimuli/spore_stims/complex_11_A_b.gif","forced_short","360","","2","complex_dissimilar","images/stimuli/spore_stims/complex_11_A_b.gif","","","","",""
"","null","html-keyboard-response","39","94180","0.0-13.0-0.2","SS1626382038746","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","308.2999999821186","sequential-stimulus-presentation-old","40","94990","0.0-13.0-1.2","SS1626382038746","trial","","40","500","808.2999999821186","images/stimuli/spore_stims/complex_09_A_a.gif","images/stimuli/spore_stims/complex_11_A_b.gif","forced_short","360","","2","complex_dissimilar","images/stimuli/spore_stims/complex_11_A_b.gif","","","","",""
"","null","html-keyboard-response","41","96086","0.0-13.0-0.3","SS1626382038746","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","16.599999994039536","sequential-stimulus-presentation-old","42","96607","0.0-13.0-1.3","SS1626382038746","trial","","40","500","516.5999999940395","images/stimuli/spore_stims/complex_09_A_a.gif","images/stimuli/spore_stims/complex_11_A_b.gif","forced_short","360","","2","complex_dissimilar","images/stimuli/spore_stims/complex_11_A_b.gif","","","","",""
