"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","stimulus_type","trial_stimulus","key_press","minimum_viewing_duration","trial_looking_time","block_deviant","block_background","exposure_type","forced_exposure_time","stimulus","block_number","block_type","stimulus_displayed","responses","question_order","math_correct_answer","stimulus_left","stimulus_right"
"[{""page_index"":0,""viewing_time"":3654.3000000044703}]","3655","instructions","0","3657","0.0-0.0","SS1626381467446","","","","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":21229.29999999702},{""page_index"":1,""viewing_time"":4837.89999999851}]","26067.39999999851","instructions","1","31734","0.0-1.0","SS1626381467446","instructions","","","","","","","","","","","","","","","","",""
"","2898.89999999851","sequential-stimulus-presentation-old","2","35137","0.0-2.0","SS1626381467446","","","40","500","3398.89999999851","null","null","self_paced","0","","","","","","","","",""
"","1989.7999999970198","sequential-stimulus-presentation-old","3","37630","0.0-3.0","SS1626381467446","","","40","500","2489.7999999970198","null","null","self_paced","0","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":7099.10000000149}]","7099.39999999851","instructions","4","44730","0.0-4.0","SS1626381467446","instructions","","","","","","","","","","","","","","","","",""
"","1567.3000000044703","sequential-stimulus-presentation-old","5","46800","0.0-5.0","SS1626381467446","","","40","500","2067.3000000044703","null","null","forced_short","500","","","","","","","","",""
"","1166.2000000029802","sequential-stimulus-presentation-old","6","48470","0.0-6.0","SS1626381467446","","","40","500","1666.2000000029802","null","null","forced_short","500","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":3310.60000000149}]","3310.7000000029802","instructions","7","51781","0.0-7.0","SS1626381467446","instructions","","","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":9968.60000000149},{""page_index"":1,""viewing_time"":9060},{""page_index"":2,""viewing_time"":3530.2999999970198},{""page_index"":3,""viewing_time"":1469.8999999985099},{""page_index"":4,""viewing_time"":1170.8000000044703}]","25199.69999999553","instructions","8","76982","0.0-8.0","SS1626381467446","instructions","","","","","","","","","","","","","","","","",""
"","null","html-keyboard-response","9","77804","0.0-9.0-0.0","SS1626381467446","","","null","","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","1562.5","sequential-stimulus-presentation-old","10","79671","0.0-9.0-1.0","SS1626381467446","trial","","40","500","2062.5","images/stimuli/spore_stims/complex_21_A_b.gif","images/stimuli/spore_stims/complex_03_A_a.gif","forced_short","300","","0","complex_dissimilar","images/stimuli/spore_stims/complex_03_A_a.gif","","","","",""
