subject,rt,response,target,left_violation,right_violation,chosen_violation
SS1678170141747,822,j,media/stimuli/inanimate_012_right.png,identity,pose,pose
SS1678170141747,1085,f,media/stimuli/animate_001_left.png,pose,number,pose
SS1678170141747,1033,j,media/stimuli/inanimate_005_left.png,animacy,pose,pose
SS1678170141747,960,f,media/stimuli/animate_001_right.png,number,animacy,number
SS1678170141747,693,j,media/stimuli/animate_007_right.png,animacy,pose,pose
SS1678170141747,982,j,media/stimuli/animate_005_right.png,identity,number,number
SS1678170141747,1223,f,media/stimuli/inanimate_005_left.png,number,identity,number
SS1678170141747,989,f,media/stimuli/animate_007_right.png,number,animacy,number
SS1678170141747,1007,f,media/stimuli/inanimate_001_left.png,pose,animacy,pose
SS1678170141747,756,j,media/stimuli/inanimate_007_left.png,animacy,number,number
SS1678170141747,1136,j,media/stimuli/animate_001_right.png,animacy,pose,pose
SS1678170141747,1503,j,media/stimuli/inanimate_009_left.png,identity,pose,pose
SS1678170141747,979,j,media/stimuli/animate_010_left.png,identity,number,number
SS1678170141747,958,j,media/stimuli/inanimate_006_left.png,animacy,pose,pose
SS1678170141747,1169,f,media/stimuli/inanimate_009_right.png,number,identity,number
SS1678170141747,1017,j,media/stimuli/animate_005_left.png,animacy,identity,identity
SS1678170141747,1041,j,media/stimuli/animate_004_left.png,number,pose,pose
SS1678170141747,835,f,media/stimuli/inanimate_010_left.png,pose,identity,pose
SS1678170141747,985,j,media/stimuli/animate_005_left.png,animacy,identity,identity
SS1678170141747,963,j,media/stimuli/inanimate_009_left.png,animacy,identity,identity
SS1678170141747,1200,f,media/stimuli/animate_009_left.png,pose,number,pose
SS1678170141747,943,f,media/stimuli/inanimate_004_right.png,pose,number,pose
SS1678170141747,899,f,media/stimuli/animate_002_right.png,pose,animacy,pose
SS1678170141747,1070,f,media/stimuli/inanimate_006_left.png,pose,number,pose
SS1678170141747,892,f,media/stimuli/animate_010_right.png,pose,identity,pose
SS1678170141747,930,j,media/stimuli/inanimate_009_right.png,identity,number,number
SS1678170141747,1238,f,media/stimuli/inanimate_004_right.png,identity,animacy,identity
SS1678170141747,991,j,media/stimuli/animate_003_right.png,animacy,identity,identity
SS1678170141747,814,f,media/stimuli/inanimate_003_right.png,identity,animacy,identity
SS1678170141747,686,j,media/stimuli/animate_005_left.png,animacy,number,number
SS1678170141747,937,j,media/stimuli/inanimate_010_right.png,animacy,number,number
SS1678170141747,1358,j,media/stimuli/animate_005_left.png,animacy,identity,identity
SS1678170141747,821,f,media/stimuli/animate_003_left.png,pose,identity,pose
SS1678170141747,1127,f,media/stimuli/animate_012_right.png,number,identity,number
SS1678170141747,754,j,media/stimuli/inanimate_002_right.png,animacy,number,number
SS1678170141747,978,f,media/stimuli/inanimate_008_left.png,pose,number,pose
SS1678170141747,793,j,media/stimuli/inanimate_008_right.png,animacy,number,number
SS1678170141747,1175,j,media/stimuli/inanimate_007_right.png,animacy,identity,identity
SS1678170141747,913,f,media/stimuli/inanimate_003_right.png,pose,identity,pose
SS1678170141747,1327,f,media/stimuli/animate_012_right.png,identity,animacy,identity
SS1678170141747,1004,f,media/stimuli/animate_003_right.png,pose,animacy,pose
SS1678170141747,687,j,media/stimuli/inanimate_008_right.png,animacy,number,number
SS1678170141747,801,f,media/stimuli/animate_006_left.png,number,identity,number
SS1678170141747,781,j,media/stimuli/inanimate_002_left.png,identity,number,number
SS1678170141747,887,f,media/stimuli/inanimate_008_left.png,identity,animacy,identity
SS1678170141747,840,f,media/stimuli/inanimate_008_right.png,number,identity,number
SS1678170141747,898,f,media/stimuli/animate_004_left.png,pose,animacy,pose
SS1678170141747,910,j,media/stimuli/inanimate_011_left.png,pose,number,number
SS1678170141747,2105,j,media/stimuli/inanimate_012_left.png,animacy,identity,identity
SS1678170141747,806,f,media/stimuli/animate_005_right.png,number,identity,number
SS1678170141747,1027,f,media/stimuli/animate_002_left.png,pose,number,pose
SS1678170141747,763,j,media/stimuli/animate_007_left.png,identity,number,number
SS1678170141747,895,f,media/stimuli/inanimate_004_left.png,number,animacy,number
SS1678170141747,782,f,media/stimuli/inanimate_007_left.png,pose,animacy,pose
SS1678170141747,984,j,media/stimuli/animate_002_right.png,pose,animacy,animacy
SS1678170141747,1054,f,media/stimuli/animate_001_right.png,pose,animacy,pose
SS1678170141747,899,f,media/stimuli/animate_003_right.png,pose,animacy,pose
SS1678170141747,724,f,media/stimuli/animate_002_right.png,number,identity,number
SS1678170141747,1034,f,media/stimuli/inanimate_007_right.png,identity,animacy,identity
SS1678170141747,781,f,media/stimuli/inanimate_005_right.png,number,animacy,number
SS1678170141747,1383,j,media/stimuli/animate_008_left.png,number,pose,pose
SS1678170141747,922,f,media/stimuli/inanimate_007_left.png,pose,animacy,pose
SS1678170141747,832,j,media/stimuli/animate_002_left.png,identity,pose,pose
SS1678170141747,839,j,media/stimuli/inanimate_006_right.png,identity,pose,pose
SS1678170141747,785,f,media/stimuli/animate_001_right.png,pose,identity,pose
SS1678170141747,763,j,media/stimuli/animate_008_left.png,animacy,number,number
SS1678170141747,1068,j,media/stimuli/inanimate_010_left.png,number,pose,pose
SS1678170141747,1094,j,media/stimuli/animate_008_left.png,animacy,identity,identity
SS1678170141747,959,j,media/stimuli/inanimate_009_right.png,identity,number,number
SS1678170141747,1055,f,media/stimuli/inanimate_006_left.png,number,animacy,number
SS1678170141747,953,j,media/stimuli/inanimate_012_left.png,identity,number,number
SS1678170141747,1074,f,media/stimuli/animate_006_left.png,pose,number,pose
SS1678170141747,874,f,media/stimuli/inanimate_006_right.png,pose,identity,pose
SS1678170141747,851,j,media/stimuli/animate_003_left.png,identity,pose,pose
SS1678170141747,963,f,media/stimuli/animate_007_right.png,pose,animacy,pose
SS1678170141747,3397,f,media/stimuli/animate_010_right.png,identity,animacy,identity
SS1678170141747,976,f,media/stimuli/inanimate_012_right.png,pose,number,pose
SS1678170141747,864,f,media/stimuli/animate_010_right.png,pose,identity,pose
SS1678170141747,999,j,media/stimuli/inanimate_002_right.png,number,pose,pose
SS1678170141747,793,f,media/stimuli/inanimate_004_left.png,number,animacy,number
SS1678170141747,719,j,media/stimuli/inanimate_009_right.png,pose,number,number
SS1678170141747,631,j,media/stimuli/inanimate_008_right.png,animacy,number,number
SS1678170141747,774,j,media/stimuli/inanimate_010_left.png,identity,pose,pose
SS1678170141747,964,j,media/stimuli/inanimate_001_left.png,number,pose,pose
SS1678170141747,809,f,media/stimuli/animate_001_right.png,pose,identity,pose
SS1678170141747,692,j,media/stimuli/inanimate_012_left.png,identity,number,number
SS1678170141747,905,j,media/stimuli/inanimate_003_right.png,animacy,identity,identity
SS1678170142592,12710,f,media/stimuli/animate_006_left.png,number,pose,number
SS1678170142592,8490,f,media/stimuli/animate_004_left.png,number,pose,number
SS1678170142592,2667,j,media/stimuli/inanimate_006_right.png,animacy,number,number
SS1678170142592,2020,f,media/stimuli/inanimate_008_right.png,pose,identity,pose
SS1678170142592,1398,f,media/stimuli/animate_011_left.png,number,identity,number
SS1678170142592,6002,f,media/stimuli/inanimate_003_right.png,pose,number,pose
SS1678170142592,1348,f,media/stimuli/inanimate_007_right.png,pose,identity,pose
SS1678170142592,1423,j,media/stimuli/animate_009_left.png,animacy,number,number
SS1678170142592,3727,j,media/stimuli/animate_007_left.png,animacy,identity,identity
SS1678170142592,2382,j,media/stimuli/animate_011_right.png,animacy,pose,pose
SS1678170142592,1394,f,media/stimuli/animate_008_left.png,number,identity,number
SS1678170142592,963,f,media/stimuli/inanimate_009_left.png,pose,animacy,pose
SS1678170142592,5677,f,media/stimuli/inanimate_007_left.png,number,animacy,number
SS1678170142592,1782,j,media/stimuli/inanimate_002_left.png,identity,pose,pose
SS1678170142592,2526,f,media/stimuli/inanimate_007_right.png,number,pose,number
SS1678170142592,1040,f,media/stimuli/inanimate_010_right.png,number,identity,number
SS1678170142592,1573,f,media/stimuli/animate_008_right.png,identity,animacy,identity
SS1678170142592,1798,f,media/stimuli/animate_010_right.png,identity,animacy,identity
SS1678170142592,1067,f,media/stimuli/inanimate_010_left.png,number,animacy,number
SS1678170142592,913,f,media/stimuli/animate_008_right.png,number,animacy,number
SS1678170142592,969,j,media/stimuli/inanimate_006_right.png,identity,number,number
SS1678170142592,889,j,media/stimuli/inanimate_008_left.png,animacy,pose,pose
SS1678170142592,881,f,media/stimuli/animate_009_left.png,pose,identity,pose
SS1678170142592,1338,alt,NA,NA,NA,NA
SS1678170142592,3619,j,media/stimuli/animate_003_left.png,animacy,pose,pose
SS1678170142592,862,j,media/stimuli/inanimate_008_left.png,identity,number,number
SS1678170142592,1210,f,media/stimuli/animate_004_left.png,identity,animacy,identity
SS1678170142592,1551,j,media/stimuli/animate_009_left.png,animacy,identity,identity
SS1678170142592,1053,f,media/stimuli/inanimate_012_right.png,pose,number,pose
SS1678170142592,1671,f,media/stimuli/inanimate_004_right.png,identity,animacy,identity
SS1678170142592,866,f,media/stimuli/animate_001_left.png,pose,animacy,pose
SS1678170142592,714,j,media/stimuli/animate_008_right.png,animacy,number,number
SS1678170142592,751,f,media/stimuli/inanimate_002_left.png,pose,animacy,pose
SS1678170142592,663,f,media/stimuli/inanimate_006_left.png,pose,identity,pose
SS1678170142592,652,f,media/stimuli/animate_004_right.png,number,identity,number
SS1678170142592,653,f,media/stimuli/animate_007_right.png,number,identity,number
SS1678170142592,905,alt,NA,NA,NA,NA
SS1678170142592,2132,j,media/stimuli/inanimate_008_left.png,animacy,identity,identity
SS1678170142592,634,j,media/stimuli/inanimate_006_left.png,number,pose,pose
SS1678170142592,834,j,media/stimuli/inanimate_005_right.png,identity,pose,pose
SS1678170142592,911,j,media/stimuli/inanimate_011_left.png,animacy,identity,identity
SS1678170142592,753,f,media/stimuli/animate_010_right.png,pose,animacy,pose
SS1678170142592,581,f,media/stimuli/inanimate_003_right.png,pose,animacy,pose
SS1678170142592,783,f,media/stimuli/animate_002_right.png,number,pose,number
SS1678170142592,1268,f,media/stimuli/inanimate_005_left.png,number,pose,number
SS1678170142592,967,j,media/stimuli/animate_008_right.png,identity,pose,pose
SS1678170142592,937,f,media/stimuli/inanimate_011_right.png,number,pose,number
SS1678170142592,764,j,media/stimuli/inanimate_009_left.png,animacy,pose,pose
SS1678170142592,911,j,media/stimuli/inanimate_006_right.png,animacy,number,number
SS1678170142592,908,alt,NA,NA,NA,NA
SS1678170142592,2432,f,media/stimuli/animate_009_left.png,pose,identity,pose
SS1678170142592,1007,j,media/stimuli/animate_010_right.png,identity,pose,pose
SS1678170142592,862,j,media/stimuli/animate_010_right.png,identity,pose,pose
SS1678170142592,1822,j,media/stimuli/animate_010_right.png,animacy,identity,identity
SS1678170142592,786,j,media/stimuli/inanimate_003_left.png,identity,pose,pose
SS1678170142592,1268,j,media/stimuli/animate_001_left.png,identity,pose,pose
SS1678170142592,836,j,media/stimuli/inanimate_001_right.png,identity,pose,pose
SS1678170142592,1745,j,media/stimuli/animate_011_left.png,pose,number,number
SS1678170142592,1588,f,media/stimuli/inanimate_009_right.png,identity,animacy,identity
SS1678170142592,1767,f,media/stimuli/animate_005_right.png,number,pose,number
SS1678170142592,738,j,media/stimuli/inanimate_010_left.png,animacy,number,number
SS1678170142592,861,f,media/stimuli/animate_011_right.png,pose,animacy,pose
SS1678170142592,932,alt,NA,NA,NA,NA
SS1678170142592,3647,j,media/stimuli/animate_007_right.png,identity,number,number
SS1678170142592,1163,f,media/stimuli/animate_005_left.png,identity,animacy,identity
SS1678170142592,764,j,media/stimuli/animate_003_right.png,identity,number,number
SS1678170142592,602,f,media/stimuli/inanimate_004_right.png,number,animacy,number
SS1678170142592,1091,f,media/stimuli/inanimate_010_right.png,identity,animacy,identity
SS1678170142592,737,j,media/stimuli/animate_007_left.png,animacy,pose,pose
SS1678170142592,1312,j,media/stimuli/inanimate_011_left.png,animacy,identity,identity
SS1678170142592,603,f,media/stimuli/inanimate_006_right.png,number,identity,number
SS1678170142592,1493,j,media/stimuli/animate_012_left.png,identity,pose,pose
SS1678170142592,708,j,media/stimuli/animate_008_right.png,animacy,number,number
SS1678170142592,1995,f,media/stimuli/animate_001_left.png,identity,animacy,identity
SS1678170142592,608,f,media/stimuli/inanimate_001_right.png,pose,identity,pose
SS1678170142592,1234,alt,NA,NA,NA,NA
SS1678170142592,3697,j,media/stimuli/inanimate_007_right.png,animacy,pose,pose
SS1678170142592,750,f,media/stimuli/inanimate_009_left.png,number,identity,number
SS1678170142592,530,f,media/stimuli/animate_012_left.png,pose,identity,pose
SS1678170142592,964,j,media/stimuli/inanimate_004_right.png,animacy,identity,identity
SS1678170142592,1642,j,media/stimuli/animate_011_right.png,animacy,identity,identity
SS1678170142592,709,j,media/stimuli/inanimate_003_right.png,animacy,pose,pose
SS1678170142592,1001,f,media/stimuli/animate_005_right.png,number,identity,number
SS1678170142592,958,f,media/stimuli/inanimate_008_left.png,pose,number,pose
SS1678170142592,808,f,media/stimuli/inanimate_004_right.png,number,animacy,number
SS1678170142592,1439,f,media/stimuli/inanimate_008_left.png,number,identity,number
SS1678170142592,916,j,media/stimuli/inanimate_003_left.png,animacy,identity,identity
SS1678170142592,686,j,media/stimuli/animate_003_left.png,animacy,pose,pose
SS1678170142592,1491,j,media/stimuli/inanimate_006_left.png,animacy,identity,identity
SS1678170142592,1290,j,media/stimuli/inanimate_012_left.png,animacy,identity,identity
SS1678170142592,778,f,media/stimuli/inanimate_002_right.png,number,pose,number
SS1678170142592,1975,j,media/stimuli/animate_004_right.png,identity,pose,pose
SS1678170142592,3540,f,media/stimuli/inanimate_007_right.png,number,identity,number
SS1678170142592,578,f,media/stimuli/animate_004_left.png,pose,animacy,pose
SS1678170142592,3165,j,media/stimuli/inanimate_010_right.png,pose,number,number
SS1678170142592,800,f,media/stimuli/animate_002_right.png,pose,animacy,pose
SS1678170142592,1061,f,media/stimuli/animate_010_right.png,identity,animacy,identity
SS1678170142592,684,j,media/stimuli/animate_008_left.png,identity,number,number
SS1678170142592,601,f,media/stimuli/animate_004_right.png,number,animacy,number
SS1678170142592,664,j,media/stimuli/animate_003_right.png,animacy,number,number
SS1678170142592,1440,f,media/stimuli/inanimate_009_right.png,pose,number,pose
SS1678170142592,809,j,media/stimuli/inanimate_006_right.png,animacy,number,number
SS1678170142592,1031,alt,NA,NA,NA,NA
SS1678170142592,3445,j,media/stimuli/inanimate_005_left.png,animacy,number,number
SS1678170142592,808,j,media/stimuli/inanimate_005_left.png,identity,number,number
SS1678170142592,674,f,media/stimuli/animate_012_right.png,number,identity,number
SS1678170142592,651,f,media/stimuli/animate_001_right.png,number,animacy,number
SS1678170142592,2607,f,media/stimuli/animate_008_right.png,number,pose,number
SS1678170142592,1333,f,media/stimuli/inanimate_007_left.png,identity,animacy,identity
SS1678170142592,1467,f,media/stimuli/animate_007_left.png,number,pose,number
SS1678170142592,810,j,media/stimuli/animate_002_right.png,animacy,number,number
SS1678170142592,1616,f,media/stimuli/animate_005_left.png,pose,identity,pose
SS1678170142592,882,f,media/stimuli/animate_006_left.png,number,animacy,number
SS1678170142592,885,f,media/stimuli/inanimate_007_right.png,pose,identity,pose
SS1678170142592,687,j,media/stimuli/inanimate_008_right.png,identity,pose,pose
SS1678170142592,1495,j,media/stimuli/animate_012_right.png,pose,number,number
SS1678170142592,1615,j,media/stimuli/animate_002_right.png,animacy,identity,identity
SS1678170142592,898,f,media/stimuli/animate_011_right.png,number,animacy,number
SS1678170142592,1468,f,media/stimuli/animate_003_left.png,number,pose,number
SS1678170142592,2015,f,media/stimuli/animate_010_right.png,number,pose,number
SS1678170142592,1743,f,media/stimuli/animate_009_right.png,number,pose,number
SS1678170142592,1925,j,media/stimuli/inanimate_001_left.png,pose,number,number
SS1678170142592,6446,f,media/stimuli/inanimate_002_left.png,pose,animacy,pose
SS1678170142592,1212,j,media/stimuli/animate_007_left.png,animacy,pose,pose
SS1678170142592,1314,j,media/stimuli/animate_003_right.png,identity,number,number
SS1678170142592,2894,f,media/stimuli/inanimate_004_left.png,number,pose,number
SS1678170142592,3547,j,media/stimuli/inanimate_005_left.png,identity,number,number
SS1678170142592,1620,j,media/stimuli/animate_003_right.png,identity,pose,pose
SS1678170142592,853,j,media/stimuli/inanimate_005_right.png,animacy,pose,pose
SS1678170142592,652,j,media/stimuli/inanimate_006_right.png,animacy,pose,pose
SS1678170142592,706,f,media/stimuli/inanimate_003_right.png,number,identity,number
SS1678170142592,815,j,media/stimuli/animate_009_right.png,identity,number,number
SS1678170142592,677,j,media/stimuli/animate_007_right.png,animacy,number,number
SS1678170142592,1360,f,media/stimuli/animate_001_right.png,number,pose,number
SS1678170142592,907,f,media/stimuli/inanimate_009_right.png,number,animacy,number
SS1678170142592,678,f,media/stimuli/inanimate_005_left.png,number,animacy,number
SS1678170142592,774,f,media/stimuli/animate_002_left.png,number,identity,number
SS1678170142592,706,f,media/stimuli/animate_012_left.png,pose,identity,pose
SS1678170142592,1367,j,media/stimuli/inanimate_011_right.png,animacy,pose,pose
SS1678170142592,1329,f,media/stimuli/inanimate_007_left.png,identity,animacy,identity
SS1678170142592,1322,j,media/stimuli/animate_007_left.png,animacy,pose,pose
SS1678170142592,777,j,media/stimuli/inanimate_004_right.png,identity,number,number
SS1678170142592,1083,f,media/stimuli/animate_009_right.png,pose,animacy,pose
SS1678170142592,1058,j,media/stimuli/animate_001_left.png,animacy,pose,pose
SS1678170142592,1379,f,media/stimuli/animate_002_left.png,pose,identity,pose
SS1678170142592,683,j,media/stimuli/inanimate_009_left.png,identity,number,number
SS1678170142592,755,j,media/stimuli/animate_010_right.png,animacy,number,number
SS1678170142592,728,j,media/stimuli/animate_002_right.png,animacy,number,number
SS1678170142592,1717,f,media/stimuli/animate_011_right.png,pose,identity,pose
SS1678170142592,1541,f,media/stimuli/inanimate_007_left.png,identity,animacy,identity
SS1678170142653,6953,j,media/stimuli/inanimate_004_right.png,identity,number,number
SS1678170142653,2498,f,media/stimuli/animate_005_right.png,pose,identity,pose
SS1678170142653,1454,j,media/stimuli/animate_006_right.png,identity,number,number
SS1678170142653,6019,j,media/stimuli/inanimate_006_right.png,animacy,identity,identity
SS1678170142653,1147,j,media/stimuli/inanimate_007_right.png,identity,pose,pose
SS1678170142653,1165,j,media/stimuli/animate_010_left.png,identity,number,number
SS1678170142653,3484,j,media/stimuli/animate_010_left.png,number,pose,pose
SS1678170142653,2766,j,media/stimuli/inanimate_007_right.png,animacy,number,number
SS1678170142653,3487,f,media/stimuli/inanimate_007_left.png,animacy,identity,animacy
SS1678170142653,873,j,media/stimuli/animate_012_left.png,animacy,pose,pose
SS1678170142653,3976,f,media/stimuli/animate_005_left.png,identity,animacy,identity
SS1678170142653,1341,j,media/stimuli/inanimate_008_left.png,animacy,pose,pose
SS1678170142653,1875,j,media/stimuli/inanimate_002_right.png,animacy,identity,identity
SS1678170142653,1128,j,media/stimuli/animate_012_left.png,animacy,pose,pose
SS1678170142653,2222,f,media/stimuli/inanimate_006_right.png,identity,animacy,identity
SS1678170142653,2523,f,media/stimuli/animate_005_right.png,pose,identity,pose
SS1678170142653,3003,f,media/stimuli/inanimate_006_right.png,pose,number,pose
SS1678170142653,1989,j,media/stimuli/inanimate_012_left.png,animacy,identity,identity
SS1678170142653,1878,j,media/stimuli/animate_002_right.png,number,pose,pose
SS1678170142653,1368,j,media/stimuli/animate_010_right.png,animacy,pose,pose
SS1678170142653,1833,j,media/stimuli/inanimate_005_right.png,number,pose,pose
SS1678170142653,1641,j,media/stimuli/animate_002_left.png,animacy,number,number
SS1678170142653,2313,f,media/stimuli/inanimate_004_left.png,pose,number,pose
SS1678170142653,2644,j,media/stimuli/animate_004_right.png,animacy,identity,identity
SS1678170142653,2016,f,media/stimuli/inanimate_006_right.png,number,identity,number
SS1678170142653,1066,j,media/stimuli/inanimate_005_right.png,identity,pose,pose
SS1678170142653,1834,j,media/stimuli/inanimate_008_left.png,pose,number,number
SS1678170142653,1970,j,media/stimuli/animate_009_left.png,animacy,pose,pose
SS1678170142653,904,j,media/stimuli/animate_012_left.png,animacy,number,number
SS1678170142653,1113,f,media/stimuli/animate_005_left.png,number,identity,number
SS1678170142653,2045,f,media/stimuli/inanimate_006_right.png,number,identity,number
SS1678170142653,903,j,media/stimuli/animate_008_right.png,animacy,number,number
SS1678170142653,1076,f,media/stimuli/inanimate_004_right.png,number,animacy,number
SS1678170142653,2737,j,media/stimuli/animate_008_right.png,animacy,identity,identity
SS1678170142653,1138,j,media/stimuli/animate_001_left.png,animacy,pose,pose
SS1678170142653,1204,j,media/stimuli/animate_007_left.png,identity,number,number
SS1678170142653,2948,f,media/stimuli/inanimate_009_left.png,pose,number,pose
SS1678170142653,1404,f,media/stimuli/animate_005_right.png,pose,identity,pose
SS1678170142653,1408,f,media/stimuli/animate_002_left.png,pose,identity,pose
SS1678170142653,1330,f,media/stimuli/inanimate_001_left.png,number,animacy,number
SS1678170142653,1643,j,media/stimuli/animate_006_right.png,animacy,number,number
SS1678170142653,1261,f,media/stimuli/animate_008_left.png,pose,animacy,pose
SS1678170142653,2746,j,media/stimuli/animate_005_right.png,identity,pose,pose
SS1678170142653,3471,j,media/stimuli/animate_006_right.png,identity,number,number
SS1678170142653,2583,j,media/stimuli/inanimate_002_right.png,animacy,identity,identity
SS1678170142653,1850,f,media/stimuli/inanimate_011_right.png,number,identity,number
SS1678170142653,1636,j,media/stimuli/animate_007_right.png,number,pose,pose
SS1678170142653,1156,j,media/stimuli/animate_002_right.png,identity,number,number
SS1678170142653,1462,f,media/stimuli/animate_006_right.png,pose,number,pose
SS1678170142653,1380,j,media/stimuli/animate_011_left.png,identity,pose,pose
SS1678170142653,2149,j,media/stimuli/inanimate_006_right.png,animacy,identity,identity
SS1678170142653,2228,j,media/stimuli/animate_003_right.png,number,pose,pose
SS1678170142653,1022,j,media/stimuli/animate_009_right.png,identity,pose,pose
SS1678170142653,1789,f,media/stimuli/animate_009_right.png,identity,animacy,identity
SS1678170142653,865,j,media/stimuli/inanimate_001_left.png,animacy,identity,identity
SS1678170142653,998,j,media/stimuli/animate_004_left.png,identity,pose,pose
SS1678170142653,775,f,media/stimuli/inanimate_003_right.png,pose,identity,pose
SS1678170142653,1898,f,media/stimuli/animate_004_right.png,identity,animacy,identity
SS1678170142653,904,j,media/stimuli/inanimate_002_left.png,animacy,number,number
SS1678170142653,914,f,media/stimuli/inanimate_011_right.png,number,animacy,number
SS1678170142653,1055,f,media/stimuli/animate_011_left.png,number,animacy,number
SS1678170142653,788,j,media/stimuli/animate_005_right.png,animacy,number,number
SS1678170142653,1021,f,media/stimuli/inanimate_011_left.png,pose,animacy,pose
SS1678170142653,1428,j,media/stimuli/animate_012_right.png,number,pose,pose
SS1678170142653,4853,j,media/stimuli/inanimate_007_right.png,number,pose,pose
SS1678170142653,1825,f,media/stimuli/animate_010_left.png,pose,identity,pose
SS1678170142653,1031,f,media/stimuli/inanimate_004_right.png,number,animacy,number
SS1678170142653,3798,j,media/stimuli/inanimate_011_left.png,number,pose,pose
SS1678170142653,3446,f,media/stimuli/inanimate_003_left.png,pose,number,pose
SS1678170142653,1331,f,media/stimuli/animate_010_right.png,number,animacy,number
SS1678170142653,647,j,media/stimuli/animate_009_right.png,identity,pose,pose
SS1678170142653,1153,f,media/stimuli/inanimate_006_right.png,number,identity,number
SS1678170142653,1628,f,media/stimuli/animate_011_right.png,identity,animacy,identity
SS1678170142653,2678,f,media/stimuli/animate_011_right.png,pose,animacy,pose
SS1678170142653,2069,j,media/stimuli/animate_008_left.png,number,pose,pose
SS1678170142653,1725,f,media/stimuli/inanimate_004_right.png,identity,animacy,identity
SS1678170142653,3395,j,media/stimuli/animate_006_right.png,pose,identity,identity
SS1678170142653,1305,j,media/stimuli/inanimate_002_left.png,animacy,number,number
SS1678170142653,1069,j,media/stimuli/inanimate_007_right.png,identity,pose,pose
SS1678170142653,1072,f,media/stimuli/inanimate_008_right.png,number,animacy,number
SS1678170142653,751,j,media/stimuli/inanimate_004_left.png,animacy,pose,pose
SS1678170142653,652,j,media/stimuli/inanimate_004_left.png,animacy,pose,pose
SS1678170142653,1277,j,media/stimuli/inanimate_008_left.png,identity,pose,pose
SS1678170142653,1129,j,media/stimuli/animate_012_right.png,identity,number,number
SS1678170142653,732,j,media/stimuli/inanimate_005_left.png,identity,number,number
SS1678170142653,2094,j,media/stimuli/animate_011_right.png,animacy,pose,pose
SS1678170142653,1045,j,media/stimuli/animate_007_right.png,animacy,number,number
SS1678170142653,1875,j,media/stimuli/inanimate_010_right.png,number,pose,pose
SS1678170142653,922,f,media/stimuli/inanimate_006_left.png,pose,animacy,pose
SS1678170142653,1696,f,media/stimuli/inanimate_003_right.png,number,identity,number
SS1678170142653,1228,f,media/stimuli/animate_012_left.png,number,animacy,number
SS1678170142653,1586,f,media/stimuli/animate_003_left.png,identity,animacy,identity
SS1678170142653,1495,f,media/stimuli/animate_006_left.png,identity,animacy,identity
SS1678170142653,1510,f,media/stimuli/animate_005_left.png,number,identity,number
SS1678170142653,985,j,media/stimuli/animate_002_right.png,identity,number,number
SS1678170142653,922,j,media/stimuli/inanimate_003_right.png,identity,pose,pose
SS1678170142653,814,j,media/stimuli/inanimate_011_right.png,identity,pose,pose
SS1678170142653,1944,f,media/stimuli/inanimate_008_left.png,identity,animacy,identity
SS1678170142653,924,f,media/stimuli/animate_001_right.png,number,animacy,number
SS1678170142653,1105,f,media/stimuli/animate_001_left.png,identity,animacy,identity
SS1678170142653,1085,f,media/stimuli/animate_006_right.png,number,animacy,number
SS1678170142653,1336,j,media/stimuli/inanimate_012_left.png,number,pose,pose
SS1678170142653,891,j,media/stimuli/animate_008_right.png,animacy,identity,identity
SS1678170142653,1010,f,media/stimuli/inanimate_005_left.png,number,identity,number
SS1678170142653,853,j,media/stimuli/animate_009_left.png,identity,number,number
SS1678170142653,1226,f,media/stimuli/animate_004_left.png,pose,identity,pose
SS1678170142653,2391,f,media/stimuli/animate_006_right.png,pose,identity,pose
SS1678170142653,1296,f,media/stimuli/animate_009_left.png,pose,animacy,pose
SS1678170142653,1053,f,media/stimuli/inanimate_009_right.png,pose,animacy,pose
SS1678170142653,1478,f,media/stimuli/inanimate_009_right.png,pose,identity,pose
SS1678170142653,1056,j,media/stimuli/inanimate_003_left.png,animacy,pose,pose
SS1678170142653,992,f,media/stimuli/animate_003_left.png,identity,animacy,identity
SS1678170142653,2688,f,media/stimuli/animate_001_left.png,number,identity,number
SS1678170142653,2948,f,media/stimuli/inanimate_001_right.png,pose,number,pose
SS1678170142653,1170,j,media/stimuli/animate_010_left.png,number,identity,identity
SS1678170142653,1649,j,media/stimuli/animate_006_left.png,animacy,pose,pose
SS1678170142653,1690,f,media/stimuli/animate_011_right.png,pose,number,pose
SS1678170142653,910,j,media/stimuli/inanimate_004_left.png,animacy,pose,pose
SS1678170142653,2246,f,media/stimuli/animate_004_left.png,number,animacy,number
SS1678170142653,794,f,media/stimuli/inanimate_011_right.png,pose,identity,pose
SS1678170142653,1280,f,media/stimuli/inanimate_006_right.png,identity,animacy,identity
SS1678170142653,2502,j,media/stimuli/inanimate_012_right.png,animacy,number,number
SS1678170142653,915,f,media/stimuli/animate_008_left.png,pose,identity,pose
SS1678170142653,632,j,media/stimuli/animate_006_right.png,identity,number,number
SS1678170142653,686,j,media/stimuli/inanimate_002_right.png,identity,number,number
SS1678170142653,969,f,media/stimuli/animate_010_right.png,pose,animacy,pose
SS1678170142653,1106,f,media/stimuli/inanimate_003_right.png,identity,animacy,identity
SS1678170142653,1223,f,media/stimuli/animate_003_right.png,pose,animacy,pose
SS1678170142653,1150,j,media/stimuli/animate_009_left.png,number,pose,pose
SS1678170142653,869,j,media/stimuli/inanimate_004_right.png,identity,number,number
SS1678170142653,902,f,media/stimuli/inanimate_007_right.png,number,identity,number
