subject,rt,response,target,left_violation,right_violation,chosen_violation
SS1678170154563,532,j,media/stimuli/inanimate_002_right.png,identity,pose,pose
SS1678170154563,1069,j,media/stimuli/animate_010_right.png,identity,pose,pose
SS1678170154563,1609,j,media/stimuli/inanimate_005_left.png,animacy,identity,identity
SS1678170154563,741,f,media/stimuli/animate_011_right.png,number,identity,number
SS1678170154563,1913,f,media/stimuli/animate_006_left.png,identity,animacy,identity
SS1678170154563,652,j,media/stimuli/inanimate_012_left.png,animacy,number,number
SS1678170154563,623,j,media/stimuli/animate_007_right.png,identity,number,number
SS1678170154563,593,j,media/stimuli/inanimate_005_left.png,identity,number,number
SS1678170154563,1884,f,media/stimuli/animate_010_left.png,identity,animacy,identity
SS1678170154563,616,j,media/stimuli/animate_002_right.png,pose,number,number
SS1678170154563,1021,f,media/stimuli/animate_006_left.png,pose,number,pose
SS1678170154563,584,f,media/stimuli/inanimate_008_right.png,number,animacy,number
SS1678170154563,927,f,media/stimuli/animate_010_left.png,pose,animacy,pose
SS1678170154563,935,j,media/stimuli/animate_012_right.png,pose,number,number
SS1678170154563,779,f,media/stimuli/animate_005_left.png,number,pose,number
SS1678170154563,1512,f,media/stimuli/animate_012_right.png,identity,animacy,identity
SS1678170154563,1908,j,media/stimuli/animate_008_left.png,identity,pose,pose
SS1678170154563,634,j,media/stimuli/inanimate_004_right.png,animacy,number,number
SS1678170154563,1722,j,media/stimuli/animate_001_left.png,pose,number,number
SS1678170154563,830,f,media/stimuli/inanimate_006_right.png,number,identity,number
SS1678170154563,930,j,media/stimuli/inanimate_007_left.png,pose,number,number
SS1678170154563,1846,j,media/stimuli/inanimate_002_right.png,identity,pose,pose
SS1678170154563,613,j,media/stimuli/animate_005_left.png,animacy,number,number
SS1678170154563,1290,j,media/stimuli/animate_001_left.png,animacy,pose,pose
SS1678170154563,1356,f,media/stimuli/inanimate_012_left.png,number,animacy,number
SS1678170154563,2047,j,media/stimuli/inanimate_005_right.png,animacy,pose,pose
SS1678170154563,707,j,media/stimuli/inanimate_008_right.png,identity,number,number
SS1678170154563,629,f,media/stimuli/inanimate_002_left.png,number,animacy,number
SS1678170154563,1757,f,media/stimuli/inanimate_008_right.png,pose,identity,pose
SS1678170154563,940,f,media/stimuli/animate_008_left.png,identity,animacy,identity
SS1678170154563,522,j,media/stimuli/animate_007_left.png,animacy,number,number
SS1678170154563,945,j,media/stimuli/animate_010_right.png,identity,pose,pose
SS1678170154563,1107,j,media/stimuli/inanimate_001_right.png,identity,number,number
SS1678170154563,646,f,media/stimuli/animate_001_left.png,pose,identity,pose
SS1678170154563,1044,j,media/stimuli/animate_004_left.png,pose,number,number
SS1678170154563,591,j,media/stimuli/inanimate_006_right.png,identity,number,number
SS1678170154563,5939,f,media/stimuli/animate_011_right.png,identity,animacy,identity
SS1678170154563,1051,j,media/stimuli/inanimate_011_right.png,animacy,identity,identity
SS1678170154563,738,j,media/stimuli/animate_010_right.png,pose,number,number
SS1678170154563,4584,j,media/stimuli/animate_010_left.png,identity,number,number
SS1678170154563,1409,f,media/stimuli/animate_011_right.png,identity,animacy,identity
SS1678170154563,961,f,media/stimuli/animate_003_right.png,pose,animacy,pose
SS1678170154563,1120,j,media/stimuli/inanimate_005_right.png,pose,number,number
SS1678170154563,738,f,media/stimuli/animate_001_right.png,number,animacy,number
SS1678170154563,1512,f,media/stimuli/animate_009_left.png,number,pose,number
SS1678170154563,1037,j,media/stimuli/inanimate_007_left.png,animacy,pose,pose
SS1678170154563,849,j,media/stimuli/animate_007_left.png,animacy,identity,identity
SS1678170154563,807,f,media/stimuli/animate_004_right.png,identity,animacy,identity
SS1678170154563,885,j,media/stimuli/inanimate_007_right.png,identity,pose,pose
SS1678170154563,536,f,media/stimuli/inanimate_005_right.png,pose,identity,pose
SS1678170154563,513,j,media/stimuli/animate_002_right.png,identity,pose,pose
SS1678170154563,507,j,media/stimuli/inanimate_006_right.png,animacy,number,number
SS1678170154563,519,j,media/stimuli/inanimate_002_left.png,animacy,pose,pose
SS1678170154563,524,j,media/stimuli/animate_011_right.png,animacy,pose,pose
SS1678170154563,603,j,media/stimuli/inanimate_006_left.png,identity,pose,pose
SS1678170154563,1295,f,media/stimuli/animate_003_left.png,animacy,identity,animacy
SS1678170154563,556,j,media/stimuli/animate_012_left.png,animacy,pose,pose
SS1678170154563,1080,j,media/stimuli/animate_002_left.png,animacy,number,number
SS1678170154563,1016,j,media/stimuli/inanimate_012_right.png,animacy,identity,identity
SS1678170154563,908,f,media/stimuli/inanimate_010_left.png,identity,animacy,identity
SS1678170154563,570,f,media/stimuli/animate_007_left.png,number,animacy,number
SS1678170154563,1081,f,media/stimuli/inanimate_012_right.png,identity,animacy,identity
SS1678170154563,1199,j,media/stimuli/inanimate_003_left.png,identity,number,number
SS1678170154563,850,f,media/stimuli/animate_007_left.png,number,animacy,number
SS1678170154563,576,f,media/stimuli/inanimate_003_right.png,pose,animacy,pose
SS1678170154563,528,j,media/stimuli/inanimate_011_left.png,animacy,pose,pose
SS1678170154563,1326,f,media/stimuli/inanimate_006_right.png,number,animacy,number
SS1678170154563,524,j,media/stimuli/inanimate_002_left.png,pose,number,number
SS1678170154563,509,f,media/stimuli/inanimate_003_right.png,pose,animacy,pose
SS1678170154563,559,f,media/stimuli/inanimate_008_right.png,pose,animacy,pose
SS1678170154563,1190,f,media/stimuli/animate_004_left.png,number,animacy,number
SS1678170154563,568,j,media/stimuli/animate_001_left.png,identity,pose,pose
SS1678170154563,627,f,media/stimuli/inanimate_012_left.png,pose,animacy,pose
SS1678170154563,1457,j,media/stimuli/inanimate_003_right.png,animacy,identity,identity
SS1678170154563,587,f,media/stimuli/inanimate_007_left.png,pose,animacy,pose
SS1678170154563,503,j,media/stimuli/inanimate_006_right.png,animacy,pose,pose
SS1678170154563,538,f,media/stimuli/animate_009_right.png,number,identity,number
SS1678170154563,584,j,media/stimuli/inanimate_004_left.png,pose,number,number
SS1678170154563,651,j,media/stimuli/inanimate_001_right.png,identity,number,number
SS1678170154563,607,f,media/stimuli/inanimate_010_left.png,number,identity,number
SS1678170154563,512,j,media/stimuli/inanimate_011_left.png,animacy,number,number
SS1678170154563,629,j,media/stimuli/animate_008_left.png,animacy,number,number
SS1678170154563,595,f,media/stimuli/animate_010_right.png,pose,identity,pose
SS1678170154563,580,f,media/stimuli/inanimate_007_left.png,pose,animacy,pose
SS1678170154563,571,j,media/stimuli/inanimate_011_left.png,identity,pose,pose
SS1678170157030,11668,j,media/stimuli/animate_006_left.png,animacy,pose,pose
SS1678170157030,1647,f,media/stimuli/animate_007_right.png,pose,animacy,pose
SS1678170157030,1289,j,media/stimuli/animate_001_left.png,identity,pose,pose
SS1678170157030,1666,f,media/stimuli/animate_012_left.png,pose,number,pose
SS1678170157030,2464,f,media/stimuli/inanimate_001_right.png,identity,animacy,identity
SS1678170157030,1246,f,media/stimuli/inanimate_002_left.png,pose,animacy,pose
SS1678170157030,1229,j,media/stimuli/animate_001_right.png,animacy,number,number
SS1678170157030,1876,j,media/stimuli/animate_012_left.png,identity,number,number
SS1678170157030,1558,j,media/stimuli/animate_011_left.png,identity,number,number
SS1678170157030,2691,f,media/stimuli/animate_011_left.png,number,identity,number
SS1678170157030,1811,f,media/stimuli/inanimate_010_right.png,identity,animacy,identity
SS1678170157030,1426,f,media/stimuli/animate_004_right.png,pose,identity,pose
SS1678170157030,1862,j,media/stimuli/animate_002_right.png,animacy,identity,identity
SS1678170157030,2237,f,media/stimuli/animate_004_left.png,number,identity,number
SS1678170157030,2072,f,media/stimuli/animate_002_right.png,pose,identity,pose
SS1678170157030,2176,f,media/stimuli/inanimate_007_right.png,identity,animacy,identity
SS1678170157030,1836,j,media/stimuli/inanimate_001_right.png,animacy,number,number
SS1678170157030,1309,f,media/stimuli/animate_005_right.png,number,animacy,number
SS1678170157030,2252,j,media/stimuli/animate_004_right.png,number,pose,pose
SS1678170157030,1761,j,media/stimuli/animate_005_left.png,number,pose,pose
SS1678170157030,1964,j,media/stimuli/animate_011_right.png,animacy,pose,pose
SS1678170157030,1873,j,media/stimuli/inanimate_011_right.png,number,pose,pose
SS1678170157030,1334,f,media/stimuli/animate_009_left.png,number,animacy,number
SS1678170157030,1513,f,media/stimuli/inanimate_006_left.png,pose,identity,pose
SS1678170157030,3662,f,media/stimuli/animate_005_left.png,pose,identity,pose
SS1678170157030,4828,f,media/stimuli/animate_003_right.png,number,identity,number
SS1678170157030,1399,j,media/stimuli/inanimate_008_left.png,animacy,number,number
SS1678170157030,1322,f,media/stimuli/animate_006_left.png,pose,animacy,pose
SS1678170157030,1423,j,media/stimuli/animate_010_right.png,animacy,number,number
SS1678170157030,1848,f,media/stimuli/inanimate_009_right.png,pose,number,pose
SS1678170157030,1260,j,media/stimuli/inanimate_003_left.png,number,pose,pose
SS1678170157030,1467,j,media/stimuli/animate_004_right.png,identity,pose,pose
SS1678170157030,1412,f,media/stimuli/animate_011_left.png,pose,identity,pose
SS1678170157030,1405,j,media/stimuli/inanimate_003_left.png,animacy,pose,pose
SS1678170157030,1341,f,media/stimuli/animate_008_left.png,identity,animacy,identity
SS1678170157030,2046,j,media/stimuli/inanimate_012_left.png,animacy,number,number
SS1678170157030,1333,j,media/stimuli/inanimate_002_left.png,number,pose,pose
SS1678170157030,1208,f,media/stimuli/animate_009_left.png,number,animacy,number
SS1678170157030,1170,j,media/stimuli/animate_001_left.png,identity,number,number
SS1678170157030,1216,j,media/stimuli/animate_006_left.png,animacy,pose,pose
SS1678170157030,1395,j,media/stimuli/inanimate_003_right.png,animacy,identity,identity
SS1678170157030,1152,j,media/stimuli/animate_003_right.png,animacy,number,number
SS1678170157030,1553,f,media/stimuli/inanimate_004_right.png,number,animacy,number
SS1678170157030,1614,f,media/stimuli/inanimate_002_left.png,number,identity,number
SS1678170157030,1122,j,media/stimuli/inanimate_012_right.png,identity,number,number
SS1678170157030,2079,f,media/stimuli/animate_006_right.png,pose,number,pose
SS1678170157030,2571,f,media/stimuli/inanimate_008_left.png,number,animacy,number
SS1678170157030,2287,f,media/stimuli/animate_006_left.png,pose,animacy,pose
SS1678170157030,2643,f,media/stimuli/inanimate_004_left.png,pose,identity,pose
SS1678170157030,1249,j,media/stimuli/animate_008_left.png,identity,pose,pose
SS1678170157030,1178,j,media/stimuli/animate_007_right.png,animacy,pose,pose
SS1678170157030,1718,j,media/stimuli/animate_003_left.png,animacy,identity,identity
SS1678170157030,1514,j,media/stimuli/animate_002_left.png,animacy,pose,pose
SS1678170157030,1372,f,media/stimuli/animate_002_right.png,number,identity,number
SS1678170157030,1152,f,media/stimuli/animate_003_right.png,number,animacy,number
SS1678170157030,1592,f,media/stimuli/animate_002_right.png,identity,animacy,identity
SS1678170157030,1620,f,media/stimuli/animate_004_right.png,pose,animacy,pose
SS1678170157030,1546,j,media/stimuli/animate_004_right.png,animacy,pose,pose
SS1678170157030,1197,j,media/stimuli/animate_012_left.png,animacy,pose,pose
SS1678170157030,1332,j,media/stimuli/animate_001_right.png,animacy,number,number
SS1678170157030,2440,j,media/stimuli/animate_008_left.png,identity,pose,pose
SS1678170157030,2274,j,media/stimuli/inanimate_004_left.png,number,pose,pose
SS1678170157030,1608,f,media/stimuli/animate_008_left.png,pose,number,pose
SS1678170157030,1941,j,media/stimuli/animate_001_right.png,number,pose,pose
SS1678170157030,1504,f,media/stimuli/inanimate_005_left.png,identity,animacy,identity
SS1678170157030,1501,f,media/stimuli/inanimate_004_left.png,pose,identity,pose
SS1678170157030,1431,f,media/stimuli/inanimate_005_right.png,pose,identity,pose
SS1678170157030,1547,j,media/stimuli/inanimate_006_right.png,animacy,identity,identity
SS1678170157030,1239,f,media/stimuli/inanimate_002_left.png,pose,identity,pose
SS1678170157030,1571,f,media/stimuli/inanimate_012_left.png,pose,number,pose
SS1678170157030,1444,f,media/stimuli/animate_007_right.png,pose,number,pose
SS1678170157030,3909,f,media/stimuli/animate_010_right.png,pose,number,pose
SS1678170157030,1065,j,media/stimuli/inanimate_011_left.png,identity,number,number
SS1678170157030,1563,j,media/stimuli/inanimate_008_right.png,number,pose,pose
SS1678170157030,1688,j,media/stimuli/inanimate_004_right.png,animacy,identity,identity
SS1678170157030,1188,f,media/stimuli/animate_009_left.png,number,animacy,number
SS1678170157030,1292,j,media/stimuli/inanimate_001_left.png,number,pose,pose
SS1678170157030,1056,f,media/stimuli/inanimate_011_right.png,pose,animacy,pose
SS1678170157030,1404,f,media/stimuli/inanimate_008_left.png,identity,animacy,identity
SS1678170157030,1331,j,media/stimuli/animate_003_right.png,animacy,number,number
SS1678170157030,1341,j,media/stimuli/inanimate_011_left.png,animacy,number,number
SS1678170157030,1743,j,media/stimuli/animate_009_left.png,identity,number,number
SS1678170157030,1067,f,media/stimuli/animate_007_right.png,pose,animacy,pose
SS1678170157030,1210,f,media/stimuli/inanimate_009_right.png,pose,animacy,pose
SS1678170157030,1731,f,media/stimuli/animate_012_left.png,number,identity,number
SS1678170157030,946,j,media/stimuli/inanimate_006_right.png,identity,number,number
SS1678170157030,1155,f,media/stimuli/inanimate_003_right.png,number,identity,number
SS1678170157030,1636,f,media/stimuli/inanimate_001_right.png,identity,animacy,identity
SS1678170157030,1298,f,media/stimuli/animate_004_right.png,pose,identity,pose
SS1678170157030,1358,j,media/stimuli/animate_010_left.png,identity,number,number
SS1678170157030,1701,f,media/stimuli/inanimate_005_left.png,number,identity,number
SS1678170157030,1657,j,media/stimuli/inanimate_012_left.png,animacy,identity,identity
SS1678170157030,2144,j,media/stimuli/animate_011_left.png,number,pose,pose
SS1678170157030,1837,f,media/stimuli/animate_004_left.png,identity,animacy,identity
SS1678170157030,1948,j,media/stimuli/animate_003_right.png,animacy,pose,pose
SS1678170157030,1959,j,media/stimuli/inanimate_001_right.png,animacy,number,number
SS1678170157030,1266,f,media/stimuli/inanimate_012_left.png,pose,animacy,pose
SS1678170157030,1665,j,media/stimuli/inanimate_004_right.png,animacy,identity,identity
SS1678170157030,1414,j,media/stimuli/inanimate_008_left.png,identity,pose,pose
SS1678170157030,1148,f,media/stimuli/inanimate_004_right.png,pose,animacy,pose
SS1678170157030,1362,j,media/stimuli/animate_010_right.png,animacy,identity,identity
SS1678170157030,2235,j,media/stimuli/inanimate_005_left.png,number,pose,pose
SS1678170157030,1830,j,media/stimuli/inanimate_012_left.png,animacy,number,number
SS1678170157030,1048,j,media/stimuli/inanimate_007_right.png,animacy,pose,pose
SS1678170157030,1995,j,media/stimuli/inanimate_007_left.png,identity,number,number
SS1678170157030,1329,f,media/stimuli/animate_012_left.png,identity,animacy,identity
SS1678170157030,1306,f,media/stimuli/inanimate_010_left.png,pose,identity,pose
SS1678170157030,1519,f,media/stimuli/inanimate_009_left.png,identity,animacy,identity
SS1678170157030,1122,j,media/stimuli/inanimate_011_right.png,animacy,pose,pose
SS1678170157030,1203,j,media/stimuli/animate_006_right.png,identity,number,number
SS1678170157030,1767,j,media/stimuli/inanimate_006_right.png,number,pose,pose
SS1678170157030,1156,f,media/stimuli/inanimate_001_right.png,number,animacy,number
SS1678170157030,1229,f,media/stimuli/animate_003_right.png,pose,number,pose
SS1678170157030,1190,f,media/stimuli/inanimate_007_left.png,pose,identity,pose
SS1678170157030,1262,f,media/stimuli/animate_007_right.png,number,identity,number
SS1678170157030,1232,f,media/stimuli/animate_006_left.png,number,animacy,number
SS1678170157030,3301,f,media/stimuli/animate_006_right.png,number,identity,number
SS1678170157030,1163,j,media/stimuli/inanimate_009_left.png,animacy,number,number
SS1678170157030,1145,f,media/stimuli/animate_009_left.png,number,identity,number
SS1678170157030,1159,j,media/stimuli/inanimate_010_left.png,number,pose,pose
SS1678170157030,1287,f,media/stimuli/inanimate_006_left.png,number,animacy,number
SS1678170157030,2739,j,media/stimuli/animate_012_left.png,identity,number,number
SS1678170157030,2931,j,media/stimuli/inanimate_005_left.png,animacy,identity,identity
SS1678170157030,985,f,media/stimuli/animate_002_right.png,pose,identity,pose
SS1678170157030,892,f,media/stimuli/animate_007_right.png,pose,identity,pose
SS1678170157030,1536,f,media/stimuli/inanimate_007_left.png,pose,number,pose
SS1678170157030,1220,j,media/stimuli/inanimate_004_right.png,identity,number,number
SS1678170157030,1601,j,media/stimuli/animate_005_right.png,animacy,identity,identity
SS1678170157030,1788,f,media/stimuli/inanimate_004_left.png,pose,identity,pose
SS1678170157030,1314,j,media/stimuli/animate_001_left.png,identity,pose,pose
SS1678170157030,1285,j,media/stimuli/animate_012_left.png,identity,pose,pose
SS1678170157030,1104,f,media/stimuli/animate_001_left.png,pose,animacy,pose
SS1678170157030,1501,f,media/stimuli/animate_009_left.png,pose,number,pose
SS1678170157030,1135,j,media/stimuli/inanimate_010_right.png,animacy,number,number
SS1678170157030,915,f,media/stimuli/animate_009_left.png,pose,animacy,pose
SS1678170157030,1105,f,media/stimuli/animate_002_right.png,pose,number,pose
SS1678170157030,1205,f,media/stimuli/inanimate_003_left.png,pose,animacy,pose
SS1678170157030,1003,j,media/stimuli/animate_008_left.png,identity,pose,pose
SS1678170157030,1169,f,media/stimuli/inanimate_011_right.png,identity,animacy,identity
SS1678170157030,1340,j,media/stimuli/animate_012_left.png,animacy,identity,identity
SS1678170157030,1113,j,media/stimuli/inanimate_008_left.png,animacy,number,number
SS1678170157030,1544,f,media/stimuli/inanimate_001_right.png,identity,animacy,identity
SS1678170157030,1473,j,media/stimuli/inanimate_010_left.png,identity,pose,pose
SS1678170157030,2111,f,media/stimuli/inanimate_009_left.png,number,identity,number
SS1678170202286,3724,j,NA,NA,NA,NA
SS1678170202286,2519,n,NA,NA,NA,NA
SS1678170202286,19833,f,media/stimuli/animate_006_right.png,number,animacy,number
SS1678170202286,14052,j,media/stimuli/animate_006_left.png,number,pose,pose
SS1678170202286,3022,f,media/stimuli/inanimate_008_left.png,pose,number,pose
SS1678170202286,9583,j,media/stimuli/animate_003_right.png,animacy,identity,identity
SS1678170202286,2304,j,media/stimuli/animate_006_right.png,identity,pose,pose
SS1678170202286,2439,f,media/stimuli/inanimate_001_left.png,pose,identity,pose
SS1678170202286,2913,j,media/stimuli/inanimate_009_right.png,identity,pose,pose
SS1678170202286,1978,j,media/stimuli/animate_008_right.png,animacy,number,number
SS1678170202286,2203,f,media/stimuli/inanimate_001_right.png,identity,animacy,identity
SS1678170202286,1549,j,media/stimuli/animate_007_right.png,identity,pose,pose
SS1678170202286,2283,j,media/stimuli/animate_011_left.png,identity,pose,pose
SS1678170202286,1359,f,media/stimuli/animate_006_left.png,pose,animacy,pose
SS1678170202286,2518,x,NA,NA,NA,NA
SS1678170202286,3970,f,media/stimuli/inanimate_008_left.png,identity,animacy,identity
SS1678170202286,1235,f,media/stimuli/animate_001_right.png,pose,identity,pose
SS1678170202286,1133,j,media/stimuli/animate_006_left.png,animacy,pose,pose
SS1678170202286,909,j,media/stimuli/animate_002_right.png,identity,pose,pose
SS1678170202286,1438,f,media/stimuli/animate_001_left.png,pose,animacy,pose
SS1678170202286,2303,j,media/stimuli/animate_009_right.png,identity,pose,pose
SS1678170202286,740,j,media/stimuli/animate_010_left.png,identity,number,number
SS1678170202286,1100,j,media/stimuli/inanimate_008_right.png,identity,number,number
SS1678170202286,1764,f,media/stimuli/inanimate_012_left.png,number,identity,number
SS1678170202286,1077,j,media/stimuli/animate_011_right.png,animacy,number,number
SS1678170202286,2360,j,media/stimuli/inanimate_001_right.png,animacy,identity,identity
SS1678170202286,964,j,media/stimuli/animate_006_left.png,animacy,pose,pose
SS1678170202286,1201,x,NA,NA,NA,NA
SS1678170202286,2159,f,media/stimuli/inanimate_003_right.png,number,pose,number
SS1678170202286,1189,j,media/stimuli/animate_012_left.png,identity,number,number
SS1678170202286,1043,j,media/stimuli/animate_001_left.png,number,pose,pose
SS1678170202286,852,j,media/stimuli/animate_007_left.png,number,pose,pose
SS1678170202286,953,f,media/stimuli/inanimate_003_left.png,pose,identity,pose
SS1678170202286,6118,f,media/stimuli/animate_007_right.png,identity,animacy,identity
SS1678170202286,1459,f,media/stimuli/animate_006_right.png,number,animacy,number
SS1678170202286,1572,j,media/stimuli/animate_010_left.png,animacy,identity,identity
SS1678170202286,1045,j,media/stimuli/inanimate_006_right.png,animacy,pose,pose
SS1678170202286,940,f,media/stimuli/inanimate_001_right.png,number,animacy,number
SS1678170202286,818,f,media/stimuli/animate_009_left.png,number,identity,number
SS1678170202286,5082,f,media/stimuli/inanimate_011_right.png,identity,animacy,identity
SS1678170202286,851,f,NA,NA,NA,NA
SS1678170202286,942,f,media/stimuli/inanimate_011_left.png,number,animacy,number
SS1678170202286,1121,f,media/stimuli/inanimate_012_right.png,number,animacy,number
SS1678170202286,1291,f,media/stimuli/inanimate_002_right.png,identity,animacy,identity
SS1678170202286,2348,j,media/stimuli/inanimate_009_right.png,pose,number,number
SS1678170202286,1662,j,media/stimuli/inanimate_012_left.png,animacy,pose,pose
SS1678170202286,2955,f,media/stimuli/inanimate_004_right.png,number,pose,number
SS1678170202286,2652,j,media/stimuli/animate_003_left.png,animacy,number,number
SS1678170202286,6803,f,media/stimuli/inanimate_011_right.png,identity,animacy,identity
SS1678170202286,964,f,media/stimuli/animate_002_right.png,pose,identity,pose
SS1678170202286,964,f,media/stimuli/inanimate_006_right.png,number,identity,number
SS1678170202286,1010,f,NA,NA,NA,NA
SS1678170202286,908,j,media/stimuli/animate_003_right.png,animacy,pose,pose
SS1678170202286,4733,f,media/stimuli/animate_009_right.png,pose,identity,pose
SS1678170202286,2809,f,media/stimuli/inanimate_011_right.png,animacy,identity,animacy
SS1678170202286,1224,f,media/stimuli/animate_007_right.png,number,identity,number
SS1678170202286,939,f,media/stimuli/animate_011_left.png,pose,identity,pose
SS1678170202286,750,j,media/stimuli/inanimate_011_left.png,identity,number,number
SS1678170202286,6016,j,media/stimuli/animate_009_right.png,pose,number,number
SS1678170202286,940,f,media/stimuli/animate_007_right.png,pose,identity,pose
SS1678170202286,896,f,media/stimuli/animate_005_right.png,number,animacy,number
SS1678170202286,727,f,media/stimuli/inanimate_001_right.png,number,animacy,number
SS1678170202286,2022,j,media/stimuli/inanimate_004_right.png,identity,number,number
SS1678170202286,1356,f,media/stimuli/inanimate_011_right.png,pose,identity,pose
SS1678170202286,965,f,NA,NA,NA,NA
SS1678170202286,919,j,media/stimuli/inanimate_010_right.png,number,pose,pose
SS1678170202286,1806,j,media/stimuli/animate_003_right.png,animacy,identity,identity
SS1678170202286,682,j,media/stimuli/inanimate_011_left.png,animacy,number,number
SS1678170202286,1065,f,media/stimuli/inanimate_008_right.png,number,identity,number
SS1678170202286,907,f,media/stimuli/inanimate_002_right.png,pose,number,pose
SS1678170202286,5126,j,media/stimuli/animate_009_right.png,identity,animacy,animacy
SS1678170202286,850,f,media/stimuli/inanimate_010_left.png,number,animacy,number
SS1678170202286,738,j,media/stimuli/inanimate_006_right.png,animacy,pose,pose
SS1678170202286,715,j,media/stimuli/animate_011_right.png,identity,number,number
SS1678170202286,649,j,media/stimuli/inanimate_007_left.png,animacy,number,number
SS1678170202286,896,j,media/stimuli/inanimate_009_left.png,animacy,pose,pose
SS1678170202286,3246,j,media/stimuli/animate_001_right.png,animacy,identity,identity
SS1678170202286,1155,f,NA,NA,NA,NA
SS1678170202286,874,f,media/stimuli/animate_011_right.png,number,identity,number
SS1678170202286,647,f,media/stimuli/inanimate_010_left.png,pose,animacy,pose
SS1678170202286,1795,j,media/stimuli/animate_005_left.png,identity,number,number
SS1678170202286,2280,f,media/stimuli/inanimate_010_right.png,identity,animacy,identity
SS1678170202286,806,j,media/stimuli/inanimate_010_left.png,animacy,pose,pose
SS1678170202286,796,f,media/stimuli/inanimate_007_left.png,number,animacy,number
SS1678170202286,3282,f,media/stimuli/inanimate_005_right.png,identity,animacy,identity
SS1678170202286,1085,f,media/stimuli/inanimate_001_right.png,identity,animacy,identity
SS1678170202286,2607,f,media/stimuli/inanimate_006_left.png,number,pose,number
SS1678170202286,961,f,media/stimuli/animate_002_left.png,pose,animacy,pose
SS1678170202286,817,f,media/stimuli/animate_008_right.png,number,animacy,number
SS1678170202286,850,f,NA,NA,NA,NA
SS1678170202286,3148,b,NA,NA,NA,NA
SS1678170202286,2019,v,NA,NA,NA,NA
SS1678170202286,2000,b,NA,NA,NA,NA
SS1678170202286,7903,j,media/stimuli/inanimate_010_left.png,identity,pose,pose
SS1678170202286,1096,f,media/stimuli/animate_009_left.png,number,identity,number
SS1678170202286,1265,j,media/stimuli/animate_010_right.png,animacy,pose,pose
SS1678170202286,894,f,media/stimuli/animate_010_right.png,pose,animacy,pose
SS1678170202286,928,f,media/stimuli/inanimate_006_right.png,pose,animacy,pose
SS1678170202286,882,f,media/stimuli/animate_001_right.png,pose,identity,pose
SS1678170202286,3033,f,media/stimuli/inanimate_001_right.png,identity,animacy,identity
SS1678170202286,1107,j,media/stimuli/animate_005_left.png,identity,pose,pose
SS1678170202286,5598,f,media/stimuli/animate_008_right.png,pose,number,pose
SS1678170202286,1096,f,media/stimuli/inanimate_003_right.png,number,identity,number
SS1678170202286,747,f,media/stimuli/animate_002_left.png,number,identity,number
SS1678170202286,984,f,NA,NA,NA,NA
SS1678170202286,6239,j,media/stimuli/inanimate_012_right.png,animacy,number,number
SS1678170202286,904,f,media/stimuli/animate_007_right.png,pose,identity,pose
SS1678170202286,859,j,media/stimuli/inanimate_002_right.png,animacy,pose,pose
SS1678170202286,835,f,media/stimuli/animate_006_right.png,number,animacy,number
SS1678170202286,3942,f,media/stimuli/inanimate_004_right.png,identity,animacy,identity
SS1678170202286,882,j,media/stimuli/animate_011_left.png,identity,pose,pose
SS1678170202286,873,f,media/stimuli/inanimate_002_right.png,number,animacy,number
SS1678170202286,1018,j,media/stimuli/inanimate_009_right.png,animacy,number,number
SS1678170202286,1231,f,media/stimuli/inanimate_005_right.png,pose,identity,pose
SS1678170202286,4640,f,media/stimuli/animate_009_right.png,identity,animacy,identity
SS1678170202286,1974,j,media/stimuli/animate_005_right.png,pose,number,number
SS1678170202286,1884,j,media/stimuli/inanimate_011_right.png,pose,number,number
SS1678170202286,3729,f,NA,NA,NA,NA
SS1678170202286,4842,f,media/stimuli/animate_003_right.png,number,identity,number
SS1678170202286,873,j,media/stimuli/inanimate_002_right.png,animacy,pose,pose
SS1678170202286,1094,f,media/stimuli/inanimate_007_left.png,pose,number,pose
SS1678170202286,1006,f,media/stimuli/animate_010_right.png,number,animacy,number
SS1678170202286,2119,j,media/stimuli/animate_011_right.png,pose,number,number
SS1678170202286,927,j,media/stimuli/animate_009_left.png,identity,number,number
SS1678170202286,860,f,media/stimuli/inanimate_001_right.png,number,identity,number
SS1678170202286,1917,f,media/stimuli/animate_012_left.png,pose,number,pose
SS1678170202286,960,j,media/stimuli/animate_010_left.png,identity,number,number
SS1678170202286,1771,j,media/stimuli/animate_009_right.png,animacy,pose,pose
SS1678170202286,962,f,media/stimuli/inanimate_010_left.png,number,animacy,number
SS1678170202286,1818,f,media/stimuli/animate_007_right.png,identity,animacy,identity
SS1678170202286,2354,f,NA,NA,NA,NA
SS1678170202286,894,f,media/stimuli/animate_003_right.png,pose,animacy,pose
SS1678170202286,759,j,media/stimuli/inanimate_005_left.png,animacy,pose,pose
SS1678170202286,5799,j,media/stimuli/inanimate_007_right.png,animacy,identity,identity
SS1678170202286,925,f,media/stimuli/inanimate_004_right.png,number,identity,number
SS1678170202286,1419,f,media/stimuli/animate_003_left.png,number,pose,number
SS1678170202286,712,f,media/stimuli/inanimate_002_right.png,pose,identity,pose
SS1678170202286,927,j,media/stimuli/inanimate_001_left.png,number,pose,pose
SS1678170202286,1906,f,media/stimuli/animate_008_left.png,identity,animacy,identity
SS1678170202286,3538,f,media/stimuli/inanimate_010_right.png,identity,animacy,identity
