target,left,right,target_number,left_number,right_number,target_match_name,left_match_name,right_match_name,left_eds,right_eds,left_p_eds,right_p_eds
inanimate_004_left.png,animate_012_left.png,inanimate_011_left.png,pair,pair,pair,inanimate_004_left_pair.png,animate_012_left_pair.png,inanimate_011_left_pair.png,0.3299293826343469,0.28589637537975965,0.5357511899117239,0.4642488100882761
animate_005_right.png,animate_005_right.png,animate_005_left.png,single,pair,single,animate_005_right.png,animate_005_right_pair.png,animate_005_left.png,0.02994586739360627,0.03855025458697925,0.4371906982134565,0.5628093017865434
animate_012_left.png,animate_012_left.png,inanimate_005_right.png,pair,pair,pair,animate_012_left_pair.png,animate_012_left_pair.png,inanimate_005_right_pair.png,0,0.28282556548095605,0,1
inanimate_006_left.png,inanimate_007_left.png,animate_011_left.png,pair,pair,pair,inanimate_006_left_pair.png,inanimate_007_left_pair.png,animate_011_left_pair.png,0.15996116275683758,0.2906586047058617,0.35498034996895383,0.6450196500310462
animate_008_right.png,inanimate_003_right.png,animate_008_left.png,single,single,single,animate_008_right.png,inanimate_003_right.png,animate_008_left.png,0.28082247811008065,0.05653853552563359,0.832409397528416,0.16759060247158394
inanimate_012_left.png,inanimate_012_left.png,animate_011_left.png,single,pair,single,inanimate_012_left.png,inanimate_012_left_pair.png,animate_011_left.png,0.05891375663934406,0.3387786145891799,0.14813901623848535,0.8518609837615146
inanimate_006_left.png,animate_003_left.png,inanimate_002_left.png,pair,pair,pair,inanimate_006_left_pair.png,animate_003_left_pair.png,inanimate_002_left_pair.png,0.3867364801702884,0.2929403627022731,0.5690005246254961,0.43099947537450384
animate_007_left.png,animate_007_right.png,animate_005_left.png,single,single,single,animate_007_left.png,animate_007_right.png,animate_005_left.png,0.01177825515321462,0.1720288657347001,0.06407942791507507,0.935920572084925
animate_012_left.png,animate_010_left.png,animate_012_left.png,single,single,pair,animate_012_left.png,animate_010_left.png,animate_012_left_pair.png,0.21265589208646615,0.11395894580462151,0.6510907264947282,0.34890927350527173
inanimate_006_left.png,animate_011_left.png,inanimate_008_left.png,pair,pair,pair,inanimate_006_left_pair.png,animate_011_left_pair.png,inanimate_008_left_pair.png,0.2906586047058617,0.3065952821058938,0.48665837280264107,0.513341627197359
animate_007_right.png,animate_007_right.png,animate_007_left.png,single,pair,single,animate_007_right.png,animate_007_right_pair.png,animate_007_left.png,0.04932645584900397,0.01177825515321462,0.8072447285973257,0.19275527140267423
inanimate_006_right.png,inanimate_005_right.png,inanimate_006_left.png,single,single,single,inanimate_006_right.png,inanimate_005_right.png,inanimate_006_left.png,0.31317594214115707,0.01970925782362265,0.940792628132137,0.059207371867863005
animate_010_right.png,inanimate_003_right.png,animate_010_right.png,single,single,pair,animate_010_right.png,inanimate_003_right.png,animate_010_right_pair.png,0.23939393559048183,0.03994363566823378,0.8570058603708595,0.14299413962914057
inanimate_008_right.png,inanimate_003_right.png,inanimate_008_right.png,single,single,pair,inanimate_008_right.png,inanimate_003_right.png,inanimate_008_right_pair.png,0.3281952522874114,0.06591155953060335,0.8327571167152547,0.16724288328474535
inanimate_012_left.png,animate_002_left.png,inanimate_012_left.png,single,single,pair,inanimate_012_left.png,animate_002_left.png,inanimate_012_left_pair.png,0.1472589098026832,0.05891375663934406,0.7142504015879828,0.2857495984120172
animate_011_right.png,animate_011_right.png,animate_001_right.png,single,pair,single,animate_011_right.png,animate_011_right_pair.png,animate_001_right.png,0.04518736209495899,0.11557661821973486,0.28107889594737073,0.7189211040526292
animate_006_left.png,animate_006_left.png,animate_008_left.png,single,pair,single,animate_006_left.png,animate_006_left_pair.png,animate_008_left.png,0.04311421766109746,0.1353252413007493,0.24161818194212287,0.7583818180578771
animate_004_left.png,animate_004_left.png,inanimate_006_right.png,pair,pair,pair,animate_004_left_pair.png,animate_004_left_pair.png,inanimate_006_right_pair.png,2.220446049250313e-16,0.4510375999725451,4.922973271819183e-16,0.9999999999999996
animate_007_left.png,animate_007_right.png,animate_010_left.png,single,single,single,animate_007_left.png,animate_007_right.png,animate_010_left.png,0.01177825515321462,0.05714284572610839,0.17089476231434092,0.829105237685659
animate_001_left.png,inanimate_004_left.png,animate_001_right.png,pair,pair,pair,animate_001_left_pair.png,inanimate_004_left_pair.png,animate_001_right_pair.png,0.19726597756565323,0.10134615681248917,0.6606093820549463,0.3393906179450537
inanimate_012_left.png,inanimate_012_left.png,animate_005_left.png,single,pair,single,inanimate_012_left.png,inanimate_012_left_pair.png,animate_005_left.png,0.05891375663934406,0.22357814069047777,0.20855025293189078,0.7914497470681092
inanimate_007_right.png,inanimate_010_right.png,inanimate_007_left.png,single,single,single,inanimate_007_right.png,inanimate_010_right.png,inanimate_007_left.png,0.16216800767567197,0.03878739876274528,0.806985044840624,0.19301495515937597
inanimate_003_left.png,inanimate_003_left.png,inanimate_001_left.png,single,pair,single,inanimate_003_left.png,inanimate_003_left_pair.png,inanimate_001_left.png,0.135450868891003,0.2083757273912328,0.3939511089474181,0.606048891052582
inanimate_012_left.png,animate_010_left.png,inanimate_012_left.png,single,single,pair,inanimate_012_left.png,animate_010_left.png,inanimate_012_left_pair.png,0.362926679881972,0.05891375663934406,0.8603411348490602,0.13965886515093978
inanimate_012_left.png,inanimate_012_left.png,inanimate_012_right.png,pair,single,pair,inanimate_012_left_pair.png,inanimate_012_left.png,inanimate_012_right_pair.png,0.05891375663934406,0.01770470705569005,0.7689237528155038,0.23107624718449618
inanimate_006_left.png,animate_010_left.png,inanimate_002_left.png,pair,pair,pair,inanimate_006_left_pair.png,animate_010_left_pair.png,inanimate_002_left_pair.png,0.5021218083539887,0.2929403627022731,0.6315503700633954,0.36844962993660463
inanimate_004_left.png,inanimate_004_left.png,animate_004_left.png,pair,single,pair,inanimate_004_left_pair.png,inanimate_004_left.png,animate_004_left_pair.png,0.05100324281908985,0.334346170167672,0.13235583369330836,0.8676441663066916
inanimate_007_right.png,animate_012_right.png,inanimate_007_left.png,single,single,single,inanimate_007_right.png,animate_012_right.png,inanimate_007_left.png,0.2634981963089561,0.03878739876274528,0.8716862483852563,0.12831375161474368
inanimate_001_right.png,animate_005_right.png,inanimate_001_left.png,single,single,single,inanimate_001_right.png,animate_005_right.png,inanimate_001_left.png,0.20918949081668547,0.01068090794340659,0.9514218011899779,0.04857819881002211
inanimate_009_left.png,inanimate_012_left.png,animate_008_left.png,pair,pair,pair,inanimate_009_left_pair.png,inanimate_012_left_pair.png,animate_008_left_pair.png,0.4689875335066326,0.31566950502400903,0.5976974786141782,0.4023025213858218
inanimate_004_left.png,animate_008_left.png,inanimate_004_left.png,pair,pair,single,inanimate_004_left_pair.png,animate_008_left_pair.png,inanimate_004_left.png,0.19053780234491813,0.05100324281908985,0.7888423361567459,0.21115766384325407
animate_009_left.png,animate_007_left.png,animate_009_right.png,single,single,single,animate_009_left.png,animate_007_left.png,animate_009_right.png,0.04529785990462731,0.02062798247455133,0.6871032400935044,0.3128967599064955
inanimate_005_right.png,inanimate_010_right.png,inanimate_005_right.png,pair,pair,single,inanimate_005_right_pair.png,inanimate_010_right_pair.png,inanimate_005_right.png,0.21876854926853384,0.09301038760061886,0.7016784118432816,0.29832158815671833
inanimate_008_right.png,inanimate_008_left.png,animate_012_right.png,single,single,single,inanimate_008_right.png,inanimate_008_left.png,animate_012_right.png,0.03464955010989112,0.3645003308473952,0.08680836889338575,0.9131916311066143
inanimate_009_right.png,inanimate_009_right.png,inanimate_006_right.png,single,pair,single,inanimate_009_right.png,inanimate_009_right_pair.png,inanimate_006_right.png,0.138973158940227,0.176055187131392,0.4411449340137558,0.5588550659862442
animate_012_left.png,animate_012_left.png,inanimate_007_left.png,single,pair,single,animate_012_left.png,animate_012_left_pair.png,inanimate_007_left.png,0.11395894580462151,0.33560933370660706,0.2534852902178016,0.7465147097821985
animate_009_left.png,animate_009_left.png,animate_009_right.png,single,pair,single,animate_009_left.png,animate_009_left_pair.png,animate_009_right.png,0.08588268148363154,0.02062798247455133,0.8063294161545169,0.19367058384548308
animate_008_left.png,inanimate_003_left.png,animate_008_left.png,single,single,pair,animate_008_left.png,inanimate_003_left.png,animate_008_left_pair.png,0.24855353149075488,0.0512816229357641,0.8289672769230542,0.17103272307694578
animate_007_left.png,animate_007_right.png,inanimate_002_left.png,pair,pair,pair,animate_007_left_pair.png,animate_007_right_pair.png,inanimate_002_left_pair.png,0.02011750397221312,0.33618884469495314,0.056461256015972176,0.9435387439840278
inanimate_011_left.png,inanimate_004_left.png,inanimate_011_left.png,single,single,pair,inanimate_011_left.png,inanimate_004_left.png,inanimate_011_left_pair.png,0.2787690344419579,0.1019178918439314,0.7322789809508907,0.26772101904910917
inanimate_003_left.png,animate_008_left.png,inanimate_003_left.png,pair,pair,single,inanimate_003_left_pair.png,animate_008_left_pair.png,inanimate_003_left.png,0.21416882218176805,0.135450868891003,0.6125765443148059,0.3874234556851942
inanimate_008_right.png,inanimate_008_left.png,inanimate_008_right.png,pair,pair,single,inanimate_008_right_pair.png,inanimate_008_left_pair.png,inanimate_008_right.png,0.02988202868544776,0.06591155953060335,0.3119418453983828,0.6880581546016172
animate_008_left.png,animate_001_left.png,inanimate_006_left.png,single,single,single,animate_008_left.png,animate_001_left.png,inanimate_006_left.png,0.1941187422394376,0.41310480056416,0.3196825033218846,0.6803174966781155
animate_001_right.png,animate_001_right.png,animate_007_right.png,single,pair,single,animate_001_right.png,animate_001_right_pair.png,animate_007_right.png,0.06466942640395112,0.10268455064380022,0.38642300317427714,0.6135769968257229
inanimate_010_right.png,inanimate_010_left.png,inanimate_003_right.png,pair,pair,pair,inanimate_010_right_pair.png,inanimate_010_left_pair.png,inanimate_003_right_pair.png,0.01733680057155839,0.23129886236039343,0.06972773079742481,0.9302722692025752
animate_004_left.png,animate_004_left.png,inanimate_002_right.png,pair,pair,pair,animate_004_left_pair.png,animate_004_left_pair.png,inanimate_002_right_pair.png,2.220446049250313e-16,0.41575056120150766,5.340813113596971e-16,0.9999999999999994
inanimate_005_right.png,inanimate_005_right.png,animate_004_left.png,pair,pair,pair,inanimate_005_right_pair.png,inanimate_005_right_pair.png,animate_004_left_pair.png,1.1102230246251563e-16,0.48177482771297264,2.3044438205613233e-16,0.9999999999999998
animate_006_left.png,animate_004_left.png,animate_006_left.png,single,single,pair,animate_006_left.png,animate_004_left.png,animate_006_left_pair.png,0.15863428307383032,0.04311421766109746,0.7862972091289832,0.21370279087101685
animate_008_right.png,inanimate_001_right.png,animate_008_left.png,single,single,single,animate_008_right.png,inanimate_001_right.png,animate_008_left.png,0.41905041152449585,0.05653853552563359,0.8811189034641839,0.11888109653581615
inanimate_008_left.png,animate_006_left.png,inanimate_008_left.png,pair,pair,single,inanimate_008_left_pair.png,animate_006_left_pair.png,inanimate_008_left.png,0.5555598417770852,0.0915579601031964,0.8585142305818766,0.14148576941812344
animate_011_right.png,animate_011_right.png,animate_010_right.png,single,pair,single,animate_011_right.png,animate_011_right_pair.png,animate_010_right.png,0.04518736209495899,0.091781256234148,0.3299103301632436,0.6700896698367564
inanimate_002_left.png,inanimate_011_left.png,inanimate_002_right.png,single,single,single,inanimate_002_left.png,inanimate_011_left.png,inanimate_002_right.png,0.3662854581760022,0.00823301668324283,0.9780170612775857,0.02198293872241426
inanimate_010_left.png,inanimate_012_left.png,inanimate_010_left.png,pair,pair,single,inanimate_010_left_pair.png,inanimate_012_left_pair.png,inanimate_010_left.png,0.17805681855838396,0.08525194519665535,0.6762282273446595,0.3237717726553405
inanimate_001_right.png,inanimate_001_left.png,animate_007_right.png,single,single,single,inanimate_001_right.png,inanimate_001_left.png,animate_007_right.png,0.01068090794340659,0.3629702977072701,0.028585236128990523,0.9714147638710094
animate_012_left.png,animate_002_left.png,inanimate_012_left.png,single,single,single,animate_012_left.png,animate_002_left.png,inanimate_012_left.png,0.16234647282250692,0.271720360522931,0.3740126182211871,0.625987381778813
inanimate_005_right.png,inanimate_003_right.png,animate_001_right.png,single,single,single,inanimate_005_right.png,inanimate_003_right.png,animate_001_right.png,0.24523517438922093,0.36434914873479496,0.4022990176854162,0.5977009823145838
