success,trial_type,trial_index,time_elapsed,internal_node_id,subject,rt,responses,stimulus,key_press,view_history,stimulus_type,subject_num,condition_num,block_number,block_type,fam_duration,stimulus_displayed,response,question_order
TRUE,fullscreen,0,56923354,0.0-0.0,SS1673923423552,,,,,,,,,,,,,,
,survey-text,1,56929503,0.0-1.0,SS1673923423552,6142.9,"{""Age"":""318"",""Gender"":""M""}",,,,,,,,,,,,
,audio-keyboard-response,2,56953090,0.0-2.0,SS1673923423552,23584.5,,stimuli/audio/music_intro.wav,39,,,,,,,,,,
,html-keyboard-response,3,56954593,0.0-3.0,SS1673923423552,1501.3,,<p><img src=stimuli/intro/intro2.jpeg width ='1200' height = '667'></p>,39,,,,,,,,,,
,html-keyboard-response,4,57025187,0.0-4.0,SS1673923423552,70592.9,,<p><img src=stimuli/intro/intro3.jpeg width ='1200' height = '667'></p>,39,,,,,,,,,,
,html-keyboard-response,5,57039950,0.0-5.0,SS1673923423552,14762,,<p><img src=stimuli/intro/intro4.jpeg width ='1200' height = '667'></p>,39,,,,,,,,,,
,html-keyboard-response,6,57047925,0.0-6.0,SS1673923423552,7974,,<p><img src=stimuli/intro/intro5.jpeg width ='1200' height = '667'></p>,39,,,,,,,,,,
,html-keyboard-response,7,57060190,0.0-7.0,SS1673923423552,12263,,<p><img src=stimuli/intro/intro6.jpeg width ='1200' height = '667'></p>,39,,,,,,,,,,
,html-keyboard-response,8,57073940,0.0-8.0,SS1673923423552,13747.6,,<p><img src=stimuli/intro/intro7.jpeg width ='1200' height = '667'></p>,39,,,,,,,,,,
,html-keyboard-response,9,57151612,0.0-9.0,SS1673923423552,77670.9,,<p><img src=stimuli/intro/intro8.jpeg width ='1200' height = '667'></p>,39,,,,,,,,,,
,instructions,10,57364952,0.0-10.0,SS1673923423552,213338.7,,,,"[{""page_index"":0,""viewing_time"":213338.09999990463}]",,,,,,,,,
,video-keyboard-response,11,57383245,0.0-11.0,SS1673923423552,null,,"[""stimuli/images/calibration.mp4""]",null,,calibration,,,,,,,,
,video-keyboard-response,12,57387901,0.0-12.0,SS1673923423552,null,,"[""stimuli/images/attngetter_quiet.mp4""]",null,,attention_getter,,,,,,,,
,video-keyboard-response,13,57489116,0.0-13.0,SS1673923423552,101211.2,,"[""stimuli/images/unity_stims/unitystims_001_Left_9fam_deviant_1_new.mp4""]",39,,trial,33,6,1,deviant,9,stimuli/images/unity_stims/unitystims_001_Left_9fam_deviant_1_new.mp4,,
,html-keyboard-response,14,57490968,0.0-14.0,SS1673923423552,1850.6,,"<p><img src=""stimuli/images/attngetter_blank.png""></p>",39,,between_block,,,,,,,,
,video-keyboard-response,15,57495621,0.0-15.0,SS1673923423552,null,,"[""stimuli/images/attngetter_quiet.mp4""]",null,,attention_getter,,,,,,,,
,video-keyboard-response,16,57556637,0.0-16.0,SS1673923423552,61012.1,,"[""stimuli/images/unity_stims/unitystims_002_Right_1fam_background_2_new.mp4""]",39,,trial,33,6,2,background,1,stimuli/images/unity_stims/unitystims_002_Right_1fam_background_2_new.mp4,,
,html-keyboard-response,17,57559323,0.0-17.0,SS1673923423552,2685.3,,"<p><img src=""stimuli/images/attngetter_blank.png""></p>",39,,between_block,,,,,,,,
,video-keyboard-response,18,57563965,0.0-18.0,SS1673923423552,null,,"[""stimuli/images/attngetter_quiet.mp4""]",null,,attention_getter,,,,,,,,
,video-keyboard-response,19,57649651,0.0-19.0,SS1673923423552,85682.3,,"[""stimuli/images/unity_stims/unitystims_005_Left_9fam_background_2_new.mp4""]",39,,trial,33,6,3,background,9,stimuli/images/unity_stims/unitystims_005_Left_9fam_background_2_new.mp4,,
,html-keyboard-response,20,57665246,0.0-20.0,SS1673923423552,15592.9,,"<p><img src=""stimuli/images/attngetter_blank.png""></p>",39,,between_block,,,,,,,,
,video-keyboard-response,21,57669964,0.0-21.0,SS1673923423552,null,,"[""stimuli/images/attngetter_quiet.mp4""]",null,,attention_getter,,,,,,,,
,video-keyboard-response,22,57710589,0.0-22.0,SS1673923423552,40624.2,,"[""stimuli/images/unity_stims/unitystims_006_Right_1fam_deviant_1_new.mp4""]",39,,trial,33,6,4,deviant,1,stimuli/images/unity_stims/unitystims_006_Right_1fam_deviant_1_new.mp4,,
,html-keyboard-response,23,57712403,0.0-23.0,SS1673923423552,1813.1,,"<p><img src=""stimuli/images/attngetter_blank.png""></p>",39,,between_block,,,,,,,,
,video-keyboard-response,24,57717034,0.0-24.0,SS1673923423552,null,,"[""stimuli/images/attngetter_quiet.mp4""]",null,,attention_getter,,,,,,,,
,video-keyboard-response,25,57758269,0.0-25.0,SS1673923423552,41233.6,,"[""stimuli/images/unity_stims/unitystims_003_Left_3fam_deviant_1_new.mp4""]",16,,trial,33,6,5,deviant,3,stimuli/images/unity_stims/unitystims_003_Left_3fam_deviant_1_new.mp4,,
,html-keyboard-response,26,57762348,0.0-26.0,SS1673923423552,4077.5,,"<p><img src=""stimuli/images/attngetter_blank.png""></p>",39,,between_block,,,,,,,,
,video-keyboard-response,27,57766986,0.0-27.0,SS1673923423552,null,,"[""stimuli/images/attngetter_quiet.mp4""]",null,,attention_getter,,,,,,,,
,video-keyboard-response,28,57807333,0.0-28.0,SS1673923423552,40346.7,,"[""stimuli/images/unity_stims/unitystims_004_Right_3fam_background_2_new.mp4""]",39,,trial,33,6,6,background,3,stimuli/images/unity_stims/unitystims_004_Right_3fam_background_2_new.mp4,,
,video-keyboard-response,29,57830485,0.0-29.0,SS1673923423552,null,,"[""stimuli/images/calibration_end.mp4""]",null,,calibration_end,,,,,,,,
,html-keyboard-response,30,57857438,0.0-30.0,SS1673923423552,26952.5,,"<p><span style=""font-family: arial, helvetica, sans-serif; font-size: 48px; color: #993300;""> That's it! Thank you so much for your participation! </span></p>",39,,,,,,,,,,
,survey-multi-choice,31,57900195,0.0-31.0,SS1673923423552,42752.1,,,,,,,,,,,,"{""Consent"":""<b>Option 2 (Scientific and Educational)</b>: You would like to share child’s data with other researchers or students for scientific or educational purposes. </h1>""}",0
